"","df1_row_id","df2_row_id","spearman_cor","p_value","p_adjust"
"cor","Energy","phylum_Actinobacteria",0.128759906309181,0.836511931528267,0.998569951977411
"cor1","Energy","phylum_Bacteroidetes",-0.70453439703827,0.18401027566239,0.989268855389262
"cor2","Energy","phylum_Firmicutes",0.651816761948543,0.233318755226861,0.989268855389262
"cor3","Energy","phylum_Proteobacteria",-0.263079222995536,0.668942103462194,0.989268855389262
"cor4","Energy","phylum_Verrucomicrobia",0.876861260072978,0.0509022579715059,0.822872657645303
"cor5","Energy","phylum_unclassified_Bacteria",0.370773589853254,0.538967657435346,0.989268855389262
"cor6","Energy","class_Actinobacteria",0.128759906309181,0.836511931528267,0.998569951977411
"cor7","Energy","class_Bacilli",0.0196310775628715,0.975006541263677,0.998569951977411
"cor8","Energy","class_Bacteroidia",-0.70435533009272,0.184172097182368,0.989268855389262
"cor9","Energy","class_Betaproteobacteria",-0.237599821479334,0.700349523069252,0.989268855389262
"cor10","Energy","class_Clostridia",0.558410252045746,0.327916836070553,0.989268855389262
"cor11","Energy","class_Deltaproteobacteria",-0.946619902221135,0.014685698996695,0.661246340665347
"cor12","Energy","class_Erysipelotrichia",-0.173931527343557,0.779665213936129,0.991798380690599
"cor13","Energy","class_Gammaproteobacteria",0.226861474912983,0.713648143560085,0.989268855389262
"cor14","Energy","class_Negativicutes",-0.213611883548523,0.730103698504721,0.989268855389262
"cor15","Energy","class_Verrucomicrobiae",0.876247730950455,0.051278236811747,0.822872657645303
"cor16","Energy","class_unclassified_Bacteria",0.370773589853254,0.538967657435346,0.989268855389262
"cor17","Energy","class_unclassified_Firmicutes",0.398275599716746,0.506644677628572,0.989268855389262
"cor18","Energy","order_Bacteroidales",-0.70435533009272,0.184172097182368,0.989268855389262
"cor19","Energy","order_Burkholderiales",-0.238017978018929,0.69983238352853,0.989268855389262
"cor20","Energy","order_Clostridiales",0.558540702516317,0.32777905702579,0.989268855389262
"cor21","Energy","order_Coriobacteriales",0.132755951624722,0.831467695336022,0.996870831317929
"cor22","Energy","order_Desulfovibrionales",-0.946619902221135,0.014685698996695,0.661246340665347
"cor23","Energy","order_Enterobacteriales",0.105607573810694,0.865786625395119,0.998569951977411
"cor24","Energy","order_Erysipelotrichales",-0.173931527343557,0.779665213936129,0.991798380690599
"cor25","Energy","order_Lactobacillales",0.0181354389814671,0.976910507725979,0.998569951977411
"cor26","Energy","order_Selenomonadales",-0.213611883548523,0.730103698504721,0.989268855389262
"cor27","Energy","order_Verrucomicrobiales",0.876247730950455,0.051278236811747,0.822872657645303
"cor28","Energy","order_unclassified_Bacteria",0.370773589853254,0.538967657435346,0.989268855389262
"cor29","Energy","order_unclassified_Firmicutes",0.398275599716746,0.506644677628572,0.989268855389262
"cor30","Energy","family_Acidaminococcaceae",-0.206970690080138,0.738370429303316,0.989268855389262
"cor31","Energy","family_Bacteroidaceae",0.0822364186593652,0.895411478622111,0.998569951977411
"cor32","Energy","family_Clostridiaceae.1",-0.204289999876686,0.741710648842136,0.989268855389262
"cor33","Energy","family_Clostridiales_Incertae.Sedis.XIII",-0.0254659700036091,0.967579224896088,0.998569951977411
"cor34","Energy","family_Coriobacteriaceae",0.132755951624722,0.831467695336022,0.996870831317929
"cor35","Energy","family_Desulfovibrionaceae",-0.946619902221135,0.014685698996695,0.661246340665347
"cor36","Energy","family_Enterobacteriaceae",0.105607573810694,0.865786625395119,0.998569951977411
"cor37","Energy","family_Erysipelotrichaceae",-0.173931527343557,0.779665213936129,0.991798380690599
"cor38","Energy","family_Lachnospiraceae",0.555690638188425,0.33079254919139,0.989268855389262
"cor39","Energy","family_Peptostreptococcaceae",0.0781024257961892,0.900658095943582,0.998569951977411
"cor40","Energy","family_Porphyromonadaceae",-0.220124171690076,0.722009346269195,0.989268855389262
"cor41","Energy","family_Prevotellaceae",-0.750418738186761,0.143941091204503,0.989268855389262
"cor42","Energy","family_Rikenellaceae",0.0672276816971706,0.914467577714098,0.998569951977411
"cor43","Energy","family_Ruminococcaceae",-0.380298512982694,0.527727845438618,0.989268855389262
"cor44","Energy","family_Streptococcaceae",0.026008135521714,0.9668891469931,0.998569951977411
"cor45","Energy","family_Sutterellaceae",-0.240889189922024,0.696282997851938,0.989268855389262
"cor46","Energy","family_Veillonellaceae",-0.212572575627027,0.731396593225082,0.989268855389262
"cor47","Energy","family_Verrucomicrobiaceae",0.876247730950455,0.051278236811747,0.822872657645303
"cor48","Energy","family_unclassified_Bacteria",0.370773589853254,0.538967657435346,0.989268855389262
"cor49","Energy","family_unclassified_Clostridiales",0.101103635242221,0.871490501370846,0.998569951977411
"cor50","Energy","family_unclassified_Firmicutes",0.398275599716746,0.506644677628572,0.989268855389262
"cor51","Energy","genus_Akkermansia",0.876247730950455,0.051278236811747,0.822872657645303
"cor52","Energy","genus_Alistipes",0.0672276816971706,0.914467577714098,0.998569951977411
"cor53","Energy","genus_Anaerotruncus",-0.774332489332824,0.12423985252444,0.989268855389262
"cor54","Energy","genus_Anaerovorax",0.631810116963718,0.252852251507945,0.989268855389262
"cor55","Energy","genus_Bacteroides",0.0822364186593652,0.895411478622111,0.998569951977411
"cor56","Energy","genus_Barnesiella",0.675588050892628,0.210681181396048,0.989268855389262
"cor57","Energy","genus_Bilophila",-0.63494036370841,0.24976805474922,0.989268855389262
"cor58","Energy","genus_Blautia",0.365921481110811,0.544711167394224,0.989268855389262
"cor59","Energy","genus_Butyricicoccus",-0.181748569382967,0.769870929674799,0.991798380690599
"cor60","Energy","genus_Butyricimonas",-0.0863446147017692,0.890199379644496,0.998569951977411
"cor61","Energy","genus_Clostridium.IV",0.361562392123186,0.549881138838747,0.989268855389262
"cor62","Energy","genus_Clostridium.XI",0.0781024257961892,0.900658095943582,0.998569951977411
"cor63","Energy","genus_Clostridium.XVIII",-0.0876345489842076,0.888563210378385,0.998569951977411
"cor64","Energy","genus_Clostridium.XlVa",-0.318745609565671,0.601141346883394,0.989268855389262
"cor65","Energy","genus_Clostridium.XlVb",0.675149519889606,0.211092957136986,0.989268855389262
"cor66","Energy","genus_Clostridium.sensu.stricto",-0.204289999876686,0.741710648842136,0.989268855389262
"cor67","Energy","genus_Collinsella",0.166255886981559,0.789295705533034,0.991798380690599
"cor68","Energy","genus_Coprococcus",0.588051187561125,0.296995408673919,0.989268855389262
"cor69","Energy","genus_Dorea",-0.277727918351838,0.650985807757489,0.989268855389262
"cor70","Energy","genus_Eggerthella",0.0998426968544388,0.873087853798264,0.998569951977411
"cor71","Energy","genus_Erysipelotrichaceae_incertae_sedis",-0.0564613176433579,0.928149431387105,0.998569951977411
"cor72","Energy","genus_Faecalibacterium",-0.340606739852571,0.574863661029767,0.989268855389262
"cor73","Energy","genus_Flavonifractor",-0.319948103092365,0.599690454322486,0.989268855389262
"cor74","Energy","genus_Holdemania",-0.428485702439664,0.471622265325693,0.989268855389262
"cor75","Energy","genus_Lachnospiracea_incertae_sedis",0.708603380628663,0.180344128842151,0.989268855389262
"cor76","Energy","genus_Odoribacter",0.913567615544389,0.0301048475699238,0.732887389644843
"cor77","Energy","genus_Oscillibacter",-0.300301795503211,0.62347112428262,0.989268855389262
"cor78","Energy","genus_Parabacteroides",-0.329952217095679,0.58764414038327,0.989268855389262
"cor79","Energy","genus_Parasutterella",0.264907676921376,0.666696633130134,0.989268855389262
"cor80","Energy","genus_Phascolarctobacterium",-0.353821623081679,0.55908489483365,0.989268855389262
"cor81","Energy","genus_Prevotella",-0.755051308003624,0.140058072702735,0.989268855389262
"cor82","Energy","genus_Pseudoflavonifractor",-0.01611634252395,0.979480923713907,0.998569951977411
"cor83","Energy","genus_Roseburia",-0.298207080106894,0.626015975109719,0.989268855389262
