"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Fats and Oils","nRPLC_327.2538_10.5",0.931140002319556,3.24944941187212e-10,2.74578475303195e-08,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985
"Fats and Oils","nRPLC_409.3322_11.2",0.931140002319556,3.24944941187212e-10,2.74578475303195e-08,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771
"Tea","pHILIC_269.1239_8.3",-0.91371281512567,2.88131863119292e-09,2.43471424335801e-07,"269.1239_8.3","Acetylcarnosine",NA,"HMDB12881","56353-15-2","HMDB","-1.995474954","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Acetylcarnosine",264298.064385321
"Tea","pHILIC_179.0484_7.4",-0.9174498818542,1.88014021296034e-09,2.43471424335801e-07,"179.0484_7.4","Cys-Gly or Gly-Cys",NA,NA,NA,NA,"-0.52171094","pHILIC",1e+05,"[M+H]+","YES","Y","Peptide","Dipeptide","Cys-Gly or Gly-Cys",141483.331294597
"Tea","pRPLC_730.4663_11.3",0.904992992759099,7.27069662529311e-09,4.09582576558179e-07,"730.4663_11.3","PS(32:3)",NA,NA,NA,NA,"1.283261944","pRPLC",50000,"[M+H]+","YES","Y",NA,NA,"PS(32:3)",88801.3255105558
"Fats and Oils","nHILIC_481.244_5.2",0.903820491249056,8.1785153790287e-09,4.60723033018617e-07,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525
"Nuts_Seeds","nRPLC_299.2228_9.3",-0.912,3.48173457185763e-09,5.8841314264394e-07,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869
"Tea","nRPLC_397.2054_9.6",-0.894404637028263,1.99905550757045e-08,8.44600951948516e-07,"397.2054_9.6","Pregnanolone sulfate",NA,NA,NA,NA,"2.198993262","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnanolone sulfate",2492431.77938838
"Fats and Oils","nHILIC_204.9811_1.1",-0.884469170907451,4.70803921177281e-08,1.98914656697401e-06,"204.9811_1.1","1,2,3-benzenetriol sulfate",NA,NA,NA,NA,"-0.624375025449228|-0.624375025449228|-0.624375025449228|-1.95834347547098","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","1,2,3-benzenetriol sulfate",1686972.17354645
"Sauces, Spices, and Herbs","nRPLC_187.007_2.3",0.893575674597618,2.15399016795527e-08,2.99062938501912e-06,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503
"Sauces, Spices, and Herbs","nHILIC_716.5258_4.7",-0.887884109791264,3.53920637280369e-08,2.99062938501912e-06,"716.5258_4.7","PE(34:1)",NA,NA,NA,NA,"3.101006855","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(34:1)",91053.0190201835
"Fats and Oils","nRPLC_172.9914_0.9",0.874224354256014,1.05353764032579e-07,3.56095722430118e-06,"172.9914_0.9","Phenol sulphate","C00850","HMDB60015",NA,"HMDB","0.003620717","nRPLC",1e+06,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Phenol sulphate",2244594.12642679
"Tea","pHILIC_104.0705_8.1",-0.865130947654775,2.0356979356963e-07,6.34599081097896e-06,"104.0705_8.1","2-Aminobutyrate","C02261","HMDB00650",NA,NA,"-1.053110896","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Glutathione Metabolism","2-Aminobutyrate",184792.635611111
"Tea","nRPLC_415.3217_11.4",-0.861393880926245,2.63250514067786e-07,6.34599081097896e-06,"415.3217_11.4","Dihydroxyvitamin D3",NA,"HMDB00430",NA,"HMDB","-0.048038933","nRPLC",3e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Vitamin D Metabolism","Dihydroxyvitamin D3",352330.728501529
"Tea","pHILIC_768.5548_4.4",0.86077103647149,2.74578025488486e-07,6.34599081097896e-06,"768.5548_4.4","PC(35:4)",NA,NA,NA,NA,"1.322408025","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:4)",2871776.32608563
"Tea","pHILIC_716.5208_3.9",0.857656814197715,3.37952173365743e-07,6.34599081097896e-06,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895
"Tea","nHILIC_742.5417_4.6",0.857656814197715,3.37952173365743e-07,6.34599081097896e-06,"742.5417_4.6","PE(36:2)",NA,NA,NA,NA,"3.328645545","nHILIC",4e+06,"[M-H]-","YES","Y",NA,NA,"PE(36:2)",4361437.97657492
"Sauces, Spices, and Herbs","pHILIC_731.6033_5.7",-0.867394476488389,1.735673126637e-07,9.77762528005509e-06,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591
"Fats and Oils","nRPLC_439.3792_11.1",0.851458095030597,5.03787438643536e-07,1.41900128551263e-05,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036
"Beverages","nHILIC_217.0651_5",-0.875539988711783,9.53784740644236e-08,1.61189621168876e-05,"217.0651_5","Cys-Pro or Pro-Cys",NA,NA,NA,NA,"-0.609953447563239|-0.609953447563239|3.47380534854027","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Cys-Pro or Pro-Cys",1815250.46724771
"Fats and Oils","nRPLC_355.2852_11",0.844628217262972,7.66506768962257e-07,1.85056634220888e-05,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735
"Nuts_Seeds","nHILIC_188.0023_1.6",0.852571428571429,4.69551642011695e-07,1.98385568749941e-05,"188.0023_1.6","2-Aminophenol sulfate",NA,"HMDB61116",NA,NA,"0.008428144","nHILIC",8e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","2-Aminophenol sulfate",1302559.29399942
"Nuts_Seeds","nHILIC_224.0617_4.8",-0.853714285714286,4.36566247768501e-07,1.98385568749941e-05,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664
"Nuts_Seeds","pHILIC_280.1384_8",0.854857142857143,4.05649336077023e-07,1.98385568749941e-05,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992
"Nuts_Seeds","nRPLC_351.254_10.3",-0.848,6.24647302926691e-07,2.11130788389221e-05,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176
"Nuts_Seeds","pHILIC_189.1345_14.4",0.84,1.00736683514952e-06,2.83741658567114e-05,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119
"Tea","nHILIC_969.5442_9.2",0.827760280369472,1.99500042384208e-06,3.37155071629311e-05,"969.5442_9.2","PIP(38:2)",NA,NA,NA,NA,"-3.379307608","nHILIC",90000,"[M-H]-","YES","Y",NA,NA,"PIP(38:2)",99117.3563546428
"Nuts_Seeds","nRPLC_187.007_2.3",-0.833142857142857,1.48714881437268e-06,3.59040213755689e-05,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503
"Nuts_Seeds","pHILIC_728.5563_4.5",0.829714285714286,1.79528249429628e-06,3.7925342692009e-05,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057
"Sweets_Sweeteners","nRPLC_385.332_10.8",0.852596407991868,4.68807739881518e-07,3.96142540199883e-05,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512
"Sweets_Sweeteners","nHILIC_160.0615_7.2",0.852596407991868,4.68807739881518e-07,3.96142540199883e-05,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834
"Fats and Oils","pHILIC_583.2539_5.3",0.82869183580518,1.89746722134349e-06,4.00839950508812e-05,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169
"Salad","nRPLC_151.04_2.3",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"151.04_2.3","2-Hydroxyphenylacetate","C05852","HMDB00669",NA,NA,"-0.421724085","nRPLC",20000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","2-Hydroxyphenylacetate",89043.6564576962
"Salad","nRPLC_149.0607_4.6",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"149.0607_4.6","3-Phenylpropionate (hydrocinnamate)","C05629","HMDB00764",NA,NA,"-0.66345932","nRPLC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","3-Phenylpropionate (hydrocinnamate)",89773.7479554638
"Salad","nRPLC_465.2489_8.6",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197
"Salad","nRPLC_369.1741_9.5",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563
"Salad","nHILIC_87.045_4.2",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"87.045_4.2","Butyric acid|Isobutyric acid","C00246|C02632","HMDB00039|HMDB01873","107-92-6|79-31-2","HMDB","-1.697854956","nHILIC",1e+05,"[M-H]-","YES","Y","Energy","Butanoate metabolism","Butyric acid|Isobutyric acid",121290.778460754
"Salad","pHILIC_249.1078_10.4",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"249.1078_10.4","gamma-glutamylthreonine",NA,"HMDB29159",NA,NA,"-1.274701077","pHILIC",3e+06,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",3032042.32068593
"Salad","nRPLC_230.9968_4.1",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203
"Salad","nRPLC_312.2546_10.4",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278
"Salad","pHILIC_738.5403_4.4",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207
"Salad","pHILIC_850.6644_5",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529
"Salad","pHILIC_752.5554_4.3",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605
"Salad","nRPLC_365.2333_9.7",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611
"Fats and Oils","nHILIC_746.5159_4.2",0.825276896921367,2.27695432293276e-06,4.27561422861818e-05,"746.5159_4.2","PE(P-38:6)",NA,NA,NA,NA,"3.865781125","nHILIC",9e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-38:6)",1015193.5966055
"Nuts_Seeds","nHILIC_194.0458_4.6",-0.824,2.43516655670385e-06,4.57270164536611e-05,"194.0458_4.6","Hydroxyhippurate",NA,NA,NA,NA,"-0.398768376","nHILIC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Hydroxyhippurate",1233088.00717227
"Fats and Oils","nRPLC_465.2489_8.6",0.819585332115013,3.05944490934873e-06,4.70041990618123e-05,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197
"Fats and Oils","nRPLC_395.1897_10",0.819585332115013,3.05944490934873e-06,4.70041990618123e-05,"395.1897_10","Pregnenolone sulfate",NA,"HMDB00774","1247-64-9","HMDB","-0.163615583","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnenolone sulfate",207310.860395107
"Tea","nRPLC_377.2696_10.5",-0.819040458002901,3.14551358885979e-06,4.83265269561186e-05,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673
"Nuts_Seeds","nRPLC_283.0822_2.4",-0.816,3.66610505179885e-06,6.19571753754006e-05,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111
"Fruits","nRPLC_163.0765_7.4",0.851458095030597,5.03787438643536e-07,8.51400771307575e-05,"163.0765_7.4","Phenylbutyric acid",NA,"HMDB00329","90-27-7","HMDB","0.306989515","nRPLC",60000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Phenylbutyric acid",67820.1628722732
"Meat_Poultry","nHILIC_235.0723_6.5",0.850319782069326,5.41057916884957e-07,9.14387879535578e-05,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424
"Sweets_Sweeteners","nRPLC_367.1585_8.9",0.825276896921367,2.27695432293276e-06,9.62013201439091e-05,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668
"Sweets_Sweeteners","pHILIC_212.1026_7.4",0.826415209882638,2.14362924809714e-06,9.62013201439091e-05,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038
"Tea","pRPLC_382.2719_9.6",0.80284650217927,6.89717292112578e-06,9.71351853058548e-05,"382.2719_9.6","Sphinganine 1-phosphate","C01120","HMDB01383","19794-97-9","HMDB","0.551042475","pRPLC",40000,"[M+H]+","YES","Y","Lipid","Sphingolipid Metabolism","Sphinganine 1-phosphate",52742.9095773293
"Sauces, Spices, and Herbs","pRPLC_706.4648_11.2",-0.823000270998825,2.56572218472226e-06,0.000108401762304516,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678
"Sauces, Spices, and Herbs","nRPLC_299.2228_9.3",0.817308706192471,3.43339832604726e-06,0.000116048863420397,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869
"Salad","nHILIC_481.244_5.2",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525
"Salad","nHILIC_179.0348_2.2",0.790479059088312,1.19916859546674e-05,0.000119211466255223,"179.0348_2.2","4-Hydroxyphenylpyruvic acid","C01179","HMDB00707","156-39-8","HMDB","-0.99279013","nHILIC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","4-Hydroxyphenylpyruvic acid",69155.0101814169
"Salad","nRPLC_439.3792_11.1",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036
"Salad","nRPLC_514.2838_9.6",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107
"Salad","nHILIC_111.0199_3.4",0.790479059088312,1.19916859546674e-05,0.000119211466255223,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839
"Nuts_Seeds","nHILIC_512.2684_5.7",-0.798857142857143,8.2782554542072e-06,0.000127184106523729,"512.2684_5.7","Chenodeoxycholic acid 3-sulfate","C11301","HMDB02639","15324-64-8","HMDB","-0.669084886","nHILIC",5e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Chenodeoxycholic acid 3-sulfate",566003.839069317
"Sauces, Spices, and Herbs","nRPLC_511.3039_10.3",-0.809340515463575,5.0788997452608e-06,0.000143055676158179,"511.3039_10.3","LysoPG(18:0)",NA,NA,NA,NA,"-0.467836755","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","LysoPG(18:0)",39794.10362895
"Nuts_Seeds","pHILIC_160.0967_7.5",-0.792,1.12253656730425e-05,0.000158090566562015,"160.0967_7.5","Betonicine","C08269","HMDB29412",NA,NA,"-0.774954111","pHILIC",3e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Betonicine",877702.942247655
"Tea","pHILIC_146.0811_7.5",-0.789143924174658,1.27018186891903e-05,0.000165123642959474,"146.0811_7.5","Isobutyrylglycine",NA,"HMDB00730",NA,NA,"-0.504729248","pHILIC",5e+05,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Isobutyrylglycine",1400664.59149643
"Sauces, Spices, and Herbs","pHILIC_219.0795_5",0.795680759928325,9.54591962909475e-06,0.00023046577390243,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922
"Fats and Oils","pHILIC_212.1026_7.4",0.780882691431804,1.7973868432822e-05,0.000238141359187077,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038
"Fats and Oils","nRPLC_498.2892_10.3",0.778606065509262,1.97276865598762e-05,0.000238141359187077,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625
"Fats and Oils","nHILIC_111.0199_3.4",-0.779744378470533,1.88329101675801e-05,0.000238141359187077,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839
"Meat_Poultry","nRPLC_153.0193_2.1",0.820723645076284,2.88630304039135e-06,0.000243892606913069,"153.0193_2.1","Gentisic acid","C00628","HMDB00152","490-79-9","HMDB","-0.186201628","nRPLC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Gentisic acid",69429.248521998
"Sauces, Spices, and Herbs","pHILIC_280.1384_8",-0.786574256238158,1.41730056550296e-05,0.000266137550633333,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992
"Sauces, Spices, and Herbs","pHILIC_813.6806_5.6",-0.787712569199429,1.35038354219673e-05,0.000266137550633333,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077
"Starchy_Vegetables","pHILIC_189.1345_14.4",-0.818150143773031,3.29074413691878e-06,0.000312644022756087,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119
"Starchy_Vegetables","pHILIC_728.5563_4.5",-0.815815906558272,3.69992926338565e-06,0.000312644022756087,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057
"Salad","pHILIC_158.1174_6.2",0.761202056899856,3.88605836782815e-05,0.000312735173410935,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514
"Salad","pHILIC_157.0607_8.3",-0.761202056899856,3.88605836782819e-05,0.000312735173410935,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805
"Salad","nRPLC_351.254_10.3",-0.761202056899856,3.88605836782819e-05,0.000312735173410935,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176
"Salad","nRPLC_498.2892_10.3",-0.761202056899856,3.88605836782819e-05,0.000312735173410935,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625
"Fats and Oils","pRPLC_100.0756_1.2",0.769499561819095,2.83313584448309e-05,0.000319199971811761,"100.0756_1.2","2-Piperidinone",NA,"HMDB11749",NA,NA,"-0.94798216","pRPLC",1e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","2-Piperidinone",234227.215327217
"Fats and Oils","pHILIC_309.1649_15.6",-0.7615313710902,3.83853927874302e-05,0.000353014325333097,"309.1649_15.6","Fructoselysine","C16488",NA,NA,NA,"-2.372591014","pHILIC",3e+05,"[M+H]+","YES","Y","Carbohydrate","Pentose Metabolism","Fructoselysine",352298.913520897
"Fats and Oils","nRPLC_315.2541_9.4",0.760393058128929,4.00498043535704e-05,0.000353014325333097,"315.2541_9.4","MG(15:0)",NA,"HMDB11532",NA,"HMDB","0.06437713","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(15:0)",58933.1675015291
"Fats and Oils","nRPLC_385.332_10.8",0.759254745167658,4.1776843234686e-05,0.000353014325333097,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512
"Fats and Oils","nHILIC_160.0615_7.2",0.759254745167658,4.1776843234686e-05,0.000353014325333097,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834
"Fats and Oils","nRPLC_365.2333_9.7",0.76266968405147,3.67816708605173e-05,0.000353014325333097,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611
