"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"Rice_Pasta_Noodles","pRPLC_265.1184_2.6",-0.512362894801624,1.09340380361235e-05,0.000142142494469605,"265.1184_2.6","Alpha-N-Phenylacetyl-L-glutamine","C04148","HMDB06344",NA,"HMDB","0.427812354","pRPLC",8e+05,"[M+H]+","YES","Y","Peptide","Acetylated Peptides","Alpha-N-Phenylacetyl-L-glutamine",898568.987267584,"IR"
"Rice_Pasta_Noodles","nHILIC_243.0621_5.8",-0.508107174809564,1.32937505969687e-05,0.000160474560777693,"243.0621_5.8","Pseudouridine","C02067","HMDB00767","1445-07-4","HMDB","-0.639678767","nHILIC",4e+06,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Pseudouridine",3621498.36168909,"IR"
"Rice_Pasta_Noodles","nHILIC_197.0679_1.4",-0.504754183300669,1.54780729927358e-05,0.00017438628905149,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897,"IR"
"Rice_Pasta_Noodles","nRPLC_411.127_3.6",0.493040206554848,2.60111926364138e-05,0.000258581856209055,"411.127_3.6","N6-Carbamoyl-L-threonyladenosine",NA,"HMDB41623",NA,"HMDB","0.044534029","nRPLC",20000,"[M-H]-","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N6-Carbamoyl-L-threonyladenosine",19343.2457115189,"IR"
"Rice_Pasta_Noodles","nHILIC_969.5442_9.2",0.493749493220191,2.52198932119164e-05,0.000258581856209055,"969.5442_9.2","PIP(38:2)",NA,NA,NA,NA,"-3.379307608","nHILIC",90000,"[M-H]-","YES","Y",NA,NA,"PIP(38:2)",99117.3563546428,"IR"
"Rice_Pasta_Noodles","pHILIC_104.0705_8.1",0.490998320700071,2.84197061983154e-05,0.000266829463750851,"104.0705_8.1","2-Aminobutyrate","C02261","HMDB00650",NA,NA,"-1.053110896","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Glutathione Metabolism","2-Aminobutyrate",184792.635611111,"IR"
"Rice_Pasta_Noodles","nRPLC_172.9914_0.9",0.463766011457951,8.78745394198658e-05,0.000781620903260912,"172.9914_0.9","Phenol sulphate","C00850","HMDB60015",NA,"HMDB","0.003620717","nRPLC",1e+06,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Phenol sulphate",2244594.12642679,"IR"
"Rice_Pasta_Noodles","nRPLC_375.254_10.2",0.461100813079086,9.76464144440177e-05,0.00082511220205195,"375.254_10.2","MG(20:5)",NA,"HMDB11550",NA,"HMDB","-0.211661429","nRPLC",30000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:5)",31417.6743969735,"IR"
"Rice_Pasta_Noodles","nRPLC_391.2856_9.8",0.453621062790011,0.0001306699481535,0.000850761407667576,"391.2856_9.8","Chenodeoxycholic Acid",NA,"HMDB0000518",NA,"HMDB","0.561396883","nRPLC",5e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic Acid",653486.691555401,"IR"
"Rice_Pasta_Noodles","nRPLC_448.3069_9.4",0.456544183592638,0.000116702230711537,0.000850761407667576,"448.3069_9.4","Chenodeoxycholic acid glycine conjugate","C05466","HMDB00637","640-79-9","HMDB","0.12576723","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic acid glycine conjugate",3351197.0866318,"IR"
"Rice_Pasta_Noodles","nHILIC_425.0806_12.4",0.455963858139175,0.000119360759692299,0.000850761407667576,"425.0806_12.4","Cysteineglutathione disulfide",NA,"HMDB00656","13081-14-6","HMDB","-0.058861097","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Cysteineglutathione disulfide",216241.172901529,"IR"
"Rice_Pasta_Noodles","nRPLC_367.1585_8.9",0.455082623191324,0.000123504521328844,0.000850761407667576,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668,"IR"
"Rice_Pasta_Noodles","nRPLC_263.1289_6.8",0.456974054298906,0.000114768209267371,0.000850761407667576,"263.1289_6.8","gamma-CEHC",NA,"HMDB01931",NA,NA,"0.079019845","nRPLC",10000,"[M-H]-","YES","Y","Cofactors and Vitamins","Tocopherol Metabolism","gamma-CEHC",50145.7769269185,"IR"
"Rice_Pasta_Noodles","nHILIC_287.052_8.1",-0.453578075719384,0.000130886370410396,0.000850761407667576,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313,"IR"
"Rice_Pasta_Noodles","pHILIC_746.5694_5.1",0.443325659374876,0.000193023434333941,0.00120818371860874,"746.5694_5.1","PC(33:1)",NA,NA,NA,NA,"-0.047015532","pHILIC",9e+05,"[M+H]+","YES","Y",NA,NA,"PC(33:1)",1449721.61659469,"IR"
"Rice_Pasta_Noodles","pRPLC_169.0971_1.6",-0.434857206461383,0.000263632342053157,0.00156538324285591,"169.0971_1.6","Cyclo(ala-pro)",NA,NA,NA,NA,"-0.47593602","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Dipeptide","Cyclo(ala-pro)",44332.49660316,"IR"
"Rice_Pasta_Noodles","pHILIC_850.6644_5",0.434341361613861,0.000268616059424978,0.00156538324285591,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529,"IR"
"Rice_Pasta_Noodles","pHILIC_778.5358_5.1",0.431117331316846,0.000301767730566011,0.00169995821552186,"778.5358_5.1","PC(36:6)",NA,NA,NA,NA,"-3.003008816","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(36:6)",181056.080780301,"IR"
"Rice_Pasta_Noodles","pHILIC_785.6497_5.6",0.424432841834368,0.000382712367823481,0.00208639968265059,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IR"
"Rice_Pasta_Noodles","pHILIC_764.5577_5",0.422197514161771,0.000413914561922664,0.00211974427166455,"764.5577_5","PC(P-36:5)",NA,NA,NA,NA,"-1.532795961","pHILIC",1e+05,"[M-H]-","YES","Y",NA,NA,"PC(P-36:5)",216697.931495116,"IR"
"Rice_Pasta_Noodles","pHILIC_703.5724_5.7",0.422906800827115,0.000403771395845991,0.00211974427166455,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IR"
"Rice_Pasta_Noodles","nRPLC_409.3322_11.2",0.403949502680666,0.00076941571373526,0.00382444869474291,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771,"IR"
"Rice_Pasta_Noodles","pRPLC_675.5429_12.6",0.398619105922935,0.000916188847770895,0.00442388329352232,"675.5429_12.6","SM(d18:1/14:0)",NA,"HMDB12097",NA,"HMDB","-0.97052547","pRPLC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/14:0)",7753977.13475025,"IR"
"Rice_Pasta_Noodles","pHILIC_583.2539_5.3",-0.397243519662875,0.000957965681091893,0.00449711666957027,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169,"IR"
"Rice_Pasta_Noodles","pRPLC_706.4648_11.2",0.395416569161233,0.00101611205550643,0.0046411604697456,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678,"IR"
"Rice_Pasta_Noodles","nHILIC_202.1197_13.3",0.391805655228576,0.00114050671864431,0.00507225356449707,"202.1197_13.3","Gly-Lys or Lys-Gly",NA,NA,NA,NA,"-0.056245606","nHILIC",90000,"[M-H]-","YES","Y","Peptide","Dipeptide","Gly-Lys or Lys-Gly",90687.1963537207,"IR"
"Rice_Pasta_Noodles","pHILIC_813.6806_5.6",0.387700389983711,0.00129849807859142,0.00562682500722949,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IR"
"Rice_Pasta_Noodles","nHILIC_181.0367_6.8",-0.372461473446487,0.0020720473512649,0.00854087810643339,"181.0367_6.8","1-Methyluric acid","C16359","HMDB03099","708-79-2","HMDB","-0.055360249","nHILIC",9e+05,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","1-Methyluric acid",1132694.65653544,"IR"
"Rice_Pasta_Noodles","nRPLC_467.2636_8.4",0.372525954052427,0.00206805025505455,0.00854087810643339,"467.2636_8.4","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",NA,NA,NA,NA,"-3.071418834","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",24570.0742396534,"IR"
"Rice_Pasta_Noodles","pHILIC_772.5828_5.1",0.367711402142218,0.00238622870586228,0.00960172979263632,"772.5828_5.1","PC(35:2)",NA,NA,NA,NA,"-2.961624547","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:2)",2494047.15408437,"IR"
"Rice_Pasta_Noodles","nRPLC_407.2804_9.2",0.364745294268964,0.00260337593627901,0.0102318728658407,"407.2804_9.2","Cholic Acid",NA,"HMDB0000619",NA,"HMDB","0.258665655","nRPLC",90000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Cholic Acid",368133.99660659,"IR"
"Rice_Pasta_Noodles","pHILIC_738.5403_4.4",0.361800679931023,0.00283622383673047,0.0108936779183511,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IR"
"Rice_Pasta_Noodles","pRPLC_295.1292_1.3",0.350624041568038,0.00389807310584815,0.0146394301086297,"295.1292_1.3","gamma-glutamylphenylalanine",NA,"HMDB00594",NA,NA,"1.184216396","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",37003.5866857085,"IR"
"Rice_Pasta_Noodles","nRPLC_283.0822_2.4",-0.347099101776635,0.00429936779456223,0.0157838797746811,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111,"IR"
"Rice_Pasta_Noodles","pHILIC_219.0795_5",0.346346828040665,0.00438959970065097,0.0157838797746811,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922,"IR"
"Rice_Pasta_Noodles","nHILIC_302.1148_6.5",-0.343595655520545,0.00473402441020555,0.0166677109442654,"302.1148_6.5","Indoleacetyl glutamine",NA,"HMDB13240","4/3/99","HMDB","0.573871095107597|-3.83822583965149|0.573871095107597","nHILIC",70000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","Indoleacetyl glutamine",94788.7329473394,"IR"
"Rice_Pasta_Noodles","pHILIC_742.5724_5.1",0.341876172695471,0.00496122187698784,0.017111153004305,"742.5724_5.1","PC(P-34:2)",NA,NA,NA,NA,"-2.85939959","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(P-34:2)",2459365.77942056,"IR"
"Rice_Pasta_Noodles","nHILIC_235.0723_6.5",-0.337319543209023,0.00561049497554616,0.0185916402130843,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424,"IR"
"Rice_Pasta_Noodles","pHILIC_731.6033_5.7",0.337878375127172,0.0055270361453653,0.0185916402130843,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IR"
"Rice_Pasta_Noodles","pHILIC_178.0532_7.5",0.333622655135112,0.00619110364699308,0.0201210868527275,"178.0532_7.5","Alliin","C08265","HMDB33592",NA,NA,"-0.248031697","pHILIC",60000,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Alliin",115227.594807238,"IR"
"Rice_Pasta_Noodles","nRPLC_464.3015_8.8",0.331688236956903,0.00651546007699622,0.0207757123209879,"464.3015_8.8","Glycocholic acid","C01921","HMDB00138","475-31-0","HMDB","-0.554713367","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Glycocholic acid",654751.648961264,"IR"
"Rice_Pasta_Noodles","pHILIC_269.1239_8.3",0.32665874969356,0.00742958607337972,0.0229436927370271,"269.1239_8.3","Acetylcarnosine",NA,"HMDB12881","56353-15-2","HMDB","-1.995474954","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Acetylcarnosine",264298.064385321,"IR"
"Rice_Pasta_Noodles","pHILIC_786.5972_5.1",0.326465307875739,0.00746688225169522,0.0229436927370271,"786.5972_5.1","PC(36:2)",NA,NA,NA,NA,"-4.500033554","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:2)",60016902.0548643,"IR"
"Rice_Pasta_Noodles","nRPLC_117.0557_0.6",0.324638357374097,0.00782728669402042,0.0232457427564542,"117.0557_0.6","L-_-Hydroxyisovaleric acid",NA,"HMDB00407",NA,NA,"-0.120156208","nRPLC",7e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","L-_-Hydroxyisovaleric acid",785823.79617737,"IR"
"Rice_Pasta_Noodles","pHILIC_732.5525_5.1",0.324573876768157,0.0078402801012893,0.0232457427564542,"732.5525_5.1","PC(32:1)",NA,NA,NA,NA,"-1.756540765","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PC(32:1)",4487452.58646876,"IR"
"Rice_Pasta_Noodles","nHILIC_833.5227_5.2",0.322725432731202,0.00822086671437714,0.0239539047367196,"833.5227_5.2","PI(34:2)",NA,NA,NA,NA,"4.97390639","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PI(34:2)",439313.978604485,"IR"
"Rice_Pasta_Noodles","pHILIC_738.5049_3.9",-0.321242378794575,0.00853779299281284,0.0244557121319554,"738.5049_3.9","PE(36:5)",NA,NA,NA,NA,"-2.623462026","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PE(36:5)",231362.231873159,"IR"
"Rice_Pasta_Noodles","pRPLC_382.2719_9.6",0.319436921828246,0.0089379682981297,0.0251752773730653,"382.2719_9.6","Sphinganine 1-phosphate","C01120","HMDB01383","19794-97-9","HMDB","0.551042475","pRPLC",40000,"[M+H]+","YES","Y","Lipid","Sphingolipid Metabolism","Sphinganine 1-phosphate",52742.9095773293,"IR"
"Rice_Pasta_Noodles","nHILIC_835.537_5.2",0.315997956178097,0.00974563029300133,0.0270001888445447,"835.537_5.2","PI(34:1)",NA,NA,NA,NA,"3.348071426","nHILIC",3e+05,"[M-H]-","YES","Y",NA,NA,"PI(34:1)",345572.869811417,"IR"
"Rice_Pasta_Noodles","nHILIC_151.0611_5.4",0.309012557201231,0.011583613298713,0.0301173945766539,"151.0611_5.4","Arabitol | Xylitol","C01904",NA,NA,NA,"-0.614815519","nHILIC",1e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabitol | Xylitol",146380.446256473,"IR"
"Rice_Pasta_Noodles","pHILIC_758.5668_5.1",0.309829311543142,0.0113542611090821,0.0301173945766539,"758.5668_5.1","PC(34:2)",NA,NA,NA,NA,"-3.478344514","pHILIC",9e+07,"[M+H]+","YES","Y",NA,NA,"PC(34:2)",134071959.911157,"IR"
"Rice_Pasta_Noodles","pHILIC_816.5884_5",0.309184505483739,0.0115349979182062,0.0301173945766539,"816.5884_5","PC(P-40:7)",NA,NA,NA,NA,"-2.170838629","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-40:7)",183312.274582332,"IR"
"Rice_Pasta_Noodles","nRPLC_498.2892_10.3",0.310022753360963,0.0113005209178028,0.0301173945766539,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625,"IR"
"Rice_Pasta_Noodles","nHILIC_274.1407_12.3",0.307465022658664,0.0120291975139264,0.0308020360583873,"274.1407_12.3","L-a-glutamyl-L-Lysine","C04700","HMDB04207","5891-53-2","HMDB","-0.511713733","nHILIC",3e+05,"[M-H]-","YES","Y","Peptide","Dipeptide","L-a-glutamyl-L-Lysine",291868.626570846,"IR"
"Rice_Pasta_Noodles","nRPLC_439.3792_11.1",0.303252289737231,0.0133180880090453,0.0335933861720695,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IR"
"Rice_Pasta_Noodles","pHILIC_130.0863_6.6",0.297556502879171,0.0152490599719295,0.0378983990478837,"130.0863_6.6","N-methylproline",NA,NA,NA,NA,"0.320726017","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-methylproline",1724519.39713048,"IR"
"Rice_Pasta_Noodles","nHILIC_217.0651_5",0.293128834604604,0.0169119549173924,0.0408302911577046,"217.0651_5","Cys-Pro or Pro-Cys",NA,NA,NA,NA,"-0.609953447563239|-0.609953447563239|3.47380534854027","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Cys-Pro or Pro-Cys",1815250.46724771,"IR"
"Rice_Pasta_Noodles","pRPLC_310.3104_11.1",0.29373065359338,0.0166771832638647,0.0408302911577046,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IR"
"Rice_Pasta_Noodles","nHILIC_214.0488_7.2",-0.292441041474574,0.0171837274188591,0.0409021117434814,"214.0488_7.2","sn-glycero-3-Phosphoethanolamine","C01233","HMDB00114","1190-00-7","HMDB","0.959298616","nHILIC",4e+05,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","sn-glycero-3-Phosphoethanolamine",454333.283883792,"IR"
"Rice_Pasta_Noodles","nHILIC_481.244_5.2",-0.286551812798693,0.0196677832302968,0.0455322652865774,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525,"IR"
"Rice_Pasta_Noodles","pHILIC_716.5208_3.9",0.286637786939947,0.0196294282754943,0.0455322652865774,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IR"
"Rice_Pasta_Noodles","pHILIC_782.5665_5.1",0.283069860077917,0.021275774665317,0.0485892691680888,"782.5665_5.1","PC(36:4)",NA,NA,NA,NA,"-3.755381454","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:4)",71577205.8319258,"IR"
"Rice_Pasta_Noodles","pHILIC_764.5217_4.2",0.282382066947887,0.0216062832900716,0.0486861583469614,"764.5217_4.2","PE(38:6)",NA,NA,NA,NA,"-1.027958319","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(38:6)",1872642.66880632,"IR"
"Salad","nRPLC_151.04_2.3",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"151.04_2.3","2-Hydroxyphenylacetate","C05852","HMDB00669",NA,NA,"-0.421724085","nRPLC",20000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","2-Hydroxyphenylacetate",89043.6564576962,"IS"
"Salad","nRPLC_149.0607_4.6",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"149.0607_4.6","3-Phenylpropionate (hydrocinnamate)","C05629","HMDB00764",NA,NA,"-0.66345932","nRPLC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","3-Phenylpropionate (hydrocinnamate)",89773.7479554638,"IS"
"Salad","nRPLC_465.2489_8.6",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197,"IS"
"Salad","nRPLC_369.1741_9.5",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563,"IS"
"Salad","nHILIC_87.045_4.2",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"87.045_4.2","Butyric acid|Isobutyric acid","C00246|C02632","HMDB00039|HMDB01873","107-92-6|79-31-2","HMDB","-1.697854956","nHILIC",1e+05,"[M-H]-","YES","Y","Energy","Butanoate metabolism","Butyric acid|Isobutyric acid",121290.778460754,"IS"
"Salad","pHILIC_249.1078_10.4",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"249.1078_10.4","gamma-glutamylthreonine",NA,"HMDB29159",NA,NA,"-1.274701077","pHILIC",3e+06,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",3032042.32068593,"IS"
"Salad","nRPLC_230.9968_4.1",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203,"IS"
"Salad","nRPLC_312.2546_10.4",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IS"
"Salad","pHILIC_738.5403_4.4",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IS"
"Salad","pHILIC_850.6644_5",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529,"IS"
"Salad","pHILIC_752.5554_4.3",0.819756061276768,3.0329068466058e-06,4.27134380896989e-05,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IS"
"Salad","nRPLC_365.2333_9.7",-0.819756061276768,3.03290684660584e-06,4.27134380896989e-05,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611,"IS"
"Salad","nHILIC_481.244_5.2",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525,"IS"
"Salad","nHILIC_179.0348_2.2",0.790479059088312,1.19916859546674e-05,0.000119211466255223,"179.0348_2.2","4-Hydroxyphenylpyruvic acid","C01179","HMDB00707","156-39-8","HMDB","-0.99279013","nHILIC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","4-Hydroxyphenylpyruvic acid",69155.0101814169,"IS"
"Salad","nRPLC_439.3792_11.1",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IS"
"Salad","nRPLC_514.2838_9.6",-0.790479059088312,1.19916859546673e-05,0.000119211466255223,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107,"IS"
"Salad","nHILIC_111.0199_3.4",0.790479059088312,1.19916859546674e-05,0.000119211466255223,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IS"
"Salad","pHILIC_158.1174_6.2",0.761202056899856,3.88605836782815e-05,0.000312735173410935,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IS"
"Salad","pHILIC_157.0607_8.3",-0.761202056899856,3.88605836782819e-05,0.000312735173410935,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805,"IS"
"Salad","nRPLC_351.254_10.3",-0.761202056899856,3.88605836782819e-05,0.000312735173410935,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176,"IS"
