"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"Alcohol","nRPLC_299.2228_9.3",0.538044417320709,3.17426252294182e-06,0.000536450366377167,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IR"
"Alcohol","pHILIC_585.2694_4.9",0.495572832364432,2.32871222989841e-05,0.00196776183426415,"585.2694_4.9","Bilirubin","C00486","HMDB00054",NA,NA,"-2.336115852","pHILIC",9e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Bilirubin",1990805.44020459,"IR"
"Alcohol","pHILIC_752.5554_4.3",-0.479383036970441,4.65373355725242e-05,0.0026216032372522,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IR"
"Alcohol","pHILIC_716.5208_3.9",-0.445964956017383,0.000174858320561131,0.0073877640437078,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IR"
"Alcohol","pHILIC_130.0863_6.6",-0.430653883070763,0.000306829212156156,0.0101066207010847,"130.0863_6.6","N-methylproline",NA,NA,NA,NA,"0.320726017","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-methylproline",1724519.39713048,"IR"
"Alcohol","pHILIC_724.5254_4.4",-0.426260270833906,0.000358814936133184,0.0101066207010847,"724.5254_4.4","PE(P-36:4)",NA,NA,NA,NA,"-2.99956413","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-36:4)",3189886.13057085,"IR"
"Alcohol","nHILIC_165.0405_8.5",0.406289306120923,0.000712000589914391,0.0150410124619415,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125,"IR"
"Alcohol","nHILIC_261.0725_10.7",-0.406875121085838,0.000698247659827882,0.0150410124619415,"261.0725_10.7","Asp-Glu or Glu-Asp",NA,NA,NA,NA,"-1.224100539","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Glu or Glu-Asp",1924130.56707819,"IR"
"Alcohol","pHILIC_146.0811_7.5",0.402561392707833,0.000805429287819571,0.0151241721823897,"146.0811_7.5","Isobutyrylglycine",NA,"HMDB00730",NA,NA,"-0.504729248","pHILIC",5e+05,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Isobutyrylglycine",1400664.59149643,"IR"
"Alcohol","pHILIC_731.6033_5.7",-0.389087648514808,0.00124303118925202,0.0210072270983591,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IR"
"Alcohol","nRPLC_355.2852_11",0.378995654346514,0.00170041656306839,0.026124581741687,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735,"IR"
"Alcohol","nHILIC_724.5298_4.4",-0.366666912130365,0.00246077529861037,0.0346559187887628,"724.5298_4.4","PE(P-36:3)",NA,NA,NA,NA,"1.57083219","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-36:3)",470907.857176351,"IR"
"Alcohol","pHILIC_703.5724_5.7",-0.362912370764325,0.00274622018475477,0.035700862401812,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IR"
"Alcohol","pHILIC_785.6497_5.6",-0.358545386480419,0.00311508627986982,0.0376035415212856,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IR"
"Alcohol","nHILIC_133.0506_2.3",0.353326307702093,0.00361329739978256,0.0407098173708835,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IR"
"Alcohol","nHILIC_287.052_8.1",0.347787693488359,0.00421821749866781,0.0415137028641452,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313,"IR"
"Alcohol","nHILIC_716.5258_4.7",-0.346083504499518,0.00442157781984978,0.0415137028641452,"716.5258_4.7","PE(34:1)",NA,NA,NA,NA,"3.101006855","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(34:1)",91053.0190201835,"IR"
"Alcohol","pHILIC_764.5217_4.2",-0.346775831276235,0.00433793951057599,0.0415137028641452,"764.5217_4.2","PE(38:6)",NA,NA,NA,NA,"-1.027958319","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(38:6)",1872642.66880632,"IR"
"Alcohol","pHILIC_813.6806_5.6",-0.341743148168563,0.00497919321830772,0.0442886133628424,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IR"
"Alcohol","pHILIC_157.0607_8.3",0.335512207178112,0.00588806086453533,0.0486774507746111,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805,"IR"
"Alcohol","pHILIC_728.5563_4.5",-0.334500344965988,0.00604867731518836,0.0486774507746111,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IR"
"Beverages","nHILIC_217.0651_5",-0.875539988711783,9.53784740644236e-08,1.61189621168876e-05,"217.0651_5","Cys-Pro or Pro-Cys",NA,NA,NA,NA,"-0.609953447563239|-0.609953447563239|3.47380534854027","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Cys-Pro or Pro-Cys",1815250.46724771,"IS"
"Beverages","pRPLC_359.3154_11",0.800404996772687,7.71598845508861e-06,0.000652001024454987,"359.3154_11","MG(18:0)",NA,"HMDB11131",NA,"HMDB","-0.529800999","pRPLC",2e+06,"[M+H]+","YES","Y","Lipid","Monoacylglycerol","MG(18:0)",2802861.76869317,"IS"
"Beverages","nHILIC_261.0725_10.7",0.771841280828898,2.58536956593301e-05,0.00145642485547559,"261.0725_10.7","Asp-Glu or Glu-Asp",NA,NA,NA,NA,"-1.224100539","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Glu or Glu-Asp",1924130.56707819,"IS"
"Beverages","pHILIC_219.0795_5",-0.733963309686048,0.000101046078504552,0.00426919681681731,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922,"IS"
"Beverages","pRPLC_312.1305_2.8",0.720302402060758,0.000156532040375979,0.00440898580392342,"312.1305_2.8","N2,N2-Dimethylguanosine",NA,"HMDB04824","2140-67-2","HMDB","0.80778606","pRPLC",20000,"[M+H]+","YES","Y","Nucleotide","""Purine Metabolism, Guanine containing""","N2,N2-Dimethylguanosine",22571.6899107034,"IS"
"Beverages","pRPLC_676.417_10.7",0.720923352407362,0.000153532216565086,0.00440898580392342,"676.417_10.7","PS(28:2)",NA,"HMDB12342",NA,"HMDB","-2.093130967","pRPLC",20000,"[M+H]+","YES","Y",NA,NA,"PS(28:2)",28662.0765607863,"IS"
"Beverages","pRPLC_706.4648_11.2",0.701052941316031,0.000278465654277396,0.00672295651041142,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678,"IS"
"Beverages","pRPLC_310.3104_11.1",0.696085338543198,0.000320814115592679,0.00677719819189535,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IS"
"Beverages","nRPLC_204.0666_4.3",0.672489225372242,0.000606368495260079,0.0113862528554393,"204.0666_4.3","Cinnamoylglycine",NA,"HMDB11621","16534-24-0","HMDB","-0.064479201","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Cinnamoylglycine",37753.5388229867,"IS"
"Beverages","nHILIC_128.0352_7.6",-0.651997863934307,0.00100915769760608,0.0145287796690502,"128.0352_7.6","5-oxoproline","C01879","HMDB00267",NA,NA,"-0.929926331","nHILIC",6e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","5-oxoproline",6764532.29940877,"IS"
"Beverages","nHILIC_247.057_11.8",0.644546459775058,0.00120356754654853,0.0145287796690502,"247.057_11.8","Asp-Asp",NA,NA,NA,NA,"-0.688321592","nHILIC",70000,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Asp",77586.0307351172,"IS"
"Beverages","pRPLC_277.0384_5.1",0.644546459775058,0.00120356754654853,0.0145287796690502,"277.0384_5.1","Dihydroferulic acid",NA,NA,NA,NA,"2.70466605368801|3.44210826679891","pRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Dihydroferulic acid",41240.1928245056,"IS"
"Beverages","pRPLC_704.4472_10.9",0.64951406254789,0.00107074481035337,0.0145287796690502,"704.4472_10.9","PS(30:2)",NA,NA,NA,NA,"-3.57365132211743|-3.57365132211743|-3.87512554039268","pRPLC",90000,"[M+H]+","YES","Y",NA,NA,"PS(30:2)",106832.863585519,"IS"
"Beverages","pHILIC_813.6806_5.6",0.650135012894494,0.0010550556733658,0.0145287796690502,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IS"
"Beverages","pRPLC_675.5429_12.6",0.63274840318958,0.0015762644897694,0.0177592465847352,"675.5429_12.6","SM(d18:1/14:0)",NA,"HMDB12097",NA,"HMDB","-0.97052547","pRPLC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/14:0)",7753977.13475025,"IS"
"Beverages","pHILIC_772.5828_5.1",0.629643651456559,0.00168919760362874,0.0178421496883286,"772.5828_5.1","PC(35:2)",NA,NA,NA,NA,"-2.961624547","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:2)",2494047.15408437,"IS"
"Beverages","pHILIC_758.5668_5.1",0.620329396257498,0.00206997881885016,0.018411916862404,"758.5668_5.1","PC(34:2)",NA,NA,NA,NA,"-3.478344514","pHILIC",9e+07,"[M+H]+","YES","Y",NA,NA,"PC(34:2)",134071959.911157,"IS"
"Beverages","pHILIC_786.5972_5.1",0.620329396257498,0.00206997881885016,0.018411916862404,"786.5972_5.1","PC(36:2)",NA,NA,NA,NA,"-4.500033554","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:2)",60016902.0548643,"IS"
"Beverages","pHILIC_850.6644_5",0.624676048683726,0.00188412626935229,0.018411916862404,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529,"IS"
"Beverages","nRPLC_429.3008_10.3",0.615982743831269,0.00227108657054882,0.0188692463615143,"429.3008_10.3","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","C17337","HMDB12458",NA,NA,"-0.534110352","nRPLC",4e+05,"[M-H]-","YES","Y","Lipid","Sterol","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)",413741.692823932,"IS"
"Beverages","pHILIC_782.5665_5.1",0.612257041751644,0.00245635159735689,0.0188692463615143,"782.5665_5.1","PC(36:4)",NA,NA,NA,NA,"-3.755381454","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:4)",71577205.8319258,"IS"
"Beverages","pHILIC_742.5724_5.1",0.612877992098248,0.00242461848472101,0.0188692463615143,"742.5724_5.1","PC(P-34:2)",NA,NA,NA,NA,"-2.85939959","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(P-34:2)",2459365.77942056,"IS"
"Beverages","nRPLC_312.2546_10.4",0.604805637592395,0.00286527969568586,0.020176344523788,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IS"
"Beverages","nHILIC_716.5258_4.7",0.606047538285603,0.0027934032704678,0.020176344523788,"716.5258_4.7","PE(34:1)",NA,NA,NA,NA,"3.101006855","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(34:1)",91053.0190201835,"IS"
"Beverages","pRPLC_295.1292_1.3",0.591144729967105,0.00376407676979034,0.0222544468255857,"295.1292_1.3","gamma-glutamylphenylalanine",NA,"HMDB00594",NA,NA,"1.184216396","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",37003.5866857085,"IS"
"Beverages","pHILIC_158.1174_6.2",-0.588660928580688,0.00395049351933474,0.0222544468255857,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IS"
"Beverages","pHILIC_746.5694_5.1",0.589281878927292,0.00390318056988968,0.0222544468255857,"746.5694_5.1","PC(33:1)",NA,NA,NA,NA,"-0.047015532","pHILIC",9e+05,"[M+H]+","YES","Y",NA,NA,"PC(33:1)",1449721.61659469,"IS"
"Beverages","pHILIC_816.5884_5",0.589281878927292,0.00390318056988968,0.0222544468255857,"816.5884_5","PC(P-40:7)",NA,NA,NA,NA,"-2.170838629","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-40:7)",183312.274582332,"IS"
"Beverages","pHILIC_731.6033_5.7",0.590523779620501,0.00380997593505146,0.0222544468255857,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IS"
"Beverages","pHILIC_785.6497_5.6",0.589281878927292,0.00390318056988968,0.0222544468255857,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IS"
"Beverages","nRPLC_511.3039_10.3",0.558855311943691,0.00685866267561272,0.0373907739412435,"511.3039_10.3","LysoPG(18:0)",NA,NA,NA,NA,"-0.467836755","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","LysoPG(18:0)",39794.10362895,"IS"
"Beverages","nRPLC_415.3217_11.4",-0.735993844549211,1.91454799987687e-12,3.23558611979191e-10,"415.3217_11.4","Dihydroxyvitamin D3",NA,"HMDB00430",NA,"HMDB","-0.048038933","nRPLC",3e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Vitamin D Metabolism","Dihydroxyvitamin D3",352330.728501529,"IR"
"Beverages","pRPLC_100.0756_1.2",0.592745814461942,1.57489365847676e-07,9.52900405339787e-06,"100.0756_1.2","2-Piperidinone",NA,"HMDB11749",NA,NA,"-0.94798216","pRPLC",1e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","2-Piperidinone",234227.215327217,"IR"
"Beverages","nHILIC_103.04_4.6",-0.59155339329112,1.69153918107655e-07,9.52900405339787e-06,"103.04_4.6","Hydroxybutyric acid",NA,NA,NA,NA,"-0.616277523","nHILIC",8e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Hydroxybutyric acid",8691325.38358818,"IR"
"Beverages","pHILIC_247.1437_5.3",0.566715035317766,7.0349097272683e-07,2.97224935977086e-05,"247.1437_5.3","Tryptophan betaine","C09213","HMDB61115",NA,NA,"-1.656926675","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Tryptophan Metabolism","Tryptophan betaine",2191858.73993137,"IR"
"Beverages","pHILIC_834.5972_4.7",0.545026469116395,2.22758622403831e-06,7.5292414372495e-05,"834.5972_4.7","PC(40:6)",NA,NA,NA,NA,"-4.240911406","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PC(40:6)",1033180905.05287,"IR"
"Beverages","nHILIC_160.0615_7.2",-0.514968456206611,9.68849557458043e-06,0.000272892625350682,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834,"IR"
"Beverages","nHILIC_425.0806_12.4",-0.504214167156554,1.58596205534867e-05,0.000313264031970401,"425.0806_12.4","Cysteineglutathione disulfide",NA,"HMDB00656","13081-14-6","HMDB","-0.058861097","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Cysteineglutathione disulfide",216241.172901529,"IR"
"Beverages","nRPLC_511.3039_10.3",-0.50477662997298,1.5462399760315e-05,0.000313264031970401,"511.3039_10.3","LysoPG(18:0)",NA,NA,NA,NA,"-0.467836755","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","LysoPG(18:0)",39794.10362895,"IR"
"Beverages","nRPLC_312.2546_10.4",-0.503089241523703,1.66826999274178e-05,0.000313264031970401,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IR"
"Beverages","pHILIC_764.5217_4.2",-0.498094571713844,2.08400395515434e-05,0.000352196668421084,"764.5217_4.2","PE(38:6)",NA,NA,NA,NA,"-1.027958319","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(38:6)",1872642.66880632,"IR"
"Beverages","pRPLC_153.0658_1.2",-0.486350348106878,3.46942274952313e-05,0.000533029495154009,"153.0658_1.2","N1-Methyl-2-pyridone-5-carboxamide","C05842","HMDB04193",NA,NA,"-0.378209652","pRPLC",4e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide",478368.264341488,"IR"
"Beverages","nHILIC_738.511_4.5",-0.473593691430345,5.91155437263976e-05,0.0008325439074801,"738.511_4.5","PE(36:4)",NA,NA,NA,NA,"4.158300184","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:4)",433102.703465851,"IR"
"Beverages","pHILIC_752.5554_4.3",-0.468734012696428,7.20258792947547e-05,0.000936336430831811,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IR"
"Beverages","nHILIC_746.5159_4.2",-0.458452192412168,0.000108340876543294,0.00130782915255834,"746.5159_4.2","PE(P-38:6)",NA,NA,NA,NA,"3.865781125","nHILIC",9e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-38:6)",1015193.5966055,"IR"
"Beverages","nHILIC_238.0929_7.3",-0.452197605893516,0.000138014271411323,0.00155496079123424,"238.0929_7.3","ethyl glucuronide",NA,"HMDB10325",NA,NA,"-1.346310153","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","ethyl glucuronide",327738.502754612,"IR"
"Beverages","nRPLC_315.2541_9.4",-0.447742900387425,0.000163520910499832,0.00172718961715448,"315.2541_9.4","MG(15:0)",NA,"HMDB11532",NA,"HMDB","0.06437713","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(15:0)",58933.1675015291,"IR"
"Beverages","pHILIC_703.5724_5.7",-0.444188135387615,0.000186905356955396,0.00185805913679187,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IR"
"Beverages","nRPLC_203.002_1.9",0.43606617231843,0.000252281976004969,0.00236864744137999,"203.002_1.9","4-Methylcatechol sulfate",NA,NA,NA,NA,"0.176188064","nRPLC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","4-Methylcatechol sulfate",390287.42294474,"IR"
"Beverages","pHILIC_768.5548_4.4",-0.43334385228693,0.000278498562690018,0.00247717142603226,"768.5548_4.4","PC(35:4)",NA,NA,NA,NA,"1.322408025","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:4)",2871776.32608563,"IR"
"Beverages","nHILIC_777.5678_4.3",-0.430711526306058,0.000306195472475034,0.00249816550707804,"777.5678_4.3","PG(36:0)",NA,NA,NA,NA,"3.46095331","nHILIC",3e+05,"[M-H]-","YES","Y",NA,NA,"PG(36:0)",362565.102202854,"IR"
"Beverages","nRPLC_514.2838_9.6",-0.430329051590889,0.000310422932832182,0.00249816550707804,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107,"IR"
"Beverages","nRPLC_153.0193_2.1",0.42661679700248,0.000354314536272661,0.0027217798468218,"153.0193_2.1","Gentisic acid","C00628","HMDB00152","490-79-9","HMDB","-0.186201628","nRPLC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Gentisic acid",69429.248521998,"IR"
"Beverages","pHILIC_790.5707_2",-0.420047231306629,0.000446100783035966,0.0032778709710034,"790.5707_2","PC(P-38:6)",NA,NA,NA,NA,"-4.838662612","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-38:6)",36436730.7765017,"IR"
"Beverages","pHILIC_716.5208_3.9",-0.413702650737349,0.000554808753450953,0.00390677830555046,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IR"
"Beverages","pHILIC_170.0923_8.5",-0.407920532984493,0.000674302333160115,0.00455828377216238,"170.0923_8.5","1-Methylhistidine","C01152","HMDB00001",NA,NA,"-0.630517121","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","1-Methylhistidine",2105648.82297421,"IR"
"Beverages","nHILIC_724.5298_4.4",-0.404433263522655,0.000757211963253906,0.00492187776115039,"724.5298_4.4","PE(P-36:3)",NA,NA,NA,NA,"1.57083219","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-36:3)",470907.857176351,"IR"
"Beverages","pHILIC_212.1026_7.4",-0.40288086614932,0.000797008105633512,0.00498868036489124,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038,"IR"
"Beverages","pHILIC_806.567_4.8",0.401080985136758,0.000845514012304839,0.00510328100283992,"806.567_4.8","PC(38:6)",NA,NA,NA,NA,"-3.022808787","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"PC(38:6)",286283064.776762,"IR"
"Beverages","nHILIC_87.045_4.2",-0.399618581814052,0.000886875953329704,0.00516834607285241,"87.045_4.2","Butyric acid|Isobutyric acid","C00246|C02632","HMDB00039|HMDB01873","107-92-6|79-31-2","HMDB","-1.697854956","nHILIC",1e+05,"[M-H]-","YES","Y","Energy","Butanoate metabolism","Butyric acid|Isobutyric acid",121290.778460754,"IR"
"Beverages","nHILIC_131.0349_5.1",-0.387694370105829,0.00129874355445958,0.00731625535678897,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IR"
"Beverages","pRPLC_310.3104_11.1",-0.385062044124958,0.00141017758595698,0.00768774232344292,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IR"
"Beverages","nRPLC_464.3015_8.8",-0.381327291023892,0.00158305600974222,0.0083605145514511,"464.3015_8.8","Glycocholic acid","C01921","HMDB00138","475-31-0","HMDB","-0.554713367","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Glycocholic acid",654751.648961264,"IR"
"Beverages","pHILIC_754.5367_5.1",0.369920545106781,0.0022351706154078,0.0114467828486036,"754.5367_5.1","PC(34:4)",NA,NA,NA,NA,"-1.904272032","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(34:4)",349883.379017442,"IR"
"Beverages","nHILIC_224.0617_4.8",0.363530967512186,0.00269724875642802,0.0134069129363628,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664,"IR"
"Beverages","pHILIC_810.597_4.8",0.360898641531314,0.00291117613716677,0.0140568219194624,"810.597_4.8","PC(38:4)",NA,NA,NA,NA,"-4.613671478","pHILIC",2e+07,"[M+H]+","YES","Y",NA,NA,"PC(38:4)",1724235106.30725,"IR"
"Beverages","nHILIC_151.0611_5.4",-0.353834108557009,0.00356189452065917,0.0167211159442055,"151.0611_5.4","Arabitol | Xylitol","C01904",NA,NA,NA,"-0.614815519","nHILIC",1e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabitol | Xylitol",146380.446256473,"IR"
"Beverages","nHILIC_512.2684_5.7",-0.347849504190241,0.00421099989792883,0.01923402656081,"512.2684_5.7","Chenodeoxycholic acid 3-sulfate","C11301","HMDB02639","15324-64-8","HMDB","-0.669084886","nHILIC",5e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Chenodeoxycholic acid 3-sulfate",566003.839069317,"IR"
