"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Seafood","pHILIC_219.0795_5",-0.583035615814857,2.79481127107713e-07,2.58372068829991e-05,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922
"Rice_Pasta_Noodles","nRPLC_351.254_10.3",0.56010003673276,1.00855954643047e-06,2.64654823357909e-05,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176
"Rice_Pasta_Noodles","nRPLC_377.2696_10.5",0.563001664000073,8.61978127861245e-07,2.64654823357909e-05,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673
"Rice_Pasta_Noodles","pRPLC_181.0718_3.1",-0.553823924421237,1.40940438474626e-06,2.64654823357909e-05,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157
"Rice_Pasta_Noodles","nRPLC_365.2333_9.7",0.556059252093834,1.25202534470173e-06,2.64654823357909e-05,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611
"Rice_Pasta_Noodles","nHILIC_135.0299_7.9",-0.555371458963804,1.29859960824253e-06,2.64654823357909e-05,"135.0299_7.9","Threonic acid","C01620","HMDB00943","12/4/09","HMDB","0.04876608","nHILIC",2e+06,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Threonic acid",2638733.67549286
"Beverages","pHILIC_247.1437_5.3",0.566715035317766,7.0349097272683e-07,2.97224935977086e-05,"247.1437_5.3","Tryptophan betaine","C09213","HMDB61115",NA,NA,"-1.656926675","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Tryptophan Metabolism","Tryptophan betaine",2191858.73993137
"Fats and Oils","nRPLC_367.1585_8.9",-0.589944988875454,1.86183219002905e-07,3.1464964011491e-05,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668
"Rice_Pasta_Noodles","pHILIC_179.0484_7.4",0.547461837968461,1.9650191176293e-06,3.32088230879351e-05,"179.0484_7.4","Cys-Gly or Gly-Cys",NA,NA,NA,NA,"-0.52171094","pHILIC",1e+05,"[M+H]+","YES","Y","Peptide","Dipeptide","Cys-Gly or Gly-Cys",141483.331294597
"Fats and Oils","pHILIC_754.5367_5.1",-0.57689782697369,3.97811788843771e-07,3.36150961572986e-05,"754.5367_5.1","PC(34:4)",NA,NA,NA,NA,"-1.904272032","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(34:4)",349883.379017442
"Mixed_Meal","nHILIC_88.988_11",-0.562439742564064,8.88700307665842e-07,3.75475879988818e-05,"88.988_11","Oxalate (ethanedioate)","C00209","HMDB02329",NA,NA,"-0.317261083","nHILIC",2e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Oxalate (ethanedioate)",185575.736972802
"Seafood","nHILIC_969.5442_9.2",-0.564426228498875,7.97576989642532e-07,4.49301704165293e-05,"969.5442_9.2","PIP(38:2)",NA,NA,NA,NA,"-3.379307608","nHILIC",90000,"[M-H]-","YES","Y",NA,NA,"PIP(38:2)",99117.3563546428
"Snacks","pHILIC_752.5554_4.3",-0.557673579698727,1.14879630972638e-06,4.85366440859397e-05,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605
"Meat_Poultry","nRPLC_355.2852_11",0.556104372044808,1.24902550054771e-06,5.27713273981407e-05,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735
"Eggs","nHILIC_151.0611_5.4",0.543826880581072,2.36868221703402e-06,5.71867563826784e-05,"151.0611_5.4","Arabitol | Xylitol","C01904",NA,NA,NA,"-0.614815519","nHILIC",1e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabitol | Xylitol",146380.446256473
"Eggs","pHILIC_219.0795_5",0.546040616845541,2.11448602818514e-06,5.71867563826784e-05,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922
"Seafood","nRPLC_395.1897_10",-0.554536333981891,1.35733668258849e-06,5.73474748393639e-05,"395.1897_10","Pregnenolone sulfate",NA,"HMDB00774","1247-64-9","HMDB","-0.163615583","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnenolone sulfate",207310.860395107
"Rice_Pasta_Noodles","pHILIC_158.1174_6.2",0.530589412747416,4.59317441255862e-06,7.05678614293098e-05,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514
"Mixed_Meal","nRPLC_441.3947_11.3",-0.542796298512141,2.49654344730794e-06,7.12674104542857e-05,"441.3947_11.3","MG(24:0)",NA,"HMDB11558",NA,"HMDB","-0.520377418","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:0)",122331.523007717
"Mixed_Meal","nRPLC_439.3792_11.1",-0.542533216672159,2.53020392145393e-06,7.12674104542857e-05,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036
"Beverages","pHILIC_834.5972_4.7",0.545026469116395,2.22758622403831e-06,7.5292414372495e-05,"834.5972_4.7","PC(40:6)",NA,NA,NA,NA,"-4.240911406","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PC(40:6)",1033180905.05287
"Non_Starchy_Vegetables","pHILIC_752.5554_4.3",0.57297500626933,4.96643125560812e-07,8.39326882197772e-05,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605
"Snacks","nRPLC_407.2804_9.2",0.540893790737803,2.74973215544775e-06,9.29409468541338e-05,"407.2804_9.2","Cholic Acid",NA,"HMDB0000619",NA,"HMDB","0.258665655","nRPLC",90000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Cholic Acid",368133.99660659
"Dairy_Products","nHILIC_481.244_5.2",0.570475491948385,5.71211442781715e-07,9.65347338301098e-05,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525
