"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Alcohol","nHILIC_261.0725_10.7",-0.4145511056847,1.99070542052668e-05,0.00168214608034504,"261.0725_10.7","Asp-Glu or Glu-Asp",NA,NA,NA,NA,"-1.224100539","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Glu or Glu-Asp",1924130.56707819
"Sauces, Spices, and Herbs","nHILIC_738.511_4.5",-0.365751290969465,0.000197013383986672,0.00175238220493409,"738.511_4.5","PE(36:4)",NA,NA,NA,NA,"4.158300184","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:4)",433102.703465851
"Beverages","pHILIC_806.567_4.8",0.398900143034832,4.3192218474655e-05,0.00182487123055417,"806.567_4.8","PC(38:6)",NA,NA,NA,NA,"-3.022808787","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"PC(38:6)",286283064.776762
"Rice_Pasta_Noodles","nHILIC_287.052_8.1",-0.359321457858401,0.000259623151777124,0.00182817969376391,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313
"Rice_Pasta_Noodles","nHILIC_202.1197_13.3",0.357473252084057,0.000280756036009331,0.00189791080342308,"202.1197_13.3","Gly-Lys or Lys-Gly",NA,NA,NA,NA,"-0.056245606","nHILIC",90000,"[M-H]-","YES","Y","Peptide","Dipeptide","Gly-Lys or Lys-Gly",90687.1963537207
"Seafood","nRPLC_391.2856_9.8",-0.378367810710773,0.000112698788587053,0.0019046095271212,"391.2856_9.8","Chenodeoxycholic Acid",NA,"HMDB0000518",NA,"HMDB","0.561396883","nRPLC",5e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic Acid",653486.691555401
"Seafood","nHILIC_217.0651_5",-0.378960706810098,0.00010971700562138,0.0019046095271212,"217.0651_5","Cys-Pro or Pro-Cys",NA,NA,NA,NA,"-0.609953447563239|-0.609953447563239|3.47380534854027","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Cys-Pro or Pro-Cys",1815250.46724771
"Rice_Pasta_Noodles","pHILIC_583.2539_5.3",-0.355736859470438,0.000302045030609707,0.00196329269896309,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169
"Sauces, Spices, and Herbs","pRPLC_100.0756_1.2",0.361920382454392,0.000232382850577754,0.00196363508738202,"100.0756_1.2","2-Piperidinone",NA,"HMDB11749",NA,NA,"-0.94798216","pRPLC",1e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","2-Piperidinone",234227.215327217
"Cereals_Grains","pHILIC_776.5554_3",-0.385497304581713,8.13576125097861e-05,0.00196420521630769,"776.5554_3","PE(P-40:6)",NA,NA,NA,NA,"-4.474728145","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-40:6)",2494677.80316315
