data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
Energy,pHILIC_298.1139_4.7,-0.0628822405215823,0.513996859253933,0.715538358387018,0.699971432410448,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
percent_carb_cal,pHILIC_298.1139_4.7,0.0236237185536866,0.806478528017076,0.868120198948317,0.893460504075318,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
percent_pro_cal,pHILIC_298.1139_4.7,0.103991302154555,0.279632586675997,0.460262223802852,0.480465965635317,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
percent_fat_cal,pHILIC_298.1139_4.7,-0.178220510281022,0.0624929122474859,0.192023675815002,0.182924514706121,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
TotFib,pHILIC_298.1139_4.7,0.0301141479155898,0.754810490484073,0.850419819278723,0.864086269421534,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
TotSolFib,pHILIC_298.1139_4.7,0.0476626801541709,0.620980584199018,0.795043323709348,0.777810528970857,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
SolFib,pHILIC_298.1139_4.7,0.16254057175303,0.0897784481420466,0.266185223438699,0.233695309505467,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Sugar,pHILIC_298.1139_4.7,-0.105146761067383,0.274295243606319,0.483311636246876,0.473729243745421,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
SugAdd,pHILIC_298.1139_4.7,-0.0289709124277782,0.763840379541276,0.860593494283171,0.869039098178067,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
MonSac,pHILIC_298.1139_4.7,-0.114706378166487,0.232771179927817,0.470775193412967,0.427851738663447,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Disacc,pHILIC_298.1139_4.7,0.0975821159974597,0.310496237013332,0.52809214064186,0.512175837003392,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
SatFat,pHILIC_298.1139_4.7,0.0161042085975456,0.867382852813524,0.910482621897426,0.931999545663476,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
MonoFat,pHILIC_298.1139_4.7,-0.18431375064164,0.0539093064817001,0.276080993800222,0.166427558666468,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
PolyFat,pHILIC_298.1139_4.7,-0.119319186795044,0.214393271020387,0.496335106882814,0.406761391342853,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
TransFat,pHILIC_298.1139_4.7,0.120501726776141,0.209852784407771,0.341010774662628,0.401549111288273,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Chol,pHILIC_298.1139_4.7,0.130774478673006,0.173272997744205,0.309683710687209,0.354987703749964,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Water,pHILIC_298.1139_4.7,0.143728256328543,0.134132244244325,0.294394146458325,0.302549108964096,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitA_IU,pHILIC_298.1139_4.7,0.278989165311516,0.003162597340304,0.0334049344069618,0.0235744677793646,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Caroten,pHILIC_298.1139_4.7,0.215312546787364,0.0238843156088194,0.135426602576511,0.0952501402084575,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Retinol,pHILIC_298.1139_4.7,-0.132995126271098,0.166024424269784,0.304979648930365,0.345591626350095,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
BetaCaro,pHILIC_298.1139_4.7,0.15115749605712,0.114953303897994,0.249731592685541,0.274569798137156,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB1,pHILIC_298.1139_4.7,0.112873892546923,0.240369311145184,0.400259922702678,0.436180696905877,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB2,pHILIC_298.1139_4.7,-0.0801419080319562,0.405254643036203,0.566016815480317,0.602367380961711,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB3,pHILIC_298.1139_4.7,-0.0406847915634182,0.673020616239203,0.800989324960741,0.81232255217013,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB_NE,pHILIC_298.1139_4.7,0.0006499456384659,0.994623242681484,0.994623242681484,0.996737568214147,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB6,pHILIC_298.1139_4.7,0.0995048718445882,0.301012953843688,0.52444524948024,0.502080638282665,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitB12,pHILIC_298.1139_4.7,0.175584619636132,0.0665365258726651,0.182997673067831,0.190831784259194,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Biot,pHILIC_298.1139_4.7,-0.188348829813783,0.0487779972120295,0.142771826910552,0.155130688515264,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitC,pHILIC_298.1139_4.7,0.0750777482655756,0.435668737890074,0.598601761816443,0.631620105507007,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitD_IU,pHILIC_298.1139_4.7,-0.128797560689339,0.179919920562586,0.353563564826477,0.363369273614224,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitE_a_Toco,pHILIC_298.1139_4.7,-0.139810528452235,0.145182743909177,0.319743115838222,0.317248557500488,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Folate,pHILIC_298.1139_4.7,0.132733342611161,0.166867045609516,0.371059614579055,0.346861946512981,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
VitK,pHILIC_298.1139_4.7,0.16781235304281,0.0797094180014645,0.213823676861071,0.21621964174413,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Panto,pHILIC_298.1139_4.7,-0.0029789175096356,0.97536020797204,0.981165923495683,0.987487440127225,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Ca,pHILIC_298.1139_4.7,-0.177146294573002,0.064115943797357,0.169306164089896,0.186033854419477,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Chrom,pHILIC_298.1139_4.7,0.0314591743063041,0.744228985095674,0.873435406119229,0.858446268371705,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Cu,pHILIC_298.1139_4.7,-0.0675401842639217,0.483255256373665,0.674959820885533,0.672547751917172,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Fluor,pHILIC_298.1139_4.7,0.0526455967157433,0.584912528213382,0.728547653538063,0.752306363470314,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Iodine,pHILIC_298.1139_4.7,0.060733809105542,0.528506671870998,0.68181395073434,0.710679216326156,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Fe,pHILIC_298.1139_4.7,0.0298523642556521,0.756875333420444,0.876109118822295,0.864792141252981,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Mg,pHILIC_298.1139_4.7,0.0154903710501055,0.872394200404781,0.92146637417755,0.934469606915286,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Mn,pHILIC_298.1139_4.7,-0.0014894587548178,0.9876786554383,0.993652457927228,0.994229679854776,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Moly,pHILIC_298.1139_4.7,0.0635592672283176,0.5094671602478,0.722983549740205,0.695836742046287,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Phos,pHILIC_298.1139_4.7,-0.0258985282883175,0.788261996297118,0.877063974035656,0.883330752012171,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
K,pHILIC_298.1139_4.7,0.0757908830633369,0.431308944793004,0.676900818425796,0.627083086495223,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Se,pHILIC_298.1139_4.7,0.0912090379313906,0.343303693800856,0.537206706040228,0.544704358355019,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Na,pHILIC_298.1139_4.7,0.0117802646971956,0.902783957577659,0.936015268899536,0.95087440122567,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Zn,pHILIC_298.1139_4.7,0.190461153138798,0.0462573175990829,0.20675369446668,0.150390850720503,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
W3,pHILIC_298.1139_4.7,-0.0640918615709495,0.505918336109156,0.633334805944055,0.692573824931944,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
W6,pHILIC_298.1139_4.7,-0.150940847510964,0.115480718858206,0.415239180575253,0.275095957131105,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Alcohol,pHILIC_298.1139_4.7,0.114685161888485,0.232858177500609,0.427750347800032,0.427851738663447,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Caff,pHILIC_298.1139_4.7,-0.096449001560869,0.316174980760214,0.481047397861903,0.51735098696917,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Chln,pHILIC_298.1139_4.7,0.113153730252373,0.239197990747299,0.388696734964361,0.434936338433528,298.1139_4.7,pHILIC_298.1139_4.7,1-Methylguanosine,C04545,HMDB01563,2140-65-0,HMDB,-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102,pHILIC,60000.0,[M+H]+,YES,Y,Nucleotide,"""Pyrimidine Metabolism, Uracil containing"""
Energy,pHILIC_170.0923_8.5,0.0314501472835476,0.744299845950057,0.873518569205275,0.858446268371705,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
percent_carb_cal,pHILIC_170.0923_8.5,-0.139142528768256,0.147133636495124,0.34442019441127,0.319485086566503,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
percent_pro_cal,pHILIC_170.0923_8.5,-0.190109099251295,0.0466697588148934,0.138371741047666,0.151128354918656,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
percent_fat_cal,pHILIC_170.0923_8.5,0.228564216193865,0.0163190562466083,0.0725768554125475,0.0726129094887584,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
TotFib,pHILIC_170.0923_8.5,-0.101472762805499,0.291506144936817,0.447859440857473,0.492645384943221,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
TotSolFib,pHILIC_170.0923_8.5,-0.110418542357163,0.250817690178334,0.432532547348351,0.448417974236993,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
SolFib,pHILIC_170.0923_8.5,-0.141047230569871,0.141622611075879,0.365472848287228,0.312786528662195,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Sugar,pHILIC_170.0923_8.5,-0.141137500797436,0.141365360638209,0.351307657112398,0.312392652105954,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
SugAdd,pHILIC_170.0923_8.5,-0.188733319726761,0.0483108954975947,0.186399159738743,0.154377699240798,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
MonSac,pHILIC_170.0923_8.5,-0.144531661353869,0.13194754643701,0.343063620736225,0.299355160444857,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Disacc,pHILIC_170.0923_8.5,-0.134845665936175,0.16015776179988,0.373989547807736,0.337378427196972,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
SatFat,pHILIC_170.0923_8.5,0.220277409303424,0.0207569078534343,0.0855589616397656,0.0860738998348198,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
MonoFat,pHILIC_170.0923_8.5,0.0606345118552208,0.529182231214267,0.77766780065401,0.711374042471288,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
PolyFat,pHILIC_170.0923_8.5,0.143150526872129,0.135720235327317,0.388757962208755,0.305055495063181,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
