data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
VitE_a_Toco,pHILIC_130.0863_6.6,0.129736371056012,0.176740462992762,0.35558497911639,0.359420898381193,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Folate,pHILIC_130.0863_6.6,0.419395477265678,5.10327922524838e-06,0.0001078067736333,0.0002484243044595,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
VitK,pHILIC_130.0863_6.6,0.442224817816795,1.318829872629e-06,4.84624598449182e-05,8.58840979953542e-05,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Panto,pHILIC_130.0863_6.6,0.0600658094215631,0.533059669660958,0.66145476389886,0.71375281457741,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Ca,pHILIC_130.0863_6.6,0.0711961284802927,0.459834189090198,0.588727105729117,0.652627924525574,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Chrom,pHILIC_130.0863_6.6,0.176388024661458,0.0652821468400644,0.249615027984725,0.188258914760611,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Cu,pHILIC_130.0863_6.6,0.157187547258443,0.101010161707346,0.234435834400895,0.251948765918323,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Fluor,pHILIC_130.0863_6.6,-0.123137617421031,0.199979997818965,0.359538506717076,0.389395834883581,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Iodine,pHILIC_130.0863_6.6,0.336094111268956,0.0003310215490546,0.0043032801377101,0.0050944330152616,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Fe,pHILIC_130.0863_6.6,0.220692652350221,0.0205120764665721,0.0753595852793627,0.0852559948543324,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Mg,pHILIC_130.0863_6.6,0.0169256676683845,0.860684738392414,0.916145066208679,0.928254449341464,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Mn,pHILIC_130.0863_6.6,0.200399905193673,0.0358040332848367,0.122578550596225,0.126437888164214,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Moly,pHILIC_130.0863_6.6,0.32111828051597,0.0006250601210129,0.0096031964046537,0.0078321624703369,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Phos,pHILIC_130.0863_6.6,0.0447830598948564,0.642249164760996,0.753750755865336,0.792481852702058,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
K,pHILIC_130.0863_6.6,0.137192691852858,0.152941165131541,0.364043055031414,0.328039754809198,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Se,pHILIC_130.0863_6.6,-0.0783274764579054,0.416004974365641,0.622166731573392,0.611848367059613,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Na,pHILIC_130.0863_6.6,0.135712260120796,0.157464178661356,0.295682735486325,0.333350661373143,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Zn,pHILIC_130.0863_6.6,0.0547127849269753,0.570236756061181,0.823675314310595,0.743249508736904,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
W3,pHILIC_130.0863_6.6,0.0859101755733417,0.372182910744852,0.504897551858659,0.571395722490379,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
W6,pHILIC_130.0863_6.6,-0.0178193429212752,0.853409000642663,0.971374328126805,0.922852157280736,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Alcohol,pHILIC_130.0863_6.6,-0.229889074444982,0.0156918044687101,0.0716733771678922,0.0704663232838947,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Caff,pHILIC_130.0863_6.6,-0.0633689000608313,0.510738740170752,0.639369237695238,0.697148262070928,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Chln,pHILIC_130.0863_6.6,0.271460628332619,0.0041222501252695,0.031666375962298,0.0279507905920056,130.0863_6.6,pHILIC_130.0863_6.6,N-methylproline,,,,,0.320726017,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Urea cycle; Arginine and Proline Metabolism
Energy,pRPLC_153.0658_1.2,-0.137508637649334,0.151988633643751,0.414480216977893,0.326544061296971,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
percent_carb_cal,pRPLC_153.0658_1.2,-0.147862632751007,0.123178705215086,0.306135311490435,0.287470469674708,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
percent_pro_cal,pRPLC_153.0658_1.2,0.293188672107446,0.0018805776050623,0.0163380775331779,0.0166610619273431,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
percent_fat_cal,pRPLC_153.0658_1.2,-0.0239216103046502,0.804086902815381,0.888174422064048,0.892245588270239,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
TotFib,pRPLC_153.0658_1.2,-0.0090631308474976,0.925132209244477,0.965107057792078,0.963501358431923,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
TotSolFib,pRPLC_153.0658_1.2,-0.0001083242730776,0.999103867278295,0.999103867278295,0.999514168400128,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
SolFib,pRPLC_153.0658_1.2,-0.0553446765199283,0.565785506730752,0.76223202859198,0.740032240623152,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Sugar,pRPLC_153.0658_1.2,-0.282943001278851,0.0027436742907311,0.0201600415275462,0.021444232654519,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
SugAdd,pRPLC_153.0658_1.2,-0.353175886900246,0.0001539928495707,0.0037178273682078,0.0029409679181345,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
MonSac,pRPLC_153.0658_1.2,-0.204669686957484,0.0319662897706414,0.114942616409328,0.117248999785272,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Disacc,pRPLC_153.0658_1.2,-0.127308101934521,0.185049924744417,0.395866294706411,0.369956157302492,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
SatFat,pRPLC_153.0658_1.2,-0.0542162986753694,0.573745671915811,0.685730462447776,0.745112365281995,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
MonoFat,pRPLC_153.0658_1.2,-0.0232175025296454,0.809742708754328,0.900306038022904,0.895526045476295,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
PolyFat,pRPLC_153.0658_1.2,0.283240893029814,0.0027142346689151,0.0352850506958969,0.0212884412692408,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
TransFat,pRPLC_153.0658_1.2,-0.102203951648773,0.288025072888339,0.426984537878327,0.488678787820322,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Chol,pRPLC_153.0658_1.2,0.213471034145044,0.0251426178984325,0.0988163354612812,0.0986432012773805,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Water,pRPLC_153.0658_1.2,-0.189811207500332,0.047021126747316,0.175612633353963,0.151752128250189,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitA_IU,pRPLC_153.0658_1.2,0.135432422415346,0.15833025549014,0.37163629413658,0.334669891671139,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Caroten,pRPLC_153.0658_1.2,0.149153497005183,0.119903754391793,0.343453126986661,0.281588339823621,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Retinol,pRPLC_153.0658_1.2,0.249290260442724,0.0086315846802321,0.0430032065837209,0.0472863021289535,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
BetaCaro,pRPLC_153.0658_1.2,0.217822059113663,0.0222565445723937,0.0817686094072725,0.0905733165538075,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB1,pRPLC_153.0658_1.2,-0.0597498636250866,0.535219907115164,0.706657533612989,0.715410342938445,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB2,pRPLC_153.0658_1.2,0.0301051208928333,0.754881663305069,0.844867556944084,0.864086269421534,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB3,pRPLC_153.0658_1.2,0.286030243061564,0.0024520734623374,0.0138133471711677,0.0198224025290222,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB_NE,pRPLC_153.0658_1.2,0.282672190596157,0.0027706868342707,0.0187298429996705,0.02159881808056,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB6,pRPLC_153.0658_1.2,0.195263529245241,0.0409270109003978,0.135620879258181,0.139332283023513,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitB12,pRPLC_153.0658_1.2,0.456478486749264,5.38300348579163e-07,6.76642281928059e-05,4.19265758454223e-05,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Biot,pRPLC_153.0658_1.2,0.0861809862560358,0.37067192744205,0.552642388352603,0.570269401253597,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitC,pRPLC_153.0658_1.2,0.168471325704032,0.0785170964377628,0.196067848221871,0.214022408031966,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitD_IU,pRPLC_153.0658_1.2,0.533785909635688,1.91582463534009e-09,3.23774363372475e-07,6.60001586874661e-07,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitE_a_Toco,pRPLC_153.0658_1.2,-0.0389335491486627,0.686339917448397,0.773353945588581,0.821507732152488,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Folate,pRPLC_153.0658_1.2,0.114643189007191,0.233030354741238,0.447524203991696,0.427851738663447,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
VitK,pRPLC_153.0658_1.2,0.198134122481799,0.037993256124491,0.12841720570078,0.132188615454835,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Panto,pRPLC_153.0658_1.2,-0.119824700069406,0.212443825462331,0.390250070686239,0.40451941850895,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Ca,pRPLC_153.0658_1.2,0.195805150610629,0.0403594254850346,0.113679048449514,0.138082266642267,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Chrom,pRPLC_153.0658_1.2,0.189675802158985,0.0471815632981373,0.212710737403324,0.151921370231977,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Cu,pRPLC_153.0658_1.2,-0.0001444323641035,0.998805156563713,0.998805156563713,0.999363023608263,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Fluor,pRPLC_153.0658_1.2,-0.519586402839758,6.00985090450992e-09,1.01566480286218e-06,1.36694092797111e-06,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Iodine,pRPLC_153.0658_1.2,0.0642724020260789,0.504718262686073,0.656133741491895,0.691670972900728,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Fe,pRPLC_153.0658_1.2,0.246555072547513,0.009416064571267,0.0440788000026636,0.0500235411416599,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Mg,pRPLC_153.0658_1.2,-0.0103539951016731,0.914506586378483,0.953414080059017,0.95792720081769,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Mn,pRPLC_153.0658_1.2,-0.0707718584107386,0.462519633987593,0.640703427409043,0.65477925740902,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Moly,pRPLC_153.0658_1.2,0.0302405262341804,0.753814286775798,0.843672943477548,0.863747545944841,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Phos,pRPLC_153.0658_1.2,0.346168268665179,0.0002119061332437,0.0023874757678798,0.0036813696681297,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
K,pRPLC_153.0658_1.2,-0.117631133539583,0.220995081296495,0.43939022046009,0.414438472012992,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Se,pRPLC_153.0658_1.2,0.317985903619474,0.0007110570559109,0.0041437462913431,0.0084881276890964,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Na,pRPLC_153.0658_1.2,0.0229015567331688,0.812283777187695,0.903212058814207,0.897388939894235,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Zn,pRPLC_153.0658_1.2,0.162612787935082,0.0896339993030787,0.316305545596298,0.233454996149368,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
W3,pRPLC_153.0658_1.2,0.473909667692011,1.70019027018919e-07,4.78886926103288e-06,1.73690492577489e-05,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
W6,pRPLC_153.0658_1.2,0.181280670995466,0.0580522100777293,0.29499123702049,0.174312318359444,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Alcohol,pRPLC_153.0658_1.2,-0.223239634064092,0.0190640170404337,0.0826107405085462,0.0807740778766154,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Caff,pRPLC_153.0658_1.2,-0.481721073919309,9.93181983173682e-08,8.39238775781762e-06,1.17051723990614e-05,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Chln,pRPLC_153.0658_1.2,0.228311459556684,0.0164411595630885,0.0658833842893063,0.0729749584769988,153.0658_1.2,pRPLC_153.0658_1.2,N1-Methyl-2-pyridone-5-carboxamide(1),C05842,HMDB04193,,,-0.378209652,pRPLC,400000.0,[M+H]+,YES,Y,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism
Energy,pHILIC_282.119_6.7,0.52428948169588,4.1394138649351904e-09,2.33186981058016e-07,1.09049205847719e-06,282.119_6.7,pHILIC_282.119_6.7,N1-methyladenosine,C02494,HMDB03331,,,-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536,pHILIC,500000.0,[M+H]+,YES,Y,Nucleotide,"""Purine Metabolism, Adenine containing"""
percent_carb_cal,pHILIC_282.119_6.7,-0.416118668005079,6.14809955926726e-06,0.0001298786031895,0.0002842933728154,282.119_6.7,pHILIC_282.119_6.7,N1-methyladenosine,C02494,HMDB03331,,,-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536,pHILIC,500000.0,[M+H]+,YES,Y,Nucleotide,"""Purine Metabolism, Adenine containing"""
percent_pro_cal,pHILIC_282.119_6.7,0.0512554352112466,0.594878141710391,0.713009971269901,0.760428644969312,282.119_6.7,pHILIC_282.119_6.7,N1-methyladenosine,C02494,HMDB03331,,,-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536,pHILIC,500000.0,[M+H]+,YES,Y,Nucleotide,"""Purine Metabolism, Adenine containing"""
percent_fat_cal,pHILIC_282.119_6.7,0.302730235161037,0.0013063951656057,0.0147187188658243,0.0130159972172751,282.119_6.7,pHILIC_282.119_6.7,N1-methyladenosine,C02494,HMDB03331,,,-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536,pHILIC,500000.0,[M+H]+,YES,Y,Nucleotide,"""Purine Metabolism, Adenine containing"""
