data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
Cu,nHILIC_247.057_11.8,-0.108139731320731,0.631923165790146,0.736517344955411,0.790301004744811,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Fluor,nHILIC_247.057_11.8,0.192374890454774,0.391057604528506,0.516318243479044,0.59077466077953,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Iodine,nHILIC_247.057_11.8,-0.16050212753919,0.475521239743224,0.698809474057434,0.664468602867404,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Fe,nHILIC_247.057_11.8,-0.0478091443733758,0.832672348816035,0.907881464192967,0.922936051026509,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Mg,nHILIC_247.057_11.8,0.076266968405147,0.735864714439414,0.862102644570765,0.858668609592735,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Mn,nHILIC_247.057_11.8,0.150257310887752,0.50449386619503,0.697661022403698,0.688939100397756,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Moly,nHILIC_247.057_11.8,0.292546431046609,0.186436915985696,0.393847985019784,0.365648227826557,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Phos,nHILIC_247.057_11.8,0.0341493888381255,0.880079407205674,0.94548360101425,0.951807685382905,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
K,nHILIC_247.057_11.8,0.30734449954313,0.16411187273596,0.338230566980211,0.336219131769441,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Se,nHILIC_247.057_11.8,0.0546390221410009,0.809167494728345,0.899666490849279,0.906757569158237,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Na,nHILIC_247.057_11.8,-0.275471736627546,0.21466645201025,0.425730862897369,0.402252596371509,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Zn,nHILIC_247.057_11.8,0.292546431046609,0.186436915985696,0.429889924586954,0.365648227826557,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
W3,nHILIC_247.057_11.8,-0.366536773529214,0.0933795497565455,0.199761315301977,0.230476888170124,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
W6,nHILIC_247.057_11.8,-0.330110758768547,0.133509494378364,0.442413814704775,0.294688157010105,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Alcohol,nHILIC_247.057_11.8,0.0,1.0,1.0,1.0,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Caff,nHILIC_247.057_11.8,0.474450645014464,0.0256814886367447,0.0758267249020161,0.0974699549658144,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Chln,nHILIC_247.057_11.8,0.237907408905608,0.286355257493883,0.479148896202635,0.486602929495865,247.057_11.8,nHILIC_247.057_11.8,Asp-Asp,,,,,-0.688321592,nHILIC,70000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Energy,nHILIC_261.0725_10.7,0.124076112778523,0.582229421147585,0.718224614408335,0.754052765358432,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
percent_carb_cal,nHILIC_261.0725_10.7,0.305067873620588,0.167419381202689,0.332869122626522,0.341355656142154,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
percent_pro_cal,nHILIC_261.0725_10.7,0.13318261646869,0.554614193827737,0.704735328999155,0.731293881070961,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
percent_fat_cal,nHILIC_261.0725_10.7,-0.595337678744655,0.0034660999591176,0.0292885446545439,0.0233955217285731,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
TotFib,nHILIC_261.0725_10.7,0.462155062275966,0.0303514991009217,0.176875977519164,0.108830415311031,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
TotSolFib,nHILIC_261.0725_10.7,0.585092862093218,0.0042317567154026,0.0208832422393079,0.0269778255515027,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
SolFib,nHILIC_261.0725_10.7,0.553220099177634,0.0075704119271207,0.0355388782134278,0.0421430575706776,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Sugar,nHILIC_261.0725_10.7,0.29482305696915,0.182874335827505,0.2861644699523,0.361271598148868,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
SugAdd,nHILIC_261.0725_10.7,0.340355575419985,0.121161102100401,0.243764598273427,0.27621277462797,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
MonSac,nHILIC_261.0725_10.7,0.274333423666275,0.21664410774659,0.515448795947278,0.404519756740923,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Disacc,nHILIC_261.0725_10.7,0.105863105398189,0.639156015425073,0.777103356883722,0.795238287284676,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
SatFat,nHILIC_261.0725_10.7,-0.500857702959175,0.0175807805518094,0.0990383971085264,0.0747725790135598,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
MonoFat,nHILIC_261.0725_10.7,0.084235159134043,0.709372658074087,0.804590464526985,0.841904186878177,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
PolyFat,nHILIC_261.0725_10.7,0.158225501616648,0.481885818945232,0.683160046518354,0.670641901847801,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
TransFat,nHILIC_261.0725_10.7,-0.577124671364322,0.0049206928485838,0.0277199030470223,0.0302710479703059,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Chol,nHILIC_261.0725_10.7,0.231077531137983,0.300822363549537,0.572410935479612,0.501856194880463,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Water,nHILIC_261.0725_10.7,0.838936652456617,1.07134439497961e-06,6.44333145439833e-05,7.38156288140949e-05,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitA_IU,nHILIC_261.0725_10.7,0.49516613815282,0.0191231854238251,0.111442011607808,0.0792992462227783,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Caroten,nHILIC_261.0725_10.7,0.426867360476569,0.0475583060622269,0.177148839816734,0.148321639066632,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Retinol,nHILIC_261.0725_10.7,0.361983521684131,0.0978356119495805,0.204126153326903,0.238452673804733,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
BetaCaro,nHILIC_261.0725_10.7,0.387026406832089,0.0751669023135461,0.184104441898396,0.199192291130897,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB1,nHILIC_261.0725_10.7,0.475814817811216,0.0252008416786546,0.0816346822772659,0.0960527399641315,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB2,nHILIC_261.0725_10.7,0.191236577493503,0.393920340288268,0.541240142347296,0.593198468050104,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB3,nHILIC_261.0725_10.7,0.741041737787324,7.97123261736868e-05,0.0007369516817405,0.0015354479688983,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB_NE,nHILIC_261.0725_10.7,0.7888508821607,1.28625268750435e-05,0.0003622945069803,0.0004042443972623,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB6,nHILIC_261.0725_10.7,0.730796921135887,0.0001120911948675,0.0015120326795091,0.0019609391258376,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitB12,nHILIC_261.0725_10.7,0.295961369930421,0.181110618250546,0.294304754657137,0.358895532670385,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Biot,nHILIC_261.0725_10.7,-0.0478091443733758,0.832672348816035,0.902061711217371,0.922936051026509,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitC,nHILIC_261.0725_10.7,0.483783008540112,0.0225348692582033,0.119012278269886,0.0887620158072678,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitD_IU,nHILIC_261.0725_10.7,-0.140012494236315,0.534299479637215,0.739313786164265,0.713328430333959,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitE_a_Toco,nHILIC_261.0725_10.7,-0.501996015920445,0.0172847133413064,0.0423350225316054,0.0740761614344888,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Folate,nHILIC_261.0725_10.7,0.667051395304719,0.000696716752714,0.0168207330298102,0.0075459394849571,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
VitK,nHILIC_261.0725_10.7,0.198066455261128,0.376919848725683,0.522126675693774,0.57938408873107,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Panto,nHILIC_261.0725_10.7,0.789989195121971,1.22480820733294e-05,0.0002299917633769,0.0003918073968957,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Ca,nHILIC_261.0725_10.7,-0.0443942054895632,0.844478048880456,0.914851219620494,0.929351257380789,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Chrom,nHILIC_261.0725_10.7,0.525900588107133,0.0119409268033023,0.0517440161476434,0.0570121968961511,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Cu,nHILIC_261.0725_10.7,0.302791247698046,0.170772796752586,0.303613407385176,0.34505119343851,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Fluor,nHILIC_261.0725_10.7,0.430282299360382,0.0456210594519138,0.0866287533412745,0.143781783782826,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Iodine,nHILIC_261.0725_10.7,0.372228338335568,0.0880228669683969,0.209519218558579,0.221653308809652,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Fe,nHILIC_261.0725_10.7,0.496304451114091,0.0188062925336064,0.0756729390042734,0.0784208390239819,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Mg,nHILIC_261.0725_10.7,0.589646113938301,0.0038756491678975,0.0241277492503427,0.0253388245232544,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Mn,nHILIC_261.0725_10.7,0.750148241477491,5.8097145246441e-05,0.0006545611697765,0.0012215402112027,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Moly,nHILIC_261.0725_10.7,0.0443942054895632,0.844478048880456,0.903270824435425,0.929351257380789,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Phos,nHILIC_261.0725_10.7,0.60216755651228,0.0030231333853629,0.0232231610057424,0.0213550518396655,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
K,nHILIC_261.0725_10.7,0.723967043368261,0.0001395369702043,0.0047163495929085,0.0023059642843556,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Se,nHILIC_261.0725_10.7,0.684126089723782,0.0004461522510672,0.0062833108691973,0.0054075584747084,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Na,nHILIC_261.0725_10.7,-0.820723645076284,2.88630304039135e-06,0.0001625950712753,0.0001412711275015,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Zn,nHILIC_261.0725_10.7,0.637455258311677,0.0014172903144039,0.0184247740872507,0.0124213985774127,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
W3,nHILIC_261.0725_10.7,0.247013912595775,0.267752778598839,0.439322520225279,0.465862789026768,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
W6,nHILIC_261.0725_10.7,0.0603305869473551,0.789699879210593,0.939854081595705,0.894227789897507,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Alcohol,nHILIC_261.0725_10.7,0.0,1.0,1.0,1.0,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Caff,nHILIC_261.0725_10.7,0.731373376971755,0.0001100057550043,0.0014300748150565,0.0019511317773742,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Chln,nHILIC_261.0725_10.7,0.799095698812138,8.18932048833256e-06,0.0011638161241209,0.0003006219000573,261.0725_10.7,nHILIC_261.0725_10.7,Asp-Glu or Glu-Asp,,,,,-1.224100539,nHILIC,2000000.0,[M-H]-,YES,Y,Peptide,Dipeptide
Energy,pHILIC_160.0967_7.5,-0.359706895761589,0.100121505566751,0.272911845819046,0.242375223070645,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
percent_carb_cal,pHILIC_160.0967_7.5,0.525900588107133,0.0119409268033023,0.0593534302870028,0.0570121968961511,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
percent_pro_cal,pHILIC_160.0967_7.5,-0.38816471979336,0.0742400675794504,0.162740120717191,0.197907227770577,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
percent_fat_cal,pHILIC_160.0967_7.5,-0.462155062275966,0.0303514991009217,0.129517636879121,0.108830415311031,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
TotFib,pHILIC_160.0967_7.5,-0.0830968461727721,0.713138249303773,0.874160024215112,0.844247858711855,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
TotSolFib,pHILIC_160.0967_7.5,0.194651516377316,0.385367240454598,0.574684653611457,0.586830053171003,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
SolFib,pHILIC_160.0967_7.5,0.26750354589865,0.228763755640858,0.483263433791313,0.42040150990463,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Sugar,pHILIC_160.0967_7.5,0.830968461727721,1.67659185490027e-06,2.15356115289131e-05,9.50457800274795e-05,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
SugAdd,pHILIC_160.0967_7.5,-0.127491051662335,0.571804482094329,0.766944106936045,0.745726957792503,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
MonSac,pHILIC_160.0967_7.5,0.466708314121049,0.0285495791309945,0.201036619714086,0.104374930725028,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Disacc,pHILIC_160.0967_7.5,-0.0660221517537094,0.770352650136031,0.867930652486595,0.882359167169876,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
SatFat,pHILIC_160.0967_7.5,0.0466708314121049,0.836603842215706,0.893403199851247,0.92557566881498,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
MonoFat,pHILIC_160.0967_7.5,-0.89585230052016,1.75212160453759e-08,1.34306365327632e-06,3.56676209360072e-06,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
PolyFat,pHILIC_160.0967_7.5,-0.0443942054895632,0.844478048880456,0.880967841116031,0.929351257380789,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
TransFat,pHILIC_160.0967_7.5,0.100171540591835,0.657376041114483,0.77392892974532,0.806260057546547,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Chol,pHILIC_160.0967_7.5,-0.284578240317713,0.199277333845838,0.502694310151721,0.383196023885181,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Water,pHILIC_160.0967_7.5,0.258397042208483,0.245603406754554,0.423540568791016,0.439358840483431,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitA_IU,pHILIC_160.0967_7.5,0.349462079110151,0.110895907267866,0.283960732246505,0.259549161588261,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Caroten,pHILIC_160.0967_7.5,0.325557506923463,0.139276360465437,0.336252927409411,0.303379951529405,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Retinol,pHILIC_160.0967_7.5,-0.530453839952217,0.0110957013063378,0.042159551692307,0.0546667748079581,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
BetaCaro,pHILIC_160.0967_7.5,0.807063889541033,5.66137516636391e-06,0.0001366817718736,0.0002315476592014,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB1,pHILIC_160.0967_7.5,-0.261811981092296,0.23919714416894,0.388695359274528,0.432214811442646,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB2,pHILIC_160.0967_7.5,-0.684126089723782,0.0004461522510672,0.0030159892172147,0.0054075584747084,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB3,pHILIC_160.0967_7.5,-0.140012494236315,0.534299479637215,0.64961591409129,0.713328430333959,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB_NE,pHILIC_160.0967_7.5,-0.0830968461727721,0.713138249303773,0.798148106836673,0.844247858711855,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB6,pHILIC_160.0967_7.5,0.0045532518450834,0.983955606871892,0.989812485484224,1.0,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitB12,pHILIC_160.0967_7.5,-0.0637455258311677,0.778076412770321,0.821843210988651,0.887460897642145,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
Biot,pHILIC_160.0967_7.5,-0.381334842025735,0.0799322793246726,0.192979360083852,0.207402498815496,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
VitC,pHILIC_160.0967_7.5,0.512240832571883,0.014797280644262,0.0893121581742956,0.0668040537956929,160.0967_7.5,pHILIC_160.0967_7.5,Betonicine,C08269,HMDB29412,,,-0.774954111,pHILIC,300000.0,[M+H]+,YES,Y,Xenobiotics,Food Component/Plant
