"df1_row_id","df2_row_id","spearman_cor","p_value","p_adjust"
"Energy","phylum_Actinobacteria",-0.254194505455784,0.679869528118748,0.999297443517979
"Energy","phylum_Bacteroidetes",0.260800525678904,0.671742128109646,0.999297443517979
"Energy","phylum_Firmicutes",-0.122944570509471,0.843857364619456,0.999297443517979
"Energy","phylum_Proteobacteria",0.0472590443183121,0.939850321665836,0.999297443517979
"Energy","phylum_Verrucomicrobia",-0.898805963402104,0.0380506242334705,0.979410278386958
"Energy","phylum_unclassified_Bacteria",0.350330225735434,0.56324564565321,0.999297443517979
"Energy","class_Actinobacteria",-0.254194505455784,0.679869528118748,0.999297443517979
"Energy","class_Bacilli",0.00348698853680977,0.995560237300175,0.999297443517979
"Energy","class_Bacteroidia",0.262254110106386,0.669955780870438,0.999297443517979
"Energy","class_Betaproteobacteria",-0.0664879868101599,0.915407279187649,0.999297443517979
"Energy","class_Clostridia",-0.0968733405045145,0.876850222048306,0.999297443517979
"Energy","class_Deltaproteobacteria",-0.198686320876513,0.748699136110647,0.999297443517979
"Energy","class_Erysipelotrichia",-0.3651716415935,0.545599819069159,0.999297443517979
"Energy","class_Gammaproteobacteria",0.505310113832586,0.385157393611846,0.999297443517979
"Energy","class_Negativicutes",0.376913618749862,0.531716794921262,0.999297443517979
"Energy","class_Verrucomicrobiae",-0.898692721859607,0.0381138433806246,0.979410278386958
"Energy","class_unclassified_Bacteria",0.350330225735434,0.56324564565321,0.999297443517979
"Energy","class_unclassified_Firmicutes",0.519253316889826,0.369911001914524,0.999297443517979
"Energy","order_Bacteroidales",0.262254110106386,0.669955780870438,0.999297443517979
"Energy","order_Burkholderiales",-0.0664658629515493,0.915435385848497,0.999297443517979
"Energy","order_Clostridiales",-0.0968728285396213,0.876850870836417,0.999297443517979
"Energy","order_Coriobacteriales",-0.252520771531245,0.681931061155326,0.999297443517979
"Energy","order_Desulfovibrionales",-0.198686320876513,0.748699136110647,0.999297443517979
"Energy","order_Enterobacteriales",0.635506239202786,0.249211595882418,0.999297443517979
"Energy","order_Erysipelotrichales",-0.3651716415935,0.545599819069159,0.999297443517979
"Energy","order_Lactobacillales",0.00690434262075028,0.99120918778884,0.999297443517979
"Energy","order_Selenomonadales",0.376913618749862,0.531716794921262,0.999297443517979
"Energy","order_Verrucomicrobiales",-0.898692721859607,0.0381138433806246,0.979410278386958
"Energy","order_unclassified_Bacteria",0.350330225735434,0.56324564565321,0.999297443517979
"Energy","order_unclassified_Firmicutes",0.519253316889826,0.369911001914524,0.999297443517979
"Energy","family_Acidaminococcaceae",0.540326293506022,0.347155711948192,0.999297443517979
"Energy","family_Bacteroidaceae",0.341792688314508,0.573444278296324,0.999297443517979
"Energy","family_Clostridiaceae.1",-0.402934363048533,0.501209739456361,0.999297443517979
"Energy","family_Clostridiales_Incertae.Sedis.XIII",-0.35587734877266,0.556637797570926,0.999297443517979
"Energy","family_Coriobacteriaceae",-0.252520771531245,0.681931061155326,0.999297443517979
"Energy","family_Desulfovibrionaceae",-0.198686320876513,0.748699136110647,0.999297443517979
"Energy","family_Enterobacteriaceae",0.635506239202786,0.249211595882418,0.999297443517979
"Energy","family_Erysipelotrichaceae",-0.3651716415935,0.545599819069159,0.999297443517979
"Energy","family_Lachnospiraceae",-0.293917767697736,0.631232453727484,0.999297443517979
"Energy","family_Peptostreptococcaceae",-0.257485257845538,0.675819058018519,0.999297443517979
"Energy","family_Porphyromonadaceae",-0.0965767960661071,0.877226023769106,0.999297443517979
"Energy","family_Prevotellaceae",0.159695382091556,0.797537104110776,0.999297443517979
"Energy","family_Rikenellaceae",0.242057867414669,0.694839025514131,0.999297443517979
"Energy","family_Ruminococcaceae",0.0428700307759763,0.945432905527466,0.999297443517979
"Energy","family_Streptococcaceae",-0.00535878762753642,0.993177012336587,0.999297443517979
"Energy","family_Sutterellaceae",-0.0233851156989914,0.970227859953986,0.999297443517979
"Energy","family_Veillonellaceae",0.129164603183513,0.836000958279057,0.999297443517979
"Energy","family_Verrucomicrobiaceae",-0.898692721859607,0.0381138433806246,0.979410278386958
"Energy","family_unclassified_Bacteria",0.350330225735434,0.56324564565321,0.999297443517979
"Energy","family_unclassified_Clostridiales",-0.246493872945642,0.689362037644851,0.999297443517979
"Energy","family_unclassified_Firmicutes",0.519253316889826,0.369911001914524,0.999297443517979
"Energy","genus_Akkermansia",-0.898692721859607,0.0381138433806246,0.979410278386958
"Energy","genus_Alistipes",0.242057867414669,0.694839025514131,0.999297443517979
"Energy","genus_Anaerotruncus",-0.00980503233758584,0.987516045128249,0.999297443517979
"Energy","genus_Anaerovorax",0.0083963671962829,0.989309538867484,0.999297443517979
"Energy","genus_Bacteroides",0.341792688314508,0.573444278296324,0.999297443517979
"Energy","genus_Barnesiella",-0.0836402974571135,0.89363016319036,0.999297443517979
"Energy","genus_Bilophila",-0.0874200682719018,0.888835247633768,0.999297443517979
"Energy","genus_Blautia",-0.785195146908576,0.11558105009766,0.999297443517979
"Energy","genus_Butyricicoccus",-0.39330010344823,0.512462364298375,0.999297443517979
"Energy","genus_Butyricimonas",-0.134155509617952,0.829701663048171,0.999297443517979
"Energy","genus_Clostridium.IV",0.218494636536817,0.724033624641234,0.999297443517979
"Energy","genus_Clostridium.XI",-0.257485257845538,0.675819058018519,0.999297443517979
"Energy","genus_Clostridium.XVIII",0.447253161089707,0.450139798162747,0.999297443517979
"Energy","genus_Clostridium.XlVa",0.255641820679596,0.678087629888654,0.999297443517979
"Energy","genus_Clostridium.XlVb",0.214569539102325,0.728912645165181,0.999297443517979
"Energy","genus_Clostridium.sensu.stricto",-0.394153146780743,0.511463965063671,0.999297443517979
"Energy","genus_Collinsella",-0.246128713730922,0.689812648499827,0.999297443517979
"Energy","genus_Coprococcus",-0.434040181247206,0.465241569128309,0.999297443517979
"Energy","genus_Dorea",-0.444141640920355,0.453686254553599,0.999297443517979
"Energy","genus_Eggerthella",0.190472283961922,0.758957647284277,0.999297443517979
"Energy","genus_Erysipelotrichaceae_incertae_sedis",-0.431676991704836,0.467953982443469,0.999297443517979
"Energy","genus_Faecalibacterium",-0.850758257670572,0.0676394522758066,0.999297443517979
"Energy","genus_Flavonifractor",0.338140481287118,0.577817436044652,0.999297443517979
"Energy","genus_Holdemania",-0.0219571252462588,0.97204556640101,0.999297443517979
"Energy","genus_Lachnospiracea_incertae_sedis",0.0690624560794555,0.912136901206261,0.999297443517979
"Energy","genus_Odoribacter",-0.129727093163068,0.835290799426692,0.999297443517979
"Energy","genus_Oscillibacter",0.253321103746758,0.680945177832652,0.999297443517979
"Energy","genus_Parabacteroides",-0.0405670335461044,0.948362619199472,0.999297443517979
"Energy","genus_Parasutterella",-0.053171997103914,0.932331225413654,0.999297443517979
"Energy","genus_Phascolarctobacterium",0.243551233346542,0.692994512483479,0.999297443517979
"Energy","genus_Prevotella",0.151558065629674,0.80777159147979,0.999297443517979
"Energy","genus_Pseudoflavonifractor",-0.28872341421713,0.637559237344287,0.999297443517979
"Energy","genus_Roseburia",-0.048133504988917,0.938738190970116,0.999297443517979
"Energy","genus_Ruminococcus",-0.0956767783407816,0.878366655161151,0.999297443517979
"Energy","genus_Streptococcus",-0.0107615140366493,0.986298279243483,0.999297443517979
"Energy","genus_Veillonella",-0.102576125144738,0.86962541679155,0.999297443517979
"Energy","genus_unclassified_Bacteria",0.350330225735434,0.56324564565321,0.999297443517979
"Energy","genus_unclassified_Clostridiales",-0.246493872945642,0.689362037644851,0.999297443517979
"Energy","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",-0.528919088216431,0.359429769889808,0.999297443517979
"Energy","genus_unclassified_Coriobacteriaceae",-0.360101849294538,0.551615478321437,0.999297443517979
"Energy","genus_unclassified_Erysipelotrichaceae",-0.36586459657525,0.544778572678003,0.999297443517979
"Energy","genus_unclassified_Firmicutes",0.519253316889826,0.369911001914524,0.999297443517979
"Energy","genus_unclassified_Lachnospiraceae",-0.514481506660921,0.375112153268969,0.999297443517979
