"","df1_row_id","df2_row_id","spearman_cor","p_value","p_adjust"
"cor","Energy","phylum_Actinobacteria",0.354796436471556,0.557924240691526,0.988636991562918
"cor1","Energy","phylum_Bacteroidetes",-0.690055181021977,0.197224125902562,0.988636991562918
"cor2","Energy","phylum_Firmicutes",0.912849393865024,0.0304774863306724,0.668402803665782
"cor3","Energy","phylum_Proteobacteria",-0.810184040117057,0.0963970966039894,0.923259545738274
"cor4","Energy","phylum_Verrucomicrobia",-0.0109248246266798,0.986090357966592,0.99731697497123
"cor5","Energy","phylum_unclassified_Bacteria",0.674266688335066,0.211922605577953,0.988636991562918
"cor6","Energy","class_Actinobacteria",0.354796436471556,0.557924240691526,0.988636991562918
"cor7","Energy","class_Bacilli",-0.795363695559266,0.107648062987765,0.96141819540464
"cor8","Energy","class_Bacteroidia",-0.688074735329176,0.199051514074912,0.988636991562918
"cor9","Energy","class_Betaproteobacteria",-0.913464409629804,0.0301583038336956,0.668402803665782
"cor10","Energy","class_Clostridia",0.907934556549583,0.0330665280110988,0.68292002854944
"cor11","Energy","class_Deltaproteobacteria",-0.740531432797552,0.152331846986759,0.979053298932141
"cor12","Energy","class_Erysipelotrichia",0.238347528359801,0.699424862844092,0.988636991562918
"cor13","Energy","class_Gammaproteobacteria",-0.0695062017580506,0.911573264373265,0.994890974018444
"cor14","Energy","class_Negativicutes",-0.733765991913733,0.15815255485492,0.988636991562918
"cor15","Energy","class_Verrucomicrobiae",-0.0103170421513833,0.986864166988667,0.99731697497123
"cor16","Energy","class_unclassified_Bacteria",0.674266688335066,0.211922605577953,0.988636991562918
"cor17","Energy","class_unclassified_Firmicutes",0.048397959935993,0.938401868905201,0.994890974018444
"cor18","Energy","order_Bacteroidales",-0.688074735329176,0.199051514074912,0.988636991562918
"cor19","Energy","order_Burkholderiales",-0.91349220103177,0.0301439060762189,0.668402803665782
"cor20","Energy","order_Clostridiales",0.907999006138433,0.0330321415108189,0.68292002854944
"cor21","Energy","order_Coriobacteriales",0.360940843958555,0.55061907536711,0.988636991562918
"cor22","Energy","order_Desulfovibrionales",-0.740531432797552,0.152331846986759,0.979053298932141
"cor23","Energy","order_Enterobacteriales",0.592899906486978,0.292012997753211,0.988636991562918
"cor24","Energy","order_Erysipelotrichales",0.238347528359801,0.699424862844092,0.988636991562918
"cor25","Energy","order_Lactobacillales",-0.805179681192132,0.100153964672665,0.936734140173751
"cor26","Energy","order_Selenomonadales",-0.733765991913733,0.15815255485492,0.988636991562918
"cor27","Energy","order_Verrucomicrobiales",-0.0103170421513833,0.986864166988667,0.99731697497123
"cor28","Energy","order_unclassified_Bacteria",0.674266688335066,0.211922605577953,0.988636991562918
"cor29","Energy","order_unclassified_Firmicutes",0.048397959935993,0.938401868905201,0.994890974018444
"cor30","Energy","family_Acidaminococcaceae",-0.414146142306413,0.488180213728803,0.988636991562918
"cor31","Energy","family_Bacteroidaceae",-0.893801260552983,0.040876235691908,0.750503061903674
"cor32","Energy","family_Clostridiaceae.1",0.522747166409044,0.366113953041947,0.988636991562918
"cor33","Energy","family_Clostridiales_Incertae.Sedis.XIII",-0.593381393689007,0.291519433081088,0.988636991562918
"cor34","Energy","family_Coriobacteriaceae",0.360940843958555,0.55061907536711,0.988636991562918
"cor35","Energy","family_Desulfovibrionaceae",-0.740531432797552,0.152331846986759,0.979053298932141
"cor36","Energy","family_Enterobacteriaceae",0.592899906486978,0.292012997753211,0.988636991562918
"cor37","Energy","family_Erysipelotrichaceae",0.238347528359801,0.699424862844092,0.988636991562918
"cor38","Energy","family_Lachnospiraceae",0.905071565669395,0.0346055430527862,0.690482364912064
"cor39","Energy","family_Peptostreptococcaceae",0.220684651682056,0.721313270049624,0.988636991562918
"cor40","Energy","family_Porphyromonadaceae",-0.082731470842667,0.894783306494688,0.994890974018444
"cor41","Energy","family_Prevotellaceae",-0.262605544432563,0.669524003784372,0.988636991562918
"cor42","Energy","family_Rikenellaceae",-0.287707084210298,0.638798357445471,0.988636991562918
"cor43","Energy","family_Ruminococcaceae",0.769478658305244,0.128168741764246,0.96141819540464
"cor44","Energy","family_Streptococcaceae",-0.813468821537752,0.0939550580220013,0.923259545738274
"cor45","Energy","family_Sutterellaceae",-0.760238389357148,0.135747626935714,0.96141819540464
"cor46","Energy","family_Veillonellaceae",-0.890787698323816,0.0426084422138909,0.760672820997463
"cor47","Energy","family_Verrucomicrobiaceae",-0.0103170421513833,0.986864166988667,0.99731697497123
"cor48","Energy","family_unclassified_Bacteria",0.674266688335066,0.211922605577953,0.988636991562918
"cor49","Energy","family_unclassified_Clostridiales",0.550918106407348,0.335854200511314,0.988636991562918
"cor50","Energy","family_unclassified_Firmicutes",0.048397959935993,0.938401868905201,0.994890974018444
"cor51","Energy","genus_Akkermansia",-0.0103170421513833,0.986864166988667,0.99731697497123
"cor52","Energy","genus_Alistipes",-0.287707084210298,0.638798357445471,0.988636991562918
"cor53","Energy","genus_Anaerotruncus",-0.122099921403596,0.84492470260971,0.994890974018444
"cor54","Energy","genus_Anaerovorax",-0.644044864157941,0.240856083799714,0.988636991562918
"cor55","Energy","genus_Bacteroides",-0.893801260552983,0.040876235691908,0.750503061903674
"cor56","Energy","genus_Barnesiella",-0.717984285495145,0.171973025691645,0.988636991562918
"cor57","Energy","genus_Bilophila",-0.703743663212395,0.184725161578934,0.988636991562918
"cor58","Energy","genus_Blautia",0.54626647196268,0.340806055611633,0.988636991562918
"cor59","Energy","genus_Butyricicoccus",0.103610557267765,0.868315354780985,0.994890974018444
"cor60","Energy","genus_Butyricimonas",-0.714801937893616,0.174800012156529,0.988636991562918
"cor61","Energy","genus_Clostridium.IV",0.750142126966541,0.144173932501424,0.96141819540464
"cor62","Energy","genus_Clostridium.XI",0.220684651682056,0.721313270049624,0.988636991562918
"cor63","Energy","genus_Clostridium.XVIII",-0.85586870895647,0.0642468533753112,0.831776055912426
"cor64","Energy","genus_Clostridium.XlVa",-0.574965073305528,0.310550204458095,0.988636991562918
"cor65","Energy","genus_Clostridium.XlVb",0.774320463889813,0.124249541286142,0.96141819540464
"cor66","Energy","genus_Clostridium.sensu.stricto",0.522023001777333,0.366900181232284,0.988636991562918
"cor67","Energy","genus_Collinsella",0.37530966976573,0.533609055235637,0.988636991562918
"cor68","Energy","genus_Coprococcus",0.330045690526428,0.587531793328573,0.988636991562918
