"data_set1","data_set2","cor","p","p_adjust","p_adjust2"
"Energy","phylum_Actinobacteria",-0.304988662131519,0.167535285714873,0.295139497135031,0.335730418951269
"Energy","phylum_Bacteroidetes",0.735827664399093,9.49952491205021e-05,0.00148171292744855,0.00189543461774555
"Energy","phylum_Firmicutes",-0.650793650793651,0.00103862872976902,0.00553935322543478,0.00985922197213578
"Energy","phylum_Proteobacteria",0.156462585034014,0.486843456383992,0.649124608511989,0.659097111230767
"Energy","phylum_Verrucomicrobia",-0.226757369614512,0.3102010097328,0.437930837269835,0.498516341604702
"Energy","phylum_unclassified_Bacteria",-0.348072562358277,0.112419792552517,0.220251022143706,0.258002663286967
"Energy","class_Actinobacteria",-0.304988662131519,0.167535285714873,0.295139497135031,0.335730418951269
"Energy","class_Bacilli",-0.0770975056689342,0.733089246586947,0.83411229927346,0.846563342404536
"Energy","class_Bacteroidia",0.735827664399093,9.49952491205021e-05,0.00148171292744855,0.00189543461774555
"Energy","class_Betaproteobacteria",0.072562358276644,0.748283026882992,0.83411229927346,0.855180602151992
"Energy","class_Clostridia",-0.718820861678005,0.000163895174497342,0.00165095548827326,0.00264729729473802
"Energy","class_Deltaproteobacteria",0.0498866213151927,0.825507189456517,0.870864727338744,0.903458933094163
"Energy","class_Erysipelotrichia",-0.438775510204082,0.0410684870805487,0.103751967361386,0.13368935525645
"Energy","class_Gammaproteobacteria",0.303929560659317,0.169090336900278,0.295139497135031,0.337075758950267
"Energy","class_Negativicutes",-0.488662131519274,0.0210173283280771,0.0593430446910412,0.0820062626788774
"Energy","class_Verrucomicrobiae",-0.226757369614512,0.3102010097328,0.437930837269835,0.498516341604702
"Energy","class_unclassified_Bacteria",-0.348072562358277,0.112419792552517,0.220251022143706,0.258002663286967
"Energy","class_unclassified_Firmicutes",0.58843537414966,0.00396779784975829,0.0146503305221844,0.0252351943244628
"Energy","order_Bacteroidales",0.735827664399093,9.49952491205021e-05,0.00148171292744855,0.00189543461774555
"Energy","order_Burkholderiales",0.072562358276644,0.748283026882992,0.83411229927346,0.855180602151992
"Energy","order_Clostridiales",-0.718820861678005,0.000163895174497342,0.00165095548827326,0.00264729729473802
"Energy","order_Coriobacteriales",-0.424036281179138,0.0492121697557933,0.118109207413904,0.150114819974506
"Energy","order_Desulfovibrionales",0.0498866213151927,0.825507189456517,0.870864727338744,0.903458933094163
"Energy","order_Enterobacteriales",0.60216755651228,0.00302313338536292,0.0131918547724927,0.0205637736159446
"Energy","order_Erysipelotrichales",-0.438775510204082,0.0410684870805487,0.103751967361386,0.13368935525645
"Energy","order_Lactobacillales",-0.140589569160998,0.532599068004905,0.70040425381467,0.694125014858852
