"data_set1","data_set2","cor","p","p_adjust","p_adjust2"
"Energy","phylum_Actinobacteria",-0.367599783276142,0.00576303682453881,0.0224515343739875,0.036022520102277
"Energy","phylum_Bacteroidetes",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,0.000154940003091439
"Energy","phylum_Firmicutes",-0.429799530431642,0.00105728685693304,0.00634372114159824,0.0106947823619787
"Energy","phylum_Proteobacteria",0.139534043705978,0.309617566079012,0.437760182115114,0.503100146815408
"Energy","phylum_Verrucomicrobia",-0.217626873758353,0.110468974447012,0.212100430938263,0.260577719975149
"Energy","phylum_unclassified_Bacteria",-0.135552821471132,0.323760134689303,0.437760182115114,0.518505371513747
"Energy","class_Actinobacteria",-0.367599783276142,0.00576303682453881,0.0224515343739875,0.036022520102277
"Energy","class_Bacilli",-0.113382698212028,0.409815984134274,0.546421312179032,0.603864386700025
"Energy","class_Bacteroidia",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,0.000154940003091439
"Energy","class_Betaproteobacteria",0.198713566184215,0.145835809059709,0.252917855541889,0.31275708408257
"Energy","class_Clostridia",-0.412100415387394,0.00177071001411121,0.00894674533445663,0.0155066653215109
"Energy","class_Deltaproteobacteria",-0.104759460065249,0.446555515736561,0.571591060142798,0.638223164063938
"Energy","class_Erysipelotrichia",-0.512949250496659,6.2207764849717e-05,0.000663549491730315,0.00143869594343346
"Energy","class_Gammaproteobacteria",-0.146397047188822,0.286183589213456,0.436089278801457,0.478823899598921
"Energy","class_Negativicutes",-0.0973451327433628,0.479547354068068,0.575456824881682,0.662306443403456
"Energy","class_Verrucomicrobiae",-0.217626873758353,0.110468974447012,0.212100430938263,0.260577719975149
"Energy","class_unclassified_Bacteria",-0.135552821471132,0.323760134689303,0.437760182115114,0.518505371513747
"Energy","class_unclassified_Firmicutes",0.360953584973812,0.00678223434214205,0.0224515343739875,0.0398016243746468
"Energy","order_Bacteroidales",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,0.000154940003091439
"Energy","order_Burkholderiales",0.198713566184215,0.145835809059709,0.252917855541889,0.31275708408257
"Energy","order_Clostridiales",-0.412100415387394,0.00177071001411121,0.00894674533445663,0.0155066653215109
"Energy","order_Coriobacteriales",-0.389127686472819,0.00332207474486609,0.0151866274051021,0.0242855119279866
"Energy","order_Desulfovibrionales",-0.104759460065249,0.446555515736561,0.571591060142798,0.638223164063938
"Energy","order_Enterobacteriales",0.196641959680788,0.150169976727997,0.252917855541889,0.31799762963616
"Energy","order_Erysipelotrichales",-0.512949250496659,6.2207764849717e-05,0.000663549491730315,0.00143869594343346
