"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"VitE_a_Toco","pRPLC_647.5116_11.7",-0.625309209389399,0.00185827002958126,0.314047634999233,"647.5116_11.7","SM(d18:1/12:0)","C00550","HMDB12096",NA,"HMDB","-1.012407775","pRPLC",2e+05,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/12:0)",327144.231265851
"Biot","nHILIC_274.1407_12.3",0.623783041971113,0.00192111058669675,0.32466768915175,"274.1407_12.3","L-a-glutamyl-L-Lysine","C04700","HMDB04207","5891-53-2","HMDB","-0.511713733","nHILIC",3e+05,"[M-H]-","YES","Y","Peptide","Dipeptide","L-a-glutamyl-L-Lysine",291868.626570846
"Fluor","nRPLC_327.2538_10.5",-0.589368930171902,0.00389658580043881,0.329261500137079,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985
"Iodine","nHILIC_302.1148_6.5",-0.588388281319637,0.00397141875714171,0.335584884978475,"302.1148_6.5","Indoleacetyl glutamine",NA,"HMDB13240","4/3/99","HMDB","0.573871095107597|-3.83822583965149|0.573871095107597","nHILIC",70000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","Indoleacetyl glutamine",94788.7329473394
"Iodine","pRPLC_181.0718_3.1",-0.621823053168878,0.00200444162880746,0.335584884978475,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157
"W6","nHILIC_179.0348_2.2",-0.565709542832782,0.00606850772518026,0.341859268518488,"179.0348_2.2","4-Hydroxyphenylpyruvic acid","C01179","HMDB00707","156-39-8","HMDB","-0.99279013","nHILIC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","4-Hydroxyphenylpyruvic acid",69155.0101814169
"W6","nHILIC_235.0723_6.5",-0.571783440105263,0.00543290922814572,0.341859268518488,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424
"W6","pHILIC_732.5525_5.1",-0.614965078576947,0.00232048011253348,0.341859268518488,"732.5525_5.1","PC(32:1)",NA,NA,NA,NA,"-1.756540765","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PC(32:1)",4487452.58646876
"Fluor","pHILIC_170.0923_8.5",-0.564741804581752,0.00617525508496815,0.347872703119872,"170.0923_8.5","1-Methylhistidine","C01152","HMDB00001",NA,NA,"-0.630517121","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","1-Methylhistidine",2105648.82297421
"VitE_a_Toco","nRPLC_369.1741_9.5",-0.514611648587695,0.0142652609210023,0.362741443058162,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563
