"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Ca","pHILIC_782.5665_5.1",0.531736727516329,0.00144945642721202,0.0163305424132554,"782.5665_5.1","PC(36:4)",NA,NA,NA,NA,"-3.755381454","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:4)",71577205.8319258
"Caff","nRPLC_465.2489_8.6",0.572265952101825,0.000501895724686221,0.0163933457276518,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197
"Caff","pRPLC_277.0384_5.1",0.5876737564897,0.000323160285758868,0.0163933457276518,"277.0384_5.1","Dihydroferulic acid",NA,NA,NA,NA,"2.70466605368801|3.44210826679891","pRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Dihydroferulic acid",41240.1928245056
"Caff","nRPLC_299.2228_9.3",0.598392229107352,0.000234773498008405,0.0163933457276518,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869
"Caff","pHILIC_280.1384_8",-0.566906715792999,0.000582012274354502,0.0163933457276518,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992
"Caff","nRPLC_312.2546_10.4",0.57327080890973,0.000488012472911095,0.0163933457276518,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278
"Mn","pRPLC_706.4648_11.2",0.4845084575448,0.00427213288281316,0.0164088740271687,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678
"TransFat","pHILIC_189.1345_14.4",0.477474459889466,0.00495542181460915,0.0164209075817441,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119
"percent_pro_cal","nHILIC_135.0299_7.9",0.511639591358231,0.00233953648815731,0.0164742361041077,"135.0299_7.9","Threonic acid","C01620","HMDB00943","12/4/09","HMDB","0.04876608","nHILIC",2e+06,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Threonic acid",2638733.67549286
"VitD_IU","nRPLC_187.007_2.3",-0.517333779936359,0.002048787323846,0.0164878598919035,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503
"VitD_IU","nRPLC_539.2494_7",-0.518003684474962,0.00201674605060529,0.0164878598919035,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243
"VitC","nRPLC_441.3947_11.3",0.555853290906046,0.000783775332148746,0.0165572538916423,"441.3947_11.3","MG(24:0)",NA,"HMDB11558",NA,"HMDB","-0.520377418","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:0)",122331.523007717
"MonoFat","nHILIC_287.052_8.1",0.533746441132139,0.00137944642854175,0.0166518890302539,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313
"percent_pro_cal","pHILIC_764.5577_5",-0.508625020934517,0.00250751720169516,0.0166776520100892,"764.5577_5","PC(P-36:5)",NA,NA,NA,NA,"-1.532795961","pHILIC",1e+05,"[M-H]-","YES","Y",NA,NA,"PC(P-36:5)",216697.931495116
"percent_pro_cal","pRPLC_706.4648_11.2",-0.507620164126612,0.0025657926169368,0.0166776520100892,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678
"SatFat","nRPLC_283.1088_9.6",-0.535756154747948,0.0013124165324433,0.0169295333951703,"283.1088_9.6","gamma-glutamylhistidine",NA,NA,NA,NA,"-0.043601897","nRPLC",2e+05,"[M-H]-","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",191992.89332212
"SatFat","nHILIC_135.0299_7.9",-0.533076536593535,0.00140244655344606,0.0169295333951703,"135.0299_7.9","Threonic acid","C01620","HMDB00943","12/4/09","HMDB","0.04876608","nHILIC",2e+06,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Threonic acid",2638733.67549286
"SugAdd","nHILIC_202.1197_13.3",-0.525372634399598,0.00169209691757412,0.0169576215905675,"202.1197_13.3","Gly-Lys or Lys-Gly",NA,NA,NA,NA,"-0.056245606","nHILIC",90000,"[M-H]-","YES","Y","Peptide","Dipeptide","Gly-Lys or Lys-Gly",90687.1963537207
