"df1_row_id","df2_row_id","spearman_cor","p_value","p_adjust"
"Energy","phylum_Actinobacteria",0.663349009398872,0.222256798403019,0.873465682813543
"Energy","phylum_Bacteroidetes",-0.0922241759540695,0.882743198813046,0.98969299474601
"Energy","phylum_Firmicutes",0.253874710825207,0.680263345957817,0.954995368603676
"Energy","phylum_Proteobacteria",-0.836162530653893,0.0776214751945874,0.672266031798116
"Energy","phylum_Verrucomicrobia",-0.2913763423438,0.634326632487798,0.950269549437436
"Energy","phylum_unclassified_Bacteria",0.0816852219527343,0.896110922869175,0.98969299474601
"Energy","class_Actinobacteria",0.663349009398872,0.222256798403019,0.873465682813543
"Energy","class_Bacilli",-0.85213087817051,0.0667228946522875,0.669618831050622
"Energy","class_Bacteroidia",-0.0919733043077589,0.883061260940642,0.98969299474601
"Energy","class_Betaproteobacteria",-0.81962899466205,0.0894273277111615,0.703255399373091
"Energy","class_Clostridia",0.408989588721297,0.49416388916534,0.937361606706688
"Energy","class_Deltaproteobacteria",-0.265208338298928,0.66632751148662,0.951607637503769
"Energy","class_Erysipelotrichia",-0.908226158892004,0.0329110376149184,0.587548629420017
"Energy","class_Gammaproteobacteria",-0.927304472355023,0.0232703102041453,0.586334746677832
"Energy","class_Negativicutes",-0.771337352062478,0.126659938435347,0.801549461143093
"Energy","class_Verrucomicrobiae",-0.290368264663224,0.6355546596176,0.950269549437436
"Energy","class_unclassified_Bacteria",0.0816852219527343,0.896110922869175,0.98969299474601
"Energy","class_unclassified_Firmicutes",0.825163415594379,0.0854184340489363,0.692052535734057
"Energy","order_Bacteroidales",-0.0919733043077589,0.883061260940642,0.98969299474601
"Energy","order_Burkholderiales",-0.819905556922008,0.0892256639929786,0.703255399373091
"Energy","order_Clostridiales",0.408902645489036,0.494264908994533,0.937361606706688
"Energy","order_Coriobacteriales",0.667696868954274,0.218124963101681,0.873465682813543
"Energy","order_Desulfovibrionales",-0.265208338298928,0.66632751148662,0.951607637503769
"Energy","order_Enterobacteriales",-0.96221319582496,0.00876732477452646,0.564381861324703
"Energy","order_Erysipelotrichales",-0.908226158892004,0.0329110376149184,0.587548629420017
"Energy","order_Lactobacillales",-0.849904357922178,0.0682115985348928,0.669618831050622
"Energy","order_Selenomonadales",-0.771337352062478,0.126659938435347,0.801549461143093
"Energy","order_Verrucomicrobiales",-0.290368264663224,0.6355546596176,0.950269549437436
"Energy","order_unclassified_Bacteria",0.0816852219527343,0.896110922869175,0.98969299474601
"Energy","order_unclassified_Firmicutes",0.825163415594379,0.0854184340489363,0.692052535734057
"Energy","family_Acidaminococcaceae",-0.704234804992213,0.184281037665721,0.869249291656658
"Energy","family_Bacteroidaceae",0.15708425486378,0.800819726131274,0.97441792694713
"Energy","family_Clostridiaceae.1",-0.838510611509314,0.0759870638410698,0.672266031798116
"Energy","family_Clostridiales_Incertae.Sedis.XIII",-0.762913795648896,0.133540004836585,0.805034574763006
"Energy","family_Coriobacteriaceae",0.667696868954274,0.218124963101681,0.873465682813543
"Energy","family_Desulfovibrionaceae",-0.265208338298928,0.66632751148662,0.951607637503769
"Energy","family_Enterobacteriaceae",-0.96221319582496,0.00876732477452646,0.564381861324703
"Energy","family_Erysipelotrichaceae",-0.908226158892004,0.0329110376149184,0.587548629420017
"Energy","family_Lachnospiraceae",0.587119917313035,0.297954856393565,0.903788401458993
"Energy","family_Peptostreptococcaceae",-0.671993024871343,0.214063466427782,0.873465682813543
"Energy","family_Porphyromonadaceae",0.0428934496409319,0.945403115130286,0.99671960960257
"Energy","family_Prevotellaceae",-0.277402042945746,0.651384421801818,0.950269549437436
"Energy","family_Rikenellaceae",0.0940670861932517,0.880406934228336,0.98969299474601
"Energy","family_Ruminococcaceae",-0.689480906009402,0.197753529428023,0.873465682813543
"Energy","family_Streptococcaceae",-0.846038070175943,0.0708208226224704,0.669618831050622
"Energy","family_Sutterellaceae",-0.789871413338795,0.111911784517063,0.773099505914405
"Energy","family_Veillonellaceae",-0.781548943282338,0.118466593775698,0.773099505914405
"Energy","family_Verrucomicrobiaceae",-0.290368264663224,0.6355546596176,0.950269549437436
"Energy","family_unclassified_Bacteria",0.0816852219527343,0.896110922869175,0.98969299474601
"Energy","family_unclassified_Clostridiales",0.177332888352875,0.775401786552239,0.97441792694713
"Energy","family_unclassified_Firmicutes",0.825163415594379,0.0854184340489363,0.692052535734057
"Energy","genus_Akkermansia",-0.290368264663224,0.6355546596176,0.950269549437436
"Energy","genus_Alistipes",0.0940670861932517,0.880406934228336,0.98969299474601
"Energy","genus_Anaerotruncus",-0.62262869103842,0.261956955147497,0.885605971953798
"Energy","genus_Anaerovorax",-0.420867145154445,0.480404307069046,0.937361606706688
"Energy","genus_Bacteroides",0.15708425486378,0.800819726131274,0.97441792694713
"Energy","genus_Barnesiella",-0.0340440554786977,0.956662136789346,0.998406153065119
"Energy","genus_Bilophila",-0.702728646823613,0.185643972246076,0.869249291656658
"Energy","genus_Blautia",0.65891479020899,0.226492677502357,0.873465682813543
"Energy","genus_Butyricicoccus",-0.925147404040778,0.0243056318864582,0.586334746677832
"Energy","genus_Butyricimonas",-0.197328438924794,0.75039381348445,0.97183476987844
"Energy","genus_Clostridium.IV",-0.835382177028263,0.078167024486794,0.675235688605786
"Energy","genus_Clostridium.XI",-0.671993024871343,0.214063466427782,0.873465682813543
"Energy","genus_Clostridium.XVIII",-0.862223423370371,0.0601051481168127,0.669618831050622
"Energy","genus_Clostridium.XlVa",-0.419492525501476,0.481992528110278,0.937361606706688
