"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"VitD_IU","nRPLC_351.254_10.3",-0.39877121123464,0.000911672064077562,0.0118517368330083,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176,"IR"
"VitD_IU","nRPLC_263.1289_6.8",-0.383599431580707,0.00147574631411823,0.016952747334935,"263.1289_6.8","gamma-CEHC",NA,"HMDB01931",NA,NA,"0.079019845","nRPLC",10000,"[M-H]-","YES","Y","Cofactors and Vitamins","Tocopherol Metabolism","gamma-CEHC",50145.7769269185,"IR"
"VitD_IU","nRPLC_397.2054_9.6",-0.382972498537156,0.0015046817161185,0.016952747334935,"397.2054_9.6","Pregnanolone sulfate",NA,NA,NA,NA,"2.198993262","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnanolone sulfate",2492431.77938838,"IR"
"VitD_IU","nRPLC_149.0607_4.6",-0.379879628855638,0.00165503334819864,0.0174812897403481,"149.0607_4.6","3-Phenylpropionate (hydrocinnamate)","C05629","HMDB00764",NA,NA,"-0.66345932","nRPLC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","3-Phenylpropionate (hydrocinnamate)",89773.7479554638,"IR"
"VitD_IU","nRPLC_312.2546_10.4",0.37473877789852,0.00193499537542577,0.0192361304968797,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IR"
"VitD_IU","nHILIC_224.0617_4.8",-0.370183064448717,0.00221780091591382,0.0208226863771908,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664,"IR"
"VitD_IU","nRPLC_203.002_1.9",-0.366588648332358,0.00246644397366888,0.0214904702878819,"203.002_1.9","4-Methylcatechol sulfate",NA,NA,NA,NA,"0.176188064","nRPLC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","4-Methylcatechol sulfate",390287.42294474,"IR"
"VitD_IU","pHILIC_247.1437_5.3",-0.36554375992644,0.00254325092164283,0.0214904702878819,"247.1437_5.3","Tryptophan betaine","C09213","HMDB61115",NA,NA,"-1.656926675","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Tryptophan Metabolism","Tryptophan betaine",2191858.73993137,"IR"
"VitD_IU","nHILIC_87.045_4.2",0.356933879461673,0.00326196135810184,0.0262510223580577,"87.045_4.2","Butyric acid|Isobutyric acid","C00246|C02632","HMDB00039|HMDB01873","107-92-6|79-31-2","HMDB","-1.697854956","nHILIC",1e+05,"[M-H]-","YES","Y","Energy","Butanoate metabolism","Butyric acid|Isobutyric acid",121290.778460754,"IR"
"VitD_IU","nHILIC_131.0349_5.1",0.352879712446711,0.00365904785229459,0.0275577521128726,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IR"
"VitD_IU","pRPLC_310.3104_11.1",0.352002006185739,0.00375046330530219,0.0275577521128726,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IR"
"VitD_IU","nRPLC_441.3947_11.3",0.347571679344646,0.00424352745610182,0.0291530677398514,"441.3947_11.3","MG(24:0)",NA,"HMDB11558",NA,"HMDB","-0.520377418","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:0)",122331.523007717,"IR"
"VitD_IU","pHILIC_212.1026_7.4",0.345565493605283,0.00448508734459253,0.0291530677398514,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038,"IR"
"VitD_IU","nHILIC_746.5159_4.2",0.345649084677756,0.00447478457646313,0.0291530677398514,"746.5159_4.2","PE(P-38:6)",NA,NA,NA,NA,"3.865781125","nHILIC",9e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-38:6)",1015193.5966055,"IR"
"VitD_IU","pRPLC_647.5116_11.7",-0.340508233720639,0.00514879000528322,0.0310766253890309,"647.5116_11.7","SM(d18:1/12:0)","C00550","HMDB12096",NA,"HMDB","-1.012407775","pRPLC",2e+05,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/12:0)",327144.231265851,"IR"
"VitD_IU","nHILIC_111.0199_3.4",0.341594917662794,0.00499928653014596,0.0310766253890309,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IR"
"VitD_IU","nRPLC_464.3015_8.8",0.335325587227284,0.00591739833664982,0.0344841489273731,"464.3015_8.8","Glycocholic acid","C01921","HMDB00138","475-31-0","HMDB","-0.554713367","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Glycocholic acid",654751.648961264,"IR"
"VitD_IU","pHILIC_309.1649_15.6",0.331396806821032,0.00656559754605933,0.0346745620401258,"309.1649_15.6","Fructoselysine","C16488",NA,NA,NA,"-2.372591014","pHILIC",3e+05,"[M+H]+","YES","Y","Carbohydrate","Pentose Metabolism","Fructoselysine",352298.913520897,"IR"
"VitD_IU","pHILIC_146.0811_7.5",-0.331898353255872,0.00647952066194074,0.0346745620401258,"146.0811_7.5","Isobutyrylglycine",NA,"HMDB00730",NA,NA,"-0.504729248","pHILIC",5e+05,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Isobutyrylglycine",1400664.59149643,"IR"
"VitD_IU","pRPLC_313.1548_3.5",-0.331522193429742,0.00654398474301745,0.0346745620401258,"313.1548_3.5","Phenylalanylphenylalanine",NA,"HMDB13302","2577-40-4","HMDB","0.40840946","pRPLC",20000,"[M+H]+","YES","Y","Peptide","Dipeptide","Phenylalanylphenylalanine",24994.2125917431,"IR"
"VitD_IU","pHILIC_280.1384_8",0.325085680849285,0.00773766445740864,0.0396262210091533,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992,"IR"
"VitD_IU","nHILIC_133.0506_2.3",-0.318440190587645,0.00916582171084354,0.0455595255627223,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IR"
"VitE_a_Toco","nRPLC_495.2962_9.1",-0.958459513390057,2.32570155321272e-12,3.9304356249295e-10,"495.2962_9.1","Pregnanediol-3-glucuronide","C03033","HMDB10318",NA,"HMDB","-0.278829397","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnanediol-3-glucuronide",91095.2326315556,"IS"
"VitE_a_Toco","pHILIC_178.0532_7.5",-0.944799757854807,3.77113502195245e-11,3.18660909354982e-09,"178.0532_7.5","Alliin","C08265","HMDB33592",NA,NA,"-0.248031697","pHILIC",60000,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Alliin",115227.594807238,"IS"
"VitE_a_Toco","nHILIC_224.0617_4.8",-0.92317181159066,9.39159267348953e-10,5.29059720606577e-08,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664,"IS"
"VitE_a_Toco","pHILIC_728.5563_4.5",0.90951205605541,4.55284469691844e-09,1.92357688444804e-07,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IS"
"VitE_a_Toco","nRPLC_351.254_10.3",-0.901543865326514,1.02343136548252e-08,3.45919801533093e-07,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176,"IS"
"VitE_a_Toco","nHILIC_194.0458_4.6",-0.89585230052016,1.75212160453759e-08,4.93514251944753e-07,"194.0458_4.6","Hydroxyhippurate",NA,NA,NA,NA,"-0.398768376","nHILIC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Hydroxyhippurate",1233088.00717227,"IS"
"VitE_a_Toco","pHILIC_160.0967_7.5",-0.876500980178555,8.86315978340046e-08,2.13982000484954e-06,"160.0967_7.5","Betonicine","C08269","HMDB29412",NA,NA,"-0.774954111","pHILIC",3e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Betonicine",877702.942247655,"IS"
"VitE_a_Toco","nRPLC_465.2489_8.6",-0.862841224643305,2.38512466397943e-07,4.47873409125026e-06,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197,"IS"
"VitE_a_Toco","nRPLC_391.2856_9.8",-0.863979537604576,2.2052780791727e-07,4.47873409125026e-06,"391.2856_9.8","Chenodeoxycholic Acid",NA,"HMDB0000518",NA,"HMDB","0.561396883","nRPLC",5e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic Acid",653486.691555401,"IS"
"VitE_a_Toco","nRPLC_369.1741_9.5",-0.848043156146784,6.22993544392376e-07,1.05285909002311e-05,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563,"IS"
"VitE_a_Toco","pHILIC_792.5536_4.5",-0.844628217262972,7.66506768962246e-07,1.17763312686018e-05,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IS"
"VitE_a_Toco","pHILIC_189.1345_14.4",0.824138583960096,2.41753912321707e-06,3.1428008601822e-05,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119,"IS"
"VitE_a_Toco","nRPLC_395.1897_10",-0.825276896921367,2.27695432293275e-06,3.1428008601822e-05,"395.1897_10","Pregnenolone sulfate",NA,"HMDB00774","1247-64-9","HMDB","-0.163615583","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnenolone sulfate",207310.860395107,"IS"
"VitE_a_Toco","pHILIC_583.2539_5.3",-0.804787263618492,6.30180518764509e-06,7.60717911937157e-05,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169,"IS"
"VitE_a_Toco","pHILIC_309.1649_15.6",0.801372324734679,7.38189223238682e-06,8.31693191515582e-05,"309.1649_15.6","Fructoselysine","C16488",NA,NA,NA,"-2.372591014","pHILIC",3e+05,"[M+H]+","YES","Y","Carbohydrate","Pentose Metabolism","Fructoselysine",352298.913520897,"IS"
"VitE_a_Toco","pHILIC_754.5367_5.1",-0.789989195121971,1.22480820733294e-05,0.000129370366899542,"754.5367_5.1","PC(34:4)",NA,NA,NA,NA,"-1.904272032","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(34:4)",349883.379017442,"IS"
"VitE_a_Toco","nHILIC_188.0023_1.6",0.780882691431804,1.7973868432822e-05,0.000151879188257346,"188.0023_1.6","2-Aminophenol sulfate",NA,"HMDB61116",NA,NA,"0.008428144","nHILIC",8e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","2-Aminophenol sulfate",1302559.29399942,"IS"
"VitE_a_Toco","nHILIC_740.525_4.5",0.782021004393075,1.71493365086029e-05,0.000151879188257346,"740.525_4.5","PE(36:3)",NA,NA,NA,NA,"1.921797659","nHILIC",2e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:3)",237778.71058104,"IS"
"VitE_a_Toco","nRPLC_165.0556_2.3",-0.782021004393075,1.71493365086028e-05,0.000151879188257346,"165.0556_2.3","Phenyllactate (PLA)","C05607","HMDB00779",NA,NA,"-0.687607008","nRPLC",70000,"[M-H]-","YES","Y","Amino Acid","Phenylalanine Metabolism","Phenyllactate (PLA)",72163.0986654434,"IS"
"VitE_a_Toco","nRPLC_539.2494_7",-0.782021004393075,1.71493365086028e-05,0.000151879188257346,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243,"IS"
"VitE_a_Toco","nHILIC_165.0405_8.5",-0.769499561819095,2.83313584448309e-05,0.00021763634441711,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125,"IS"
"VitE_a_Toco","nHILIC_700.5312_4.5",0.769499561819095,2.83313584448309e-05,0.00021763634441711,"700.5312_4.5","PE(P-34:1)",NA,NA,NA,NA,"3.620182032","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(P-34:1)",90648.3953498471,"IS"
"VitE_a_Toco","pHILIC_158.1174_6.2",0.745594989632408,6.81624635670059e-05,0.00050084592794887,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IS"
"VitE_a_Toco","pHILIC_778.5358_5.1",-0.733073547058428,0.000104049895242378,0.00073268467899841,"778.5358_5.1","PC(36:6)",NA,NA,NA,NA,"-3.003008816","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(36:6)",181056.080780301,"IS"
"VitE_a_Toco","nHILIC_481.244_5.2",-0.723967043368261,0.000139536970204396,0.000943269918581717,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525,"IS"
"VitE_a_Toco","pHILIC_280.1384_8",0.72169041744572,0.000149895342464656,0.000974319726020265,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992,"IS"
"VitE_a_Toco","nHILIC_512.2684_5.7",-0.713722226716824,0.000191574677416405,0.0011554849201948,"512.2684_5.7","Chenodeoxycholic acid 3-sulfate","C11301","HMDB02639","15324-64-8","HMDB","-0.669084886","nHILIC",5e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Chenodeoxycholic acid 3-sulfate",566003.839069317,"IS"
"VitE_a_Toco","nRPLC_327.2538_10.5",-0.712583913755553,0.000198278477429877,0.0011554849201948,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985,"IS"
"VitE_a_Toco","nRPLC_409.3322_11.2",-0.712583913755553,0.000198278477429877,0.0011554849201948,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771,"IS"
"VitE_a_Toco","pHILIC_157.0607_8.3",-0.700062471181573,0.000286501279972249,0.00156189407468742,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805,"IS"
"VitE_a_Toco","nRPLC_375.254_10.2",-0.700062471181573,0.000286501279972249,0.00156189407468742,"375.254_10.2","MG(20:5)",NA,"HMDB11550",NA,"HMDB","-0.211661429","nRPLC",30000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:5)",31417.6743969735,"IS"
"VitE_a_Toco","nRPLC_299.2228_9.3",-0.696647532297761,0.00031575886717685,0.00166760151727774,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IS"
"VitE_a_Toco","nHILIC_274.1407_12.3",-0.68184946380124,0.000474256639321052,0.0024287688498563,"274.1407_12.3","L-a-glutamyl-L-Lysine","C04700","HMDB04207","5891-53-2","HMDB","-0.511713733","nHILIC",3e+05,"[M-H]-","YES","Y","Peptide","Dipeptide","L-a-glutamyl-L-Lysine",291868.626570846,"IS"
"VitE_a_Toco","pHILIC_229.1181_10.9",-0.680711150839969,0.000488869715873698,0.00242997005831338,"229.1181_10.9","pro-hydroxy-pro",NA,"HMDB06695",NA,NA,"-0.819820822","pHILIC",3e+05,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","pro-hydroxy-pro",307135.236847706,"IS"
"VitE_a_Toco","nHILIC_133.0506_2.3",-0.679572837878698,0.000503867574416518,0.00243296057361119,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IS"
"VitE_a_Toco","nRPLC_439.3792_11.1",-0.673881273072344,0.000584924386652434,0.00274589503734059,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IS"
"VitE_a_Toco","pHILIC_782.5665_5.1",-0.671604647149802,0.000620342212426652,0.00283345497027309,"782.5665_5.1","PC(36:4)",NA,NA,NA,NA,"-3.755381454","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:4)",71577205.8319258,"IS"
"VitE_a_Toco","pHILIC_249.1078_10.4",-0.657944891614552,0.000873837888966011,0.00388627903250673,"249.1078_10.4","gamma-glutamylthreonine",NA,"HMDB29159",NA,NA,"-1.274701077","pHILIC",3e+06,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylthreonine",3032042.32068593,"IS"
"VitE_a_Toco","nRPLC_377.2696_10.5",-0.649976700885656,0.00105903691944573,0.00436529852161778,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673,"IS"
"VitE_a_Toco","nRPLC_411.127_3.6",-0.649976700885656,0.00105903691944573,0.00436529852161778,"411.127_3.6","N6-Carbamoyl-L-threonyladenosine",NA,"HMDB41623",NA,"HMDB","0.044534029","nRPLC",20000,"[M-H]-","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N6-Carbamoyl-L-threonyladenosine",19343.2457115189,"IS"
"VitE_a_Toco","pHILIC_732.5525_5.1",-0.649976700885656,0.00105903691944573,0.00436529852161778,"732.5525_5.1","PC(32:1)",NA,NA,NA,NA,"-1.756540765","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PC(32:1)",4487452.58646876,"IS"
"VitE_a_Toco","nRPLC_467.2636_8.4",-0.635178632389135,0.00149239426826089,0.00600511026990691,"467.2636_8.4","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",NA,NA,NA,NA,"-3.071418834","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",24570.0742396534,"IS"
"VitE_a_Toco","pHILIC_722.5093_4.2",-0.627210441660239,0.00178242636121373,0.00700535011732837,"722.5093_4.2","PE(P-36:5)",NA,NA,NA,NA,"-3.631556014","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:5)",256706.845536595,"IS"
"VitE_a_Toco","nRPLC_283.0822_2.4",-0.619242250931343,0.00211880974299242,0.00813815560376634,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111,"IS"
"VitE_a_Toco","nHILIC_128.0352_7.6",0.61582731204753,0.00227857272297316,0.00855730644849921,"128.0352_7.6","5-oxoproline","C01879","HMDB00267",NA,NA,"-0.929926331","nHILIC",6e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","5-oxoproline",6764532.29940877,"IS"
"VitE_a_Toco","pHILIC_764.5577_5",-0.605582495396093,0.00282013843591265,0.0103609433841139,"764.5577_5","PC(P-36:5)",NA,NA,NA,NA,"-1.532795961","pHILIC",1e+05,"[M-H]-","YES","Y",NA,NA,"PC(P-36:5)",216697.931495116,"IS"
"VitE_a_Toco","nRPLC_153.0193_2.1",0.595337678744655,0.00346609995911762,0.0124632104912953,"153.0193_2.1","Gentisic acid","C00628","HMDB00152","490-79-9","HMDB","-0.186201628","nRPLC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Gentisic acid",69429.248521998,"IS"
"VitE_a_Toco","pRPLC_313.1548_3.5",-0.589646113938301,0.00387564916789756,0.0136455147786393,"313.1548_3.5","Phenylalanylphenylalanine",NA,"HMDB13302","2577-40-4","HMDB","0.40840946","pRPLC",20000,"[M+H]+","YES","Y","Peptide","Dipeptide","Phenylalanylphenylalanine",24994.2125917431,"IS"
"VitE_a_Toco","nHILIC_204.9811_1.1",0.582816236170676,0.00441981410226441,0.0149389716656538,"204.9811_1.1","1,2,3-benzenetriol sulfate",NA,NA,NA,NA,"-0.624375025449228|-0.624375025449228|-0.624375025449228|-1.95834347547098","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","1,2,3-benzenetriol sulfate",1686972.17354645,"IS"
"VitE_a_Toco","pRPLC_295.1292_1.3",-0.582816236170676,0.00441981410226443,0.0149389716656538,"295.1292_1.3","gamma-glutamylphenylalanine",NA,"HMDB00594",NA,NA,"1.184216396","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",37003.5866857085,"IS"
"VitE_a_Toco","nRPLC_365.2333_9.7",-0.577124671364322,0.00492069284858384,0.0163058253217778,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611,"IS"
"VitE_a_Toco","nRPLC_187.007_2.3",-0.564603228790342,0.00619066754361542,0.0201196695167501,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503,"IS"
"VitE_a_Toco","nRPLC_355.2852_11",-0.557773351022717,0.00699084062877984,0.0222915484200716,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735,"IS"
"VitE_a_Toco","pHILIC_269.1239_8.3",-0.554358412138905,0.00742192669868125,0.0228055565832206,"269.1239_8.3","Acetylcarnosine",NA,"HMDB12881","56353-15-2","HMDB","-1.995474954","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Acetylcarnosine",264298.064385321,"IS"
"VitE_a_Toco","nHILIC_724.5298_4.4",0.554358412138905,0.00742192669868127,0.0228055565832206,"724.5298_4.4","PE(P-36:3)",NA,NA,NA,NA,"1.57083219","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-36:3)",470907.857176351,"IS"
"VitE_a_Toco","pHILIC_768.5548_4.4",0.54866684733255,0.00818911327312578,0.0247135739849689,"768.5548_4.4","PC(35:4)",NA,NA,NA,NA,"1.322408025","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:4)",2871776.32608563,"IS"
"VitE_a_Toco","nHILIC_302.1148_6.5",-0.546390221410009,0.00851375412701563,0.0252425341660639,"302.1148_6.5","Indoleacetyl glutamine",NA,"HMDB13240","4/3/99","HMDB","0.573871095107597|-3.83822583965149|0.573871095107597","nHILIC",70000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","Indoleacetyl glutamine",94788.7329473394,"IS"
"VitE_a_Toco","pHILIC_203.1388_8.9",-0.531592152913487,0.0108922348724792,0.0306797948908165,"203.1388_8.9","Ala-Leu or Leu-Ala",NA,NA,NA,NA,"-1.100530981","pHILIC",60000,"[M+H]+","YES","Y","Peptide","Dipeptide","Ala-Leu or Leu-Ala",70483.9196656004,"IS"
"VitE_a_Toco","nRPLC_230.9968_4.1",-0.532730465874758,0.0106918342402383,0.0306797948908165,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203,"IS"
"VitE_a_Toco","pHILIC_282.119_6.7",-0.531592152913487,0.0108922348724792,0.0306797948908165,"282.119_6.7","N1-methyladenosine","C02494","HMDB03331",NA,NA,"-2.43317140935536|-2.43317140935536|-2.43317140935536|-2.43317140935536|2.32438192199972|-2.43317140935536","pHILIC",5e+05,"[M+H]+","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N1-methyladenosine",543272.488946279,"IS"
"VitE_a_Toco","pHILIC_816.5884_5",-0.529315526990946,0.0113022684628213,0.0313128421347016,"816.5884_5","PC(P-40:7)",NA,NA,NA,NA,"-2.170838629","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-40:7)",183312.274582332,"IS"
