"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"Alcohol","pHILIC_724.5254_4.4",-0.515304145500859,9.53801262421086e-06,0.00161192413349164,"724.5254_4.4","PE(P-36:4)",NA,NA,NA,NA,"-2.99956413","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-36:4)",3189886.13057085,"IR"
"Alcohol","pHILIC_752.5554_4.3",-0.490566777209711,2.89545268090999e-05,0.00244665751536895,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IR"
"Alcohol","pHILIC_158.1174_6.2",-0.460077771081224,0.000101656260102919,0.00310029842279043,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IR"
"Alcohol","nRPLC_299.2228_9.3",0.444686814275752,0.000183449610816002,0.00310029842279043,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IR"
"Alcohol","pHILIC_738.5403_4.4",-0.445059605617061,0.00018090464566971,0.00310029842279043,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IR"
"Alcohol","pHILIC_716.5208_3.9",-0.451610082042919,0.000141154773691171,0.00310029842279043,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IR"
"Alcohol","pHILIC_728.5563_4.5",-0.464125219929722,8.66287898524878e-05,0.00310029842279043,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IR"
"Alcohol","pHILIC_731.6033_5.7",-0.455604274985516,0.000121035896728497,0.00310029842279043,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IR"
"Alcohol","pHILIC_785.6497_5.6",-0.451530198184067,0.000141586815211875,0.00310029842279043,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IR"
"Alcohol","pHILIC_813.6806_5.6",-0.444899837899357,0.000181991351206169,0.00310029842279043,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IR"
"Alcohol","nHILIC_716.5258_4.7",-0.427884575963896,0.000338725670453157,0.00520405802787123,"716.5258_4.7","PE(34:1)",NA,NA,NA,NA,"3.101006855","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(34:1)",91053.0190201835,"IR"
"Alcohol","nHILIC_740.525_4.5",-0.425035384998177,0.000374677039063955,0.00527670163348403,"740.525_4.5","PE(36:3)",NA,NA,NA,NA,"1.921797659","nHILIC",2e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:3)",237778.71058104,"IR"
"Alcohol","pHILIC_768.5548_4.4",-0.416567695959872,0.000503042191403534,0.00653954848824594,"768.5548_4.4","PC(35:4)",NA,NA,NA,NA,"1.322408025","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:4)",2871776.32608563,"IR"
"Alcohol","nHILIC_131.0349_5.1",0.413771760900054,0.000553505084564817,0.00668159709224672,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IR"
"Alcohol","pHILIC_703.5724_5.7",-0.396836382823445,0.000970656643966179,0.0109360648553523,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IR"
"Alcohol","nRPLC_539.2494_7",-0.392176491057082,0.00112712673058177,0.01190527609177,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243,"IR"
"Alcohol","pHILIC_130.0863_6.6",-0.383096359100913,0.00149892495184971,0.014901077462506,"130.0863_6.6","N-methylproline",NA,NA,NA,NA,"0.320726017","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-methylproline",1724519.39713048,"IR"
"Alcohol","pHILIC_585.2694_4.9",0.373510296038681,0.00200788308258312,0.0188517911642527,"585.2694_4.9","Bilirubin","C00486","HMDB00054",NA,NA,"-2.336115852","pHILIC",9e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Bilirubin",1990805.44020459,"IR"
"Alcohol","nRPLC_367.1585_8.9",-0.364989351094475,0.00258486506116298,0.022991694491397,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668,"IR"
"Alcohol","nRPLC_411.127_3.6",-0.351622118713252,0.00379065396507146,0.0320310260048538,"411.127_3.6","N6-Carbamoyl-L-threonyladenosine",NA,"HMDB41623",NA,"HMDB","0.044534029","nRPLC",20000,"[M-H]-","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N6-Carbamoyl-L-threonyladenosine",19343.2457115189,"IR"
"Alcohol","pHILIC_792.5536_4.5",-0.349758162006707,0.00399344183354131,0.0321376985651658,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IR"
"Alcohol","nRPLC_355.2852_11",0.345391177722801,0.004506639647705,0.0331140043679194,"355.2852_11","MG(18:1)",NA,"HMDB11536",NA,"HMDB","-0.504551766","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:1)",23992.936959735,"IR"
"Alcohol","nHILIC_700.5312_4.5",-0.345630829299357,0.00447703280028693,0.0331140043679194,"700.5312_4.5","PE(P-34:1)",NA,NA,NA,NA,"3.620182032","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(P-34:1)",90648.3953498471,"IR"
"Alcohol","pRPLC_312.1305_2.8",-0.341077449344797,0.00506999388799236,0.0357012069612795,"312.1305_2.8","N2,N2-Dimethylguanosine",NA,"HMDB04824","2140-67-2","HMDB","0.80778606","pRPLC",20000,"[M+H]+","YES","Y","Nucleotide","""Purine Metabolism, Guanine containing""","N2,N2-Dimethylguanosine",22571.6899107034,"IR"
"Alcohol","nRPLC_151.04_2.3",-0.339320004450054,0.00531676543453663,0.0359413343374676,"151.04_2.3","2-Hydroxyphenylacetate","C05852","HMDB00669",NA,NA,"-0.421724085","nRPLC",20000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","2-Hydroxyphenylacetate",89043.6564576962,"IR"
"Alcohol","pHILIC_764.5217_4.2",-0.328562311457994,0.00707118585197966,0.0459627080378678,"764.5217_4.2","PE(38:6)",NA,NA,NA,NA,"-1.027958319","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(38:6)",1872642.66880632,"IR"
"Alcohol","pHILIC_146.0811_7.5",0.325766376398177,0.0076030079226005,0.0475891977377587,"146.0811_7.5","Isobutyrylglycine",NA,"HMDB00730",NA,NA,"-0.504729248","pHILIC",5e+05,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Isobutyrylglycine",1400664.59149643,"IR"
"BetaCaro","nHILIC_188.0023_1.6",-0.881054232023639,6.20824021217703e-08,4.18612478012549e-06,"188.0023_1.6","2-Aminophenol sulfate",NA,"HMDB61116",NA,NA,"0.008428144","nHILIC",8e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","2-Aminophenol sulfate",1302559.29399942,"IS"
"BetaCaro","pHILIC_280.1384_8",-0.878777606101097,7.43099073395057e-08,4.18612478012549e-06,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992,"IS"
"BetaCaro","pHILIC_728.5563_4.5",-0.885607483868722,4.28511717111723e-08,4.18612478012549e-06,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IS"
"BetaCaro","nHILIC_224.0617_4.8",0.861702911682035,2.57785557983753e-07,1.08914398248136e-05,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664,"IS"
"BetaCaro","nRPLC_299.2228_9.3",0.832106774688992,1.57491853377764e-06,4.43602053680703e-05,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IS"
"BetaCaro","nHILIC_740.525_4.5",-0.833245087650263,1.47872728459834e-06,4.43602053680703e-05,"740.525_4.5","PE(36:3)",NA,NA,NA,NA,"1.921797659","nHILIC",2e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:3)",237778.71058104,"IS"
"BetaCaro","pHILIC_160.0967_7.5",0.807063889541033,5.66137516636391e-06,0.000136681771873643,"160.0967_7.5","Betonicine","C08269","HMDB29412",NA,NA,"-0.774954111","pHILIC",3e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Betonicine",877702.942247655,"IS"
"BetaCaro","nRPLC_351.254_10.3",0.797957385850867,8.62137064254696e-06,0.000182126454823804,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176,"IS"
"BetaCaro","nHILIC_700.5312_4.5",-0.786574256238158,1.41730056550296e-05,0.000266137550633333,"700.5312_4.5","PE(P-34:1)",NA,NA,NA,NA,"3.620182032","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(P-34:1)",90648.3953498471,"IS"
"BetaCaro","nHILIC_194.0458_4.6",0.774052813664179,2.36898897421931e-05,0.000400359136643063,"194.0458_4.6","Hydroxyhippurate",NA,NA,NA,NA,"-0.398768376","nHILIC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Hydroxyhippurate",1233088.00717227,"IS"
"BetaCaro","nRPLC_495.2962_9.1",0.768361248857825,2.96089590937615e-05,0.000454901280622336,"495.2962_9.1","Pregnanediol-3-glucuronide","C03033","HMDB10318",NA,"HMDB","-0.278829397","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnanediol-3-glucuronide",91095.2326315556,"IS"
"BetaCaro","nHILIC_512.2684_5.7",0.750148241477491,5.8097145246441e-05,0.000701315539046323,"512.2684_5.7","Chenodeoxycholic acid 3-sulfate","C11301","HMDB02639","15324-64-8","HMDB","-0.669084886","nHILIC",5e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Chenodeoxycholic acid 3-sulfate",566003.839069317,"IS"
"BetaCaro","pHILIC_189.1345_14.4",-0.751286554438762,5.57931505231686e-05,0.000701315539046323,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119,"IS"
"BetaCaro","nRPLC_187.007_2.3",0.752424867400033,5.35691591216854e-05,0.000701315539046323,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503,"IS"
"BetaCaro","pHILIC_178.0532_7.5",0.723967043368261,0.000139536970204395,0.00157211653096952,"178.0532_7.5","Alliin","C08265","HMDB33592",NA,NA,"-0.248031697","pHILIC",60000,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Alliin",115227.594807238,"IS"
"BetaCaro","pHILIC_792.5536_4.5",0.656806578653281,0.00089846709760269,0.00949005871842841,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IS"
"BetaCaro","nHILIC_197.0679_1.4",-0.651115013846927,0.00103069310696606,0.00967706305984803,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897,"IS"
"BetaCaro","pHILIC_703.5724_5.7",-0.653391639769469,0.000975940002213862,0.00967706305984803,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IS"
"BetaCaro","nRPLC_283.0822_2.4",0.638593571272948,0.0013809578992712,0.0119761031567129,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111,"IS"
"BetaCaro","nHILIC_969.5442_9.2",-0.637455258311677,0.0014172903144039,0.0119761031567129,"969.5442_9.2","PIP(38:2)",NA,NA,NA,NA,"-3.379307608","nHILIC",90000,"[M-H]-","YES","Y",NA,NA,"PIP(38:2)",99117.3563546428,"IS"
"BetaCaro","nRPLC_465.2489_8.6",0.635178632389135,0.0014923942682609,0.0120102205398139,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197,"IS"
"BetaCaro","pHILIC_583.2539_5.3",0.629487067582781,0.00169507014625798,0.0130212206689818,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169,"IS"
"BetaCaro","nRPLC_391.2856_9.8",0.623795502776426,0.00192059032442439,0.0136392722599387,"391.2856_9.8","Chenodeoxycholic Acid",NA,"HMDB0000518",NA,"HMDB","0.561396883","nRPLC",5e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic Acid",653486.691555401,"IS"
"BetaCaro","pHILIC_309.1649_15.6",-0.621518876853885,0.00201764382543472,0.0136392722599387,"309.1649_15.6","Fructoselysine","C16488",NA,NA,NA,"-2.372591014","pHILIC",3e+05,"[M+H]+","YES","Y","Carbohydrate","Pentose Metabolism","Fructoselysine",352298.913520897,"IS"
"BetaCaro","pHILIC_158.1174_6.2",-0.621518876853885,0.00201764382543472,0.0136392722599387,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IS"
"BetaCaro","nRPLC_369.1741_9.5",0.61582731204753,0.00227857272297316,0.0146093308603626,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563,"IS"
"BetaCaro","nRPLC_163.0765_7.4",0.61468899908626,0.00233403510786858,0.0146093308603626,"163.0765_7.4","Phenylbutyric acid",NA,"HMDB00329","90-27-7","HMDB","0.306989515","nRPLC",60000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Phenylbutyric acid",67820.1628722732,"IS"
"BetaCaro","nRPLC_467.2636_8.4",0.570294793596696,0.0055833167797257,0.0336993048490587,"467.2636_8.4","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",NA,NA,NA,NA,"-3.071418834","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",24570.0742396534,"IS"
"BetaCaro","pHILIC_716.5208_3.9",-0.554358412138905,0.00742192669868125,0.0418101870692378,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IS"
"BetaCaro","nRPLC_395.1897_10",0.554358412138905,0.00742192669868127,0.0418101870692378,"395.1897_10","Pregnenolone sulfate",NA,"HMDB00774","1247-64-9","HMDB","-0.163615583","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnenolone sulfate",207310.860395107,"IS"
"BetaCaro","nHILIC_724.5298_4.4",-0.54866684733255,0.00818911327312582,0.0446438755857504,"724.5298_4.4","PE(P-36:3)",NA,NA,NA,NA,"1.57083219","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-36:3)",470907.857176351,"IS"
"BetaCaro","pHILIC_754.5367_5.1",0.546390221410009,0.00851375412701568,0.0449632639833015,"754.5367_5.1","PC(34:4)",NA,NA,NA,NA,"-1.904272032","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(34:4)",349883.379017442,"IS"
"BetaCaro","nHILIC_274.1407_12.3",0.542975282526196,0.00902053849902804,0.046196091101083,"274.1407_12.3","L-a-glutamyl-L-Lysine","C04700","HMDB04207","5891-53-2","HMDB","-0.511713733","nHILIC",3e+05,"[M-H]-","YES","Y","Peptide","Dipeptide","L-a-glutamyl-L-Lysine",291868.626570846,"IS"
"BetaCaro","nHILIC_235.0723_6.5",0.65886483323581,1.81031686404263e-09,3.05943550023204e-07,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424,"IR"
"BetaCaro","nHILIC_165.0405_8.5",0.578115857226448,3.71107372201923e-07,2.09057153007083e-05,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125,"IR"
"BetaCaro","nRPLC_283.1088_9.6",0.581334113516676,3.08440932109855e-07,2.09057153007083e-05,"283.1088_9.6","gamma-glutamylhistidine",NA,NA,NA,NA,"-0.043601897","nRPLC",2e+05,"[M-H]-","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",191992.89332212,"IR"
"BetaCaro","nRPLC_163.0765_7.4",0.549067959541921,1.80804902578297e-06,7.63900713393303e-05,"163.0765_7.4","Phenylbutyric acid",NA,"HMDB00329","90-27-7","HMDB","0.306989515","nRPLC",60000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Phenylbutyric acid",67820.1628722732,"IR"
"BetaCaro","nRPLC_407.2804_9.2",-0.538242915656608,3.14280605599003e-06,0.000106226844692463,"407.2804_9.2","Cholic Acid",NA,"HMDB0000619",NA,"HMDB","0.258665655","nRPLC",90000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Cholic Acid",368133.99660659,"IR"
"BetaCaro","pHILIC_750.5399_3.1",0.454317478893254,0.000127209326430784,0.00358306269446708,"750.5399_3.1","PE(P-38:5)",NA,NA,NA,NA,"-4.429831219","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:5)",5125911.92798879,"IR"
"BetaCaro","pRPLC_359.3154_11",0.438435175123297,0.000231327611626896,0.00558490948070648,"359.3154_11","MG(18:0)",NA,"HMDB11131",NA,"HMDB","-0.529800999","pRPLC",2e+06,"[M+H]+","YES","Y","Lipid","Monoacylglycerol","MG(18:0)",2802861.76869317,"IR"
"BetaCaro","pRPLC_310.3104_11.1",0.419167432918164,0.000459914926479104,0.00777256225749686,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IR"
"BetaCaro","nRPLC_283.0822_2.4",0.420421299005266,0.000440342744398512,0.00777256225749686,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111,"IR"
"BetaCaro","pHILIC_776.5554_3",0.421131823121291,0.000429591717882611,0.00777256225749686,"776.5554_3","PE(P-40:6)",NA,NA,NA,NA,"-4.474728145","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-40:6)",2494677.80316315,"IR"
"BetaCaro","pRPLC_704.4472_10.9",0.410223188163504,0.000624167015759836,0.00958947506031021,"704.4472_10.9","PS(30:2)",NA,NA,NA,NA,"-3.57365132211743|-3.57365132211743|-3.87512554039268","pRPLC",90000,"[M+H]+","YES","Y",NA,NA,"PS(30:2)",106832.863585519,"IR"
"BetaCaro","nHILIC_128.0352_7.6",0.405709270249937,0.000725859448403696,0.0099071002390736,"128.0352_7.6","5-oxoproline","C01879","HMDB00267",NA,NA,"-0.929926331","nHILIC",6e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","5-oxoproline",6764532.29940877,"IR"
"BetaCaro","pHILIC_130.0863_6.6",0.403619493438101,0.000777842776000027,0.0099071002390736,"130.0863_6.6","N-methylproline",NA,NA,NA,NA,"0.320726017","pHILIC",2e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-methylproline",1724519.39713048,"IR"
"BetaCaro","pHILIC_752.5554_4.3",0.401989467524868,0.000820706528680653,0.0099071002390736,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IR"
"BetaCaro","nHILIC_247.057_11.8",-0.383892000334364,0.00146241521022596,0.01603766364852,"247.057_11.8","Asp-Asp",NA,NA,NA,NA,"-0.688321592","nHILIC",70000,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Asp",77586.0307351172,"IR"
"BetaCaro","pHILIC_738.5049_3.9",0.382679929783499,0.00151835868861728,0.01603766364852,"738.5049_3.9","PE(36:5)",NA,NA,NA,NA,"-2.623462026","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PE(36:5)",231362.231873159,"IR"
"BetaCaro","nRPLC_230.9968_4.1",0.379001922594667,0.00170009085678944,0.0169009032233773,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203,"IR"
"BetaCaro","pHILIC_583.2539_5.3",0.368845607289142,0.00230757046150987,0.0216655226663982,"583.2539_5.3","Biliverdin","C00500","HMDB01008",NA,NA,"-2.086469819","pHILIC",1e+06,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Biliverdin",1195287.18205169,"IR"
"BetaCaro","pHILIC_738.5403_4.4",0.366881217086015,0.00244531262853571,0.0217504123275018,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IR"
"BetaCaro","nRPLC_465.2489_8.6",0.361991139346318,0.0028206198618172,0.022548979830912,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197,"IR"
"BetaCaro","nRPLC_495.2962_9.1",0.361113433085346,0.00289317034076528,0.022548979830912,"495.2962_9.1","Pregnanediol-3-glucuronide","C03033","HMDB10318",NA,"HMDB","-0.278829397","nRPLC",50000,"[M-H]-","YES","Y","Lipid","Progestin Steroids","Pregnanediol-3-glucuronide",91095.2326315556,"IR"
"BetaCaro","pRPLC_382.2719_9.6",0.360611886650506,0.00293537015550334,0.022548979830912,"382.2719_9.6","Sphinganine 1-phosphate","C01120","HMDB01383","19794-97-9","HMDB","0.551042475","pRPLC",40000,"[M+H]+","YES","Y","Lipid","Sphingolipid Metabolism","Sphinganine 1-phosphate",52742.9095773293,"IR"
"BetaCaro","nHILIC_194.0458_4.6",0.351458664214662,0.00380806407528403,0.027980992553174,"194.0458_4.6","Hydroxyhippurate",NA,NA,NA,NA,"-0.398768376","nHILIC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Hydroxyhippurate",1233088.00717227,"IR"
"BetaCaro","nHILIC_742.5417_4.6",0.345440106996573,0.00450058083664688,0.0316915900580551,"742.5417_4.6","PE(36:2)",NA,NA,NA,NA,"3.328645545","nHILIC",4e+06,"[M-H]-","YES","Y",NA,NA,"PE(36:2)",4361437.97657492,"IR"
"BetaCaro","pHILIC_716.5208_3.9",0.335409178299758,0.00590424159127984,0.0399126731570517,"716.5208_3.9","PE(34:2)",NA,NA,NA,NA,"-2.354757741","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(34:2)",1036554.92362895,"IR"
"BetaCaro","nHILIC_133.0506_2.3",0.330017554125219,0.00680750619909159,0.0415398326576881,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164,"IR"
"BetaCaro","pHILIC_158.1174_6.2",-0.329599598762852,0.00688233913855188,0.0415398326576881,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IR"
