data_set1,data_set2,Metabolite,Super.pathway,Sub.pathway,cor_IS,cor_IR,p_adjust_cor_IS,p_adjust_cor_IR,p-value,BH p-value,cor_signifiance_type,cor_direction_difference
Folate,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.150257310887752,0.41640892752654,0.655842026053539,0.0061056270285501,0.0026006024693537,0.0162026606535592,IR,True
VitK,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,-0.277748362550088,0.340717211401822,0.345789179757219,0.0216308877573404,0.0026006024693537,0.0162026606535592,IR,False
Panto,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.5350070917973,0.218005517010783,0.0348143103220274,0.302159321147235,0.0026006024693537,0.0162026606535592,IS,True
Cu,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,-0.0580539610248134,0.420212321324083,0.871014691777645,0.004997342868867,0.0026006024693537,0.0162026606535592,IR,False
Fluor,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.64200851015676,-0.159826130569255,0.0056778138748253,0.384362528978753,0.0026006024693537,0.0162026606535592,IS,False
Fe,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.390441345715902,0.483657945331439,0.188271895078228,0.0009389905450606,0.0026006024693537,0.0162026606535592,IR,True
K,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.0626072128698968,0.380506561899189,0.852573318918765,0.0152429473267453,0.0026006024693537,0.0162026606535592,IR,True
W3,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.72169041744572,0.508066538493689,0.0021110260730439,0.0001607722512454,0.0026006024693537,0.0162026606535592,both,True
Chln,nRPLC_448.3069_9.4,Chenodeoxycholic acid glycine conjugate(1),Lipid,Primary Bile Acid Metabolism,0.194651516377316,0.383139680682103,0.556641569545531,0.0150747802795199,0.0026006024693537,0.0162026606535592,IR,True
Energy,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.607859121318635,0.351291482069715,0.0238301697834619,0.0281123753126011,0.0682447246740808,0.1652480958663363,both,True
percent_pro_cal,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.234492470021795,-0.446543509153222,0.455111800994273,0.0039820799275231,0.0682447246740808,0.1652480958663363,IR,True
percent_fat_cal,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.585092862093218,0.0975507815765276,0.032507585677411,0.603755301424246,0.0682447246740808,0.1652480958663363,IS,True
SolFib,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.0295961369930421,-0.463512496865335,0.95131991953903,0.0037502645868829,0.0682447246740808,0.1652480958663363,IR,False
MonSac,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.045532518450834,-0.324625929950681,0.919122299580851,0.0441078139734005,0.0682447246740808,0.1652480958663363,IR,False
Disacc,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.335802323574901,0.468987712112346,0.2657621880971,0.0013387088923598,0.0682447246740808,0.1652480958663363,IR,True
SatFat,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.720552104484449,0.113767449636379,0.0043748376009371,0.549592253184894,0.0682447246740808,0.1652480958663363,IS,True
TransFat,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.508825893688071,0.46025244503887,0.0627385192942675,0.0010664011438591,0.0682447246740808,0.1652480958663363,IR,True
Caroten,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.560049976945259,-0.424433670483992,0.0627152806038567,0.0061533562688205,0.0682447246740808,0.1652480958663363,IR,True
Retinol,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.162778753461732,0.420295912396556,0.574599368059041,0.0075945216572765,0.0682447246740808,0.1652480958663363,IR,False
BetaCaro,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.303929560659317,-0.538242915656608,0.294600690063371,0.0001062268446924,0.0682447246740808,0.1652480958663363,IR,True
VitB2,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.550943473255092,0.201914235559642,0.0260947564492051,0.351485838720356,0.0682447246740808,0.1652480958663363,IS,False
VitB3,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.257258729247212,-0.400777396974003,0.377225134479692,0.0090445770012863,0.0682447246740808,0.1652480958663363,IR,True
VitB_NE,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.332387384691089,-0.348867340967985,0.314422870424738,0.031447137729738,0.0682447246740808,0.1652480958663363,IR,True
VitB6,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.538422030681113,-0.186157318398395,0.0456985928936528,0.315714069672117,0.0682447246740808,0.1652480958663363,IS,True
VitB12,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.669328021227261,-0.0155479394800635,0.0058490095154309,0.959202270924381,0.0682447246740808,0.1652480958663363,IS,True
VitC,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.621518876853885,-0.259048733595252,0.0309983460453152,0.11603033021669,0.0682447246740808,0.1652480958663363,IS,True
VitD_IU,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.552081786216363,-0.101855721808911,0.023301908596974,0.638767513113623,0.0682447246740808,0.1652480958663363,IS,True
VitK,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.365398460567943,-0.393337791523865,0.210091922435721,0.0076482192986416,0.0682447246740808,0.1652480958663363,IR,True
Fluor,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,0.165055379384273,0.336746635459333,0.571048406144177,0.0385131140062786,0.0682447246740808,0.1652480958663363,IR,True
Iodine,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.301652934736776,0.339755914068377,0.341670345536436,0.0269098682256819,0.0682447246740808,0.1652480958663363,IR,False
Mg,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.545251908448738,0.261263897015799,0.0431447416564293,0.140315748169021,0.0682447246740808,0.1652480958663363,IS,False
Se,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.639731884234218,-0.242915656607874,0.0126319935977912,0.136807077608291,0.0682447246740808,0.1652480958663363,IS,True
Zn,nRPLC_407.2804_9.2,Cholic Acid,Lipid,Primary Bile Acid Metabolism,-0.504272641842987,0.366714034941068,0.108580346914749,0.0143205226504431,0.0682447246740808,0.1652480958663363,IR,False
TotSolFib,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.730796921135887,-0.0298002173367884,0.0011839632457887,0.857938437602925,1.7633184417244546e-11,6.383212759042526e-09,IS,False
SugAdd,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.754701493322574,0.215934236471712,0.0009818417546648,0.183941071276759,1.7633184417244546e-11,6.383212759042526e-09,IS,True
Disacc,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.612412373163718,-0.388238736102984,0.0344813641289286,0.011356034342911,1.7633184417244546e-11,6.383212759042526e-09,both,False
TransFat,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,-0.630625380544051,-0.445289643066121,0.0133008634103527,0.001515511197764,1.7633184417244546e-11,6.383212759042526e-09,both,True
Water,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.556635038061446,0.158321491264733,0.0401778969638605,0.442445883881235,1.7633184417244546e-11,6.383212759042526e-09,IS,True
Retinol,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.539560343642383,-0.371771294825713,0.0393724034755382,0.0198599997425057,1.7633184417244546e-11,6.383212759042526e-09,both,False
VitB1,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.539560343642383,-0.162542840424643,0.0489172285605172,0.464135751999811,1.7633184417244546e-11,6.383212759042526e-09,IS,False
VitB3,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.853734720953138,-0.0225277940315974,2.45610861181808e-05,0.944768937566688,1.7633184417244546e-11,6.383212759042526e-09,IS,False
VitB_NE,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.741041737787324,-0.102064699490094,0.0013471383123353,0.614929923672417,1.7633184417244546e-11,6.383212759042526e-09,IS,False
VitB6,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.679572837878698,-0.0254116860319318,0.0044817694777048,0.881213777093999,1.7633184417244546e-11,6.383212759042526e-09,IS,False
Folate,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.450771932663257,0.372649001086684,0.135398681775436,0.0167275682796425,1.7633184417244546e-11,6.383212759042526e-09,IR,True
VitK,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,-0.203758020067482,0.373150547521525,0.511334204696639,0.0110650740926686,1.7633184417244546e-11,6.383212759042526e-09,IR,False
Panto,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.863979537604576,-0.133202373986458,1.24230665126728e-05,0.603729967351166,1.7633184417244546e-11,6.383212759042526e-09,IS,False
Fluor,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.720552104484449,-0.0966730753155563,0.0014582792003123,0.652291389960332,1.7633184417244546e-11,6.383212759042526e-09,IS,False
Mn,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.610135747241176,-0.319443283457327,0.0127615468992904,0.0521807925198939,1.7633184417244546e-11,6.383212759042526e-09,IS,False
Phos,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.562326602867801,-0.235977597592577,0.0351546102789555,0.173613325469152,1.7633184417244546e-11,6.383212759042526e-09,IS,False
K,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.42800567343784,0.327593413023489,0.161776467308812,0.0408510680555254,1.7633184417244546e-11,6.383212759042526e-09,IR,True
Caff,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.871824470441741,0.181993026903852,7.09571899774865e-06,0.276879013211235,1.7633184417244546e-11,6.383212759042526e-09,IS,True
Chln,nRPLC_204.0666_4.3,Cinnamoylglycine,Xenobiotics,Food Component/Plant,0.678434524917427,0.0688372481818942,0.0047591381019551,0.76956503224368,1.7633184417244546e-11,6.383212759042526e-09,IS,True
TotSolFib,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.821861958037555,-0.238359943158071,9.09208832837045e-05,0.154503448028101,0.0124132804161825,0.049110464597356,IS,True
SolFib,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.706892348949199,-0.184443701412689,0.0023354541557986,0.330023489425087,0.0124132804161825,0.049110464597356,IS,True
Disacc,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.406377727173694,0.353464849954025,0.200760078812699,0.0243306483365093,0.0124132804161825,0.049110464597356,IR,False
TransFat,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,0.425729047515298,0.308743626180724,0.118099226544489,0.0458265302193657,0.0124132804161825,0.049110464597356,IR,True
Chol,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.128629364623606,0.349912229373903,0.828023955131046,0.0231723649116355,0.0124132804161825,0.049110464597356,IR,False
Water,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.624933815737697,0.292109002758505,0.0226165868728881,0.0944015531548109,0.0124132804161825,0.049110464597356,IS,False
VitA_IU,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.0922033498629389,0.36337039204213,0.836673666747091,0.0241037168912597,0.0124132804161825,0.049110464597356,IR,False
VitB3,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.772914500702908,-0.195059767616819,0.0003053514766705,0.29072765436155,0.0124132804161825,0.049110464597356,IS,True
VitB_NE,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.820723645076284,-0.25971746217504,0.0002145835142372,0.160828011693176,0.0124132804161825,0.049110464597356,IS,True
VitB6,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.610135747241176,-0.208559725821282,0.0160700960954027,0.241431501143263,0.0124132804161825,0.049110464597356,IS,True
Panto,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.74900992851622,-0.111928446041963,0.0007301230259773,0.648675058698873,0.0124132804161825,0.049110464597356,IS,True
Iodine,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.276610049588817,0.336286884560729,0.39433293901883,0.0278494713739568,0.0124132804161825,0.049110464597356,IR,False
Mn,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.565741541751613,0.141268912480147,0.0249996521898682,0.458743748097871,0.0124132804161825,0.049110464597356,IS,False
Phos,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.620380563892614,0.152971662626431,0.0174721002139642,0.39573008104148,0.0124132804161825,0.049110464597356,IS,False
K,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.492889512230279,0.316225027167099,0.095460265316134,0.046790827910901,0.0124132804161825,0.049110464597356,IR,False
Na,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,0.620380563892614,0.328680096965644,0.0158837274672402,0.0361020661542255,0.0124132804161825,0.049110464597356,both,True
Zn,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.599890930589739,0.168895761932626,0.03146552727326,0.356746957913442,0.0124132804161825,0.049110464597356,IS,False
Caff,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.95860725990287,0.0975395662225333,3.79519279313985e-10,0.619051319073191,0.0124132804161825,0.049110464597356,IS,False
Chln,nHILIC_217.0651_5,Cys-Pro or Pro-Cys,Peptide,Dipeptide,-0.729658608174616,0.299172448382513,0.0024570531042023,0.0751701729041629,0.0124132804161825,0.049110464597356,IS,False
percent_carb_cal,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.577124671364322,0.18941737022486,0.030337535506941,0.29780674497841,0.0717626352016641,0.1703480258557534,IS,False
percent_pro_cal,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,0.657944891614552,-0.0628186909638051,0.0086869766608974,0.783131587960814,0.0717626352016641,0.1703480258557534,IS,False
Biot,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,0.61468899908626,0.231421884142774,0.0131483977743263,0.261294934874084,0.0717626352016641,0.1703480258557534,IS,True
Chrom,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.539560343642383,0.119660620245758,0.0489172285605172,0.544933947719941,0.0717626352016641,0.1703480258557534,IS,False
Fe,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.54866684733255,0.285379921424392,0.0446438755857504,0.0875203098057821,0.0717626352016641,0.1703480258557534,IS,False
Mg,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.18668332564842,-0.362283708099975,0.615191062515025,0.0225075753353035,0.0717626352016641,0.1703480258557534,IR,True
Mn,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.626072128698968,0.0490261640056842,0.0093590879491178,0.822379496273376,0.0717626352016641,0.1703480258557534,IS,False
W3,nHILIC_425.0806_12.4,Cysteineglutathione disulfide,Amino Acid,Glutathione Metabolism,-0.686402715646323,0.494065033854384,0.0037312582839198,0.0002627432522085,0.0717626352016641,0.1703480258557534,both,False
percent_pro_cal,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.74900992851622,0.093162250271671,0.0014602460519546,0.656363772067167,0.0122689795779799,0.0488062704091071,IS,False
Disacc,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,0.163917066423003,0.457326757502299,0.643774135648345,0.0019131383648345,0.0122689795779799,0.0488062704091071,IR,True
TransFat,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,0.17416188307444,0.389409011117613,0.59728527371418,0.0071707911724625,0.0122689795779799,0.0488062704091071,IR,True
VitB2,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.624933815737697,-0.238443534230544,0.0083324267426429,0.267678285113371,0.0122689795779799,0.0488062704091071,IS,True
VitE_a_Toco,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.501996015920445,-0.165092368135083,0.0423350225316054,0.440725184567605,0.0122689795779799,0.0488062704091071,IS,True
Cu,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.562326602867801,0.0857226448215331,0.0472580826505518,0.669921130537384,0.0122689795779799,0.0488062704091071,IS,False
Iodine,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,0.0774052813664179,0.38522945749394,0.881542032006294,0.0107734781196814,0.0122689795779799,0.0488062704091071,IR,True
Moly,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.0591922739860843,0.337707932792778,0.870881267851242,0.037534049515471,0.0122689795779799,0.0488062704091071,IR,False
Phos,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,-0.566879854712884,0.107916074563237,0.0341661913261532,0.575815874998698,0.0122689795779799,0.0488062704091071,IS,False
Alcohol,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,0.0,-0.364989351094475,1.0,0.022991694491397,0.0122689795779799,0.0488062704091071,IR,False
Caff,nRPLC_367.1585_8.9,Dehydroisoandrosterone sulfate (DHEA-S)(1),Lipid,Androgenic Steroids,0.0816443348219836,-0.3282396632718,0.802466069195391,0.04688271633289,0.0122689795779799,0.0488062704091071,IR,False
percent_fat_cal,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,-0.170746944190628,0.439103903703084,0.646266799445221,0.0031787224509309,4.554233164362315e-06,0.000126817877346,IR,False
TotSolFib,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.413207604941319,-0.354593329432417,0.154552118207395,0.0245490267471314,4.554233164362315e-06,0.000126817877346,IR,False
SolFib,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.568018167674155,-0.123840173869431,0.0307369954974762,0.562137845376634,4.554233164362315e-06,0.000126817877346,IS,False
VitB3,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.113831296127085,-0.476176544345064,0.710707285508853,0.0013352930386822,4.554233164362315e-06,0.000126817877346,IR,False
VitB_NE,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.242460660750691,-0.555588063194851,0.453841834631268,0.0001039058847955,4.554233164362315e-06,0.000126817877346,IR,False
VitB6,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.0899267239403972,-0.388865669146535,0.81054789099683,0.0105773765887464,4.554233164362315e-06,0.000126817877346,IR,False
VitB12,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,-0.430282299360382,-0.450305107414528,0.110142272105335,0.0062684914202367,4.554233164362315e-06,0.000126817877346,IR,True
VitC,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.207172958951295,-0.444161163587729,0.526146118679735,0.0028583702919119,4.554233164362315e-06,0.000126817877346,IR,False
VitD_IU,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,-0.60216755651228,-0.472122377330101,0.0121645129077699,0.0013261960108176,4.554233164362315e-06,0.000126817877346,both,True
Panto,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.216279462641462,-0.3962216835242,0.458467363003018,0.0239039802734123,4.554233164362315e-06,0.000126817877346,IR,False
Ca,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,-0.549805160293821,0.43864415280448,0.0521993044948395,0.0032329403991709,4.554233164362315e-06,0.000126817877346,IR,False
Na,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,-0.301652934736776,0.309119786006854,0.368947938088315,0.0476220377810674,4.554233164362315e-06,0.000126817877346,IR,False
Caff,pRPLC_277.0384_5.1,Dihydroferulic acid,Xenobiotics,Food Component/Plant,0.450471190031784,0.506407199258652,0.0892587490196112,0.0006068181558639,4.554233164362315e-06,0.000126817877346,IR,True
percent_carb_cal,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.103586479475647,-0.438435175123297,0.821391675535722,0.0022996686097026,0.0071327264024977,0.0337522478131265,IR,True
TotSolFib,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.212864523757649,-0.438978517094374,0.524051992422086,0.0037269367255318,0.0071327264024977,0.0337522478131265,IR,True
SolFib,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.0409792666057506,-0.338167683691382,0.948402598489381,0.0356476934791377,0.0071327264024977,0.0337522478131265,IR,True
Sugar,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,0.215141149680191,-0.382345565493605,0.447503869420237,0.016181064039688,0.0071327264024977,0.0337522478131265,IR,False
SatFat,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,0.640870197195489,0.248432667391123,0.0276877102514705,0.174056907719735,0.0071327264024977,0.0337522478131265,IS,True
MonoFat,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.679572837878698,0.0037615982613056,0.0029363317267721,0.991270914321925,0.0071327264024977,0.0337522478131265,IS,False
TransFat,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,0.784297630315617,0.195686700660369,0.0004393739458758,0.270160440872113,0.0071327264024977,0.0337522478131265,IS,True
Retinol,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.826415209882638,0.358354927693722,0.0002145835142372,0.0230143661581747,0.0071327264024977,0.0337522478131265,both,False
VitB1,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.844628217262972,-0.537824960294241,2.59079287909239e-05,0.0002711928876558,0.0071327264024977,0.0337522478131265,both,True
VitB2,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.902682178287785,0.0870183064448717,4.32399751916366e-07,0.697784516479409,0.0071327264024977,0.0337522478131265,IS,False
VitB3,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.780882691431804,0.0048900777396974,0.0002761439786497,0.98078813583698,0.0071327264024977,0.0337522478131265,IS,False
VitB_NE,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.704615723026657,-0.0229457493939647,0.0024663597141746,0.893473200445654,0.0071327264024977,0.0337522478131265,IS,True
VitB6,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.747871615554949,0.0729750062693304,0.0011821528837609,0.637369358269901,0.0071327264024977,0.0337522478131265,IS,False
VitB12,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.701200784142844,-0.0611886650505726,0.0031240556379545,0.819464118030812,0.0071327264024977,0.0337522478131265,IS,True
VitD_IU,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.626072128698968,0.503719802725069,0.0087953393394564,0.0004567666467976,0.0071327264024977,0.0337522478131265,both,False
Folate,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.581677923209405,-0.0169271921758756,0.0448986066324702,0.923708793228842,0.0071327264024977,0.0337522478131265,IS,True
Panto,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.621518876853885,-0.166555211903369,0.0100288766617196,0.502432991421185,0.0071327264024977,0.0337522478131265,IS,True
Chrom,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.74900992851622,-0.163629524366798,0.0012777152954603,0.384685747875996,0.0071327264024977,0.0337522478131265,IS,True
Cu,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.746733302593678,0.1411017303352,0.0017803166042636,0.432444470222852,0.0071327264024977,0.0337522478131265,IS,False
Fe,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.774052813664179,-0.0188915823790019,0.0007979999295294,0.935691610542821,0.0071327264024977,0.0337522478131265,IS,True
Mg,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.808202202502304,-0.210565911560645,0.0001510630659317,0.285986581967857,0.0071327264024977,0.0337522478131265,IS,True
Mn,nRPLC_415.3217_11.4,Dihydroxyvitamin D3(1),Cofactors and Vitamins,Vitamin D Metabolism,-0.815032080269929,-0.337080999749227,6.87805056357295e-05,0.0433750558136299,0.0071327264024977,0.0337522478131265,both,True
