"data_set1","data_set2","cor","p","p_adjust","level"
"SolFib","phylum_Proteobacteria",0.563337582689304,0.00415142575958225,0.0707225789315536,"phylum"
"SolFib","class_Betaproteobacteria",0.566360258265657,0.00391166927341238,0.0707225789315536,"class"
"SolFib","order_Burkholderiales",0.566360258265657,0.00391166927341238,0.0707225789315536,"order"
"SolFib","family_Porphyromonadaceae",0.697564735105857,0.000151282357746723,0.0145231063436855,"family"
"SolFib","family_Sutterellaceae",0.552073635635518,0.00515685471375912,0.0707225789315536,"family"
"SolFib","genus_Holdemania",-0.56695289223048,0.00386605864585712,0.0707225789315536,"genus"
"SolFib","genus_Parabacteroides",0.552651727289382,0.00510069684376847,0.0707225789315536,"genus"
"Sugar","phylum_Proteobacteria",0.517569705325368,0.00958878466735432,0.103985147966091,"phylum"
"Sugar","phylum_unclassified_Bacteria",0.499270608437262,0.0129981434957613,0.103985147966091,"phylum"
"Sugar","class_Betaproteobacteria",0.459278989338505,0.023963659884383,0.164322239207198,"class"
"Sugar","class_Deltaproteobacteria",0.69726034439444,0.00015272126797447,0.00488708057518304,"class"
"Sugar","class_unclassified_Bacteria",0.499270608437262,0.0129981434957613,0.103985147966091,"class"
"Sugar","order_Burkholderiales",0.459278989338505,0.023963659884383,0.164322239207198,"order"
"Sugar","order_Desulfovibrionales",0.69726034439444,0.00015272126797447,0.00488708057518304,"order"
"Sugar","order_unclassified_Bacteria",0.499270608437262,0.0129981434957613,0.103985147966091,"order"
"Sugar","family_Desulfovibrionaceae",0.69726034439444,0.00015272126797447,0.00488708057518304,"family"
"Sugar","family_Porphyromonadaceae",0.53992663764238,0.00646255857079609,0.103985147966091,"family"
"Sugar","family_Sutterellaceae",0.445867841777265,0.0289827059267515,0.18548931793121,"family"
"Sugar","family_unclassified_Bacteria",0.499270608437262,0.0129981434957613,0.103985147966091,"family"
"Sugar","genus_Bilophila",0.532147669952409,0.007435712165744,0.103985147966091,"genus"
"Sugar","genus_Parabacteroides",0.510268584400834,0.0108473117627672,0.103985147966091,"genus"
"Sugar","genus_unclassified_Bacteria",0.499270608437262,0.0129981434957613,0.103985147966091,"genus"
"SugAdd","class_Deltaproteobacteria",0.612940404598627,0.00145009202244843,0.0464029447183498,"class"
"SugAdd","order_Desulfovibrionales",0.612940404598627,0.00145009202244843,0.0464029447183498,"order"
"SugAdd","family_Desulfovibrionaceae",0.612940404598627,0.00145009202244843,0.0464029447183498,"family"
"VitD_IU","genus_unclassified_Lachnospiraceae",0.723562455999734,6.44684932881608e-05,0.00618897535566344,"genus"
"VitE_a_Toco","phylum_Actinobacteria",-0.560587770453005,0.00438017933424886,0.121770460959749,"phylum"
"VitE_a_Toco","class_Actinobacteria",-0.560587770453005,0.00438017933424886,0.121770460959749,"class"
"VitE_a_Toco","order_Coriobacteriales",-0.552930818729953,0.00507376920665619,0.121770460959749,"order"
"VitE_a_Toco","family_Coriobacteriaceae",-0.552930818729953,0.00507376920665619,0.121770460959749,"family"
"Cu","phylum_Actinobacteria",-0.486054847103694,0.0160340792601991,0.154707668865282,"phylum"
"Cu","phylum_Proteobacteria",0.524747352309898,0.00847189944165806,0.154707668865282,"phylum"
"Cu","class_Actinobacteria",-0.486054847103694,0.0160340792601991,0.154707668865282,"class"
"Cu","class_Betaproteobacteria",0.50146719628768,0.0125426802457363,0.154707668865282,"class"
"Cu","order_Burkholderiales",0.50146719628768,0.0125426802457363,0.154707668865282,"order"
"Cu","order_Coriobacteriales",-0.485730152818366,0.0161153821734668,0.154707668865282,"order"
"Cu","family_Coriobacteriaceae",-0.485730152818366,0.0161153821734668,0.154707668865282,"family"
"Cu","family_Sutterellaceae",0.503235098547511,0.0121857129218217,0.154707668865282,"family"
"Cu","genus_Bilophila",0.59516183014719,0.00215538202422013,0.154707668865282,"genus"
"Cu","genus_Collinsella",-0.538985542493256,0.00657430608035085,0.154707668865282,"genus"
"Mg","genus_Bilophila",0.620693635284634,0.00121091227753749,0.116247578643599,"genus"
